mouse,cell_type,tissue,n_ctl,n_stz,cell_log2FC,pct_STZ,pct_Control,cell_p,cell_BH,pb_logFC,pb_P,pb_FDR,human,human_logFC,human_P,human_DE,cell_concordant,pb_concordant
Pfkfb3,Endothelial,kidney,1112,1763,0.169560572398591,0.126,0.139,0.527195108606462,0.678028705633667,-0.0152780507383397,0.934546155529419,0.990166277420078,PFKFB3,-0.655569796012921,0.000127446028528339,TRUE,FALSE,FALSE
Rab10,Endothelial,kidney,1112,1763,0.261827446698941,0.31,0.325,0.530631160930696,0.678028705633667,0.201402676588081,0.167710839184037,0.690380277551663,RAB10,,,FALSE,FALSE,FALSE
Cpt1a,Endothelial,kidney,1112,1763,0.0161651398075495,0.098,0.105,0.604200078134316,0.745130496112584,0.00325247413729728,0.986892456925995,0.996998649456139,CPT1A,0.227443438987381,0.0910342838314238,FALSE,FALSE,FALSE
Hmgcr,Endothelial,kidney,1112,1763,0.318610574864273,0.085,0.081,0.609613001581997,0.745130496112584,0.200626031877908,0.344729176646268,0.813898588506154,HMGCR,0.322114208989851,0.265480328108024,FALSE,FALSE,FALSE
Igf1,Endothelial,kidney,1112,1763,0.268084362392161,0.137,0.132,0.615542583745179,0.745130496112584,0.0715942993815418,0.833630839702991,0.970041239235742,IGF1,-0.750196331507432,0.0163841211440685,TRUE,FALSE,FALSE
Rab11b,Endothelial,kidney,1112,1763,0.182765199976335,0.265,0.298,0.6630287252996,0.78584526307238,0.0741630533404329,0.625701022318095,0.917202537655653,RAB11B,-0.128979335643103,0.0848864845380073,FALSE,FALSE,FALSE
Tsc2,Endothelial,kidney,1112,1763,0.258070644511668,0.057,0.062,0.691018932566219,0.78584526307238,0.161951823923176,0.56082261293556,0.89592045622034,TSC2,0.360866737018733,0.0271776682330935,TRUE,FALSE,FALSE
Rps6kb2,Endothelial,kidney,1112,1763,0.207519219553306,0.064,0.068,0.691094541984851,0.78584526307238,0.129802808398239,0.605808314537532,0.913699476425275,RPS6KB2,0.257949387042562,0.0194903632172992,TRUE,FALSE,FALSE
Ppp2r2d,Endothelial,kidney,1112,1763,0.169193104758461,0.176,0.176,0.694732768803119,0.78584526307238,0.224349911940008,0.173913090818007,0.695931805536098,PPP2R2D,0.119151396427903,0.165293952164548,FALSE,FALSE,FALSE
Prkaa1,Endothelial,kidney,1112,1763,0.420017812964358,0.073,0.072,0.784835836900516,0.873446334615091,0.203537293163554,0.396220772819019,0.840461824795851,PRKAA1,-0.0832174939496949,0.203035696208847,FALSE,FALSE,FALSE
Rab8a,Endothelial,kidney,1112,1763,0.423095040860964,0.158,0.164,0.805798803352019,0.882541546528402,0.170965424545725,0.401038235950168,0.841831344610433,RAB8A,,,FALSE,FALSE,FALSE
Rptor,Endothelial,kidney,1112,1763,0.391383647613306,0.058,0.058,0.847397076317844,0.913137590694868,0.241499611071965,0.33987968608848,0.810173242989116,RPTOR,,,FALSE,FALSE,FALSE
Srebf1,Endothelial,kidney,1112,1763,0.362070756092259,0.056,0.058,0.860202078190818,0.913137590694868,0.0731344386108022,0.786041456325607,0.95812420137626,SREBF1,0.435480157850608,0.0261960327030443,TRUE,FALSE,FALSE
Mtor,Endothelial,kidney,1112,1763,0.184226451476245,0.076,0.076,0.908057460058007,0.936342408519729,0.192666394867825,0.440789046456416,0.849608978778733,MTOR,0.0609980192311536,0.346097047602718,FALSE,FALSE,FALSE
Eef2,Endothelial,kidney,1112,1763,0.0434586918207329,0.691,0.751,0.909202048852491,0.936342408519729,-0.0502032810740031,0.683527791496145,0.935967806674793,EEF2,0.448462726762021,0.00104406663485494,TRUE,FALSE,FALSE
Ulk1,Endothelial,kidney,1112,1763,0.0474323114416266,0.066,0.067,0.969300711612667,0.972115300728186,0.184183101806218,0.426562794135849,0.845078873594375,ULK1,0.471039299127842,6.64395450049281e-05,TRUE,FALSE,FALSE
Pik3ca,Endothelial,kidney,1112,1763,0.300508200751884,0.117,0.121,0.972115300728186,0.972115300728186,0.218463786708247,0.274168804802358,0.767881276386315,PIK3CA,-0.194162266153804,0.025007761246042,TRUE,FALSE,FALSE
Acaca,Fibroblast_Pericyte,kidney,15,576,-3.19934075842289,0.024,0.4,1.40850852323628e-16,1.16906207428611e-14,,,,ACACA,0.07726357893715,0.585139303512386,FALSE,FALSE,FALSE
Rps6kb1,Fibroblast_Pericyte,kidney,15,576,-0.969738231041632,0.094,0.667,1.06084765728918e-10,4.4025177777501e-09,,,,RPS6KB1,-0.0150524871094566,0.834304342285709,FALSE,FALSE,FALSE
Prkag3,Fibroblast_Pericyte,kidney,15,576,-6.66748802942384,0,0.067,6.17041127194225e-10,1.70714711857069e-08,,,,PRKAG3,,,FALSE,FALSE,FALSE
Rab11b,Fibroblast_Pericyte,kidney,15,576,-0.457286729605275,0.134,0.667,1.01157214974158e-09,2.09901221071378e-08,,,,RAB11B,-0.128979335643103,0.0848864845380073,FALSE,FALSE,FALSE
G6pc,Fibroblast_Pericyte,kidney,15,576,-3.13602181932037,0.003,0.133,1.70374896842507e-09,2.82822328758561e-08,,,,G6PC1,-0.412080288509612,0.0750142815257835,FALSE,FALSE,FALSE
Mlycd,Fibroblast_Pericyte,kidney,15,576,-2.13021702949816,0.009,0.067,4.63205095185833e-09,6.40767048340403e-08,,,,MLYCD,0.272131424826275,0.0291126278511173,TRUE,FALSE,FALSE
Ppp2r3a,Fibroblast_Pericyte,kidney,15,576,-0.812860321163674,0.059,0.4,1.98142264772222e-08,2.34940113944207e-07,,,,PPP2R3A,-0.0812689650985154,0.428087382487469,FALSE,FALSE,FALSE
Sirt1,Fibroblast_Pericyte,kidney,15,576,-2.23559890355727,0.071,0.467,5.78740029156367e-08,6.00442780249731e-07,,,,SIRT1,-0.389065828328134,0.0044363570263749,TRUE,TRUE,FALSE
Akt1s1,Fibroblast_Pericyte,kidney,15,576,-0.663628084966514,0.049,0.333,1.08678290389277e-07,8.38832197404656e-07,,,,AKT1S1,,,FALSE,FALSE,FALSE
Ppp2cb,Fibroblast_Pericyte,kidney,15,576,-0.966301675614487,0.047,0.267,1.11024256926589e-07,8.38832197404656e-07,,,,PPP2CB,-0.154344495591139,0.139208474399713,FALSE,FALSE,FALSE
Ppp2r1b,Fibroblast_Pericyte,kidney,15,576,-2.16275127729958,0.024,0.267,1.11170532186159e-07,8.38832197404656e-07,,,,PPP2R1B,-0.0326247135429388,0.79265448609177,FALSE,FALSE,FALSE
Rheb,Fibroblast_Pericyte,kidney,15,576,-0.522599843389203,0.175,0.733,3.80773977170376e-07,2.63368667542844e-06,,,,RHEB,0.000762141165105317,0.994533538297037,FALSE,FALSE,FALSE
Ppp2ca,Fibroblast_Pericyte,kidney,15,576,-0.577101268803825,0.203,0.867,5.31603214856445e-07,3.39408206408345e-06,,,,PPP2CA,,,FALSE,FALSE,FALSE
Pparg,Fibroblast_Pericyte,kidney,15,576,-1.51827196940433,0.014,0.133,7.79479634552467e-07,4.62120069056105e-06,,,,PPARG,0.14873252430513,0.210592958883288,FALSE,FALSE,FALSE
Akt1,Fibroblast_Pericyte,kidney,15,576,-0.111036355701387,0.095,0.4,2.73261101065198e-06,1.51204475922743e-05,,,,AKT1,0.387089573539082,0.00343401055010987,TRUE,FALSE,FALSE
Eif4ebp1,Fibroblast_Pericyte,kidney,15,576,-0.808203802330253,0.066,0.4,4.90918575340724e-06,2.54664010958001e-05,,,,EIF4EBP1,0.0754219943218205,0.37388212514371,FALSE,FALSE,FALSE
Prkag2,Fibroblast_Pericyte,kidney,15,576,-2.02197759162024,0.021,0.2,1.44170953646077e-05,7.0389347956614e-05,,,,PRKAG2,0.144334536180236,0.179142511226382,FALSE,FALSE,FALSE
Tsc2,Fibroblast_Pericyte,kidney,15,576,-0.49525736736449,0.031,0.267,2.08041112560469e-05,9.59300685695494e-05,,,,TSC2,0.360866737018733,0.0271776682330935,TRUE,FALSE,FALSE
Cab39l,Fibroblast_Pericyte,kidney,15,576,-0.810057084872621,0.095,0.467,2.72948398963735e-05,0.000116163036735095,,,,CAB39L,0.0137396623132676,0.857025750656643,FALSE,FALSE,FALSE
Ccnd1,Fibroblast_Pericyte,kidney,15,576,-1.06618183148241,0.168,0.667,2.79910931891794e-05,0.000116163036735095,,,,CCND1,0.8031084765255,0.00074921048132828,TRUE,FALSE,FALSE
Cab39,Fibroblast_Pericyte,kidney,15,576,-0.404357522717319,0.097,0.467,4.65459153374623e-05,0.000178450229187616,,,,CAB39,0.0995298512419271,0.262092054253262,FALSE,FALSE,FALSE
Mtor,Fibroblast_Pericyte,kidney,15,576,-1.11951383032346,0.036,0.267,4.73000607485247e-05,0.000178450229187616,,,,MTOR,0.0609980192311536,0.346097047602718,FALSE,FALSE,FALSE
Creb3l2,Fibroblast_Pericyte,kidney,15,576,-0.57210801011044,0.078,0.4,9.18059340027144e-05,0.000331299674879361,,,,CREB3L2,0.109043372225875,0.405380258924797,FALSE,FALSE,FALSE
Strada,Fibroblast_Pericyte,kidney,15,576,-2.27405606637072,0.026,0.2,0.000122525091003503,0.000423732606387113,,,,STRADA,0.0482638423255332,0.441561159337292,FALSE,FALSE,FALSE
Creb5,Fibroblast_Pericyte,kidney,15,576,-0.80213985017312,0.141,0.533,0.000159245146863388,0.000528693887586449,,,,CREB5,-0.0557779584602364,0.459938075024634,FALSE,FALSE,FALSE
Ppp2r3d,Fibroblast_Pericyte,kidney,15,576,-1.67993005699472,0.026,0.2,0.000245812693863468,0.000784709753487225,,,,PPP2R3B,0.276953635505095,0.00063525508853722,TRUE,FALSE,FALSE
Akt2,Fibroblast_Pericyte,kidney,15,576,-0.503881762279224,0.095,0.4,0.000304235135116404,0.000935241341283759,,,,AKT2,0.272775905162288,0.0322680307039496,TRUE,FALSE,FALSE
Elavl1,Fibroblast_Pericyte,kidney,15,576,-0.145116800608801,0.092,0.4,0.000320391049424779,0.000949730610794881,,,,ELAVL1,0.00629859637126631,0.929732702059394,FALSE,FALSE,FALSE
Ppp2r1a,Fibroblast_Pericyte,kidney,15,576,0.216760257559962,0.115,0.4,0.000503713386860024,0.00144166245204766,,,,PPP2R1A,0.348763030574157,0.00116430586290843,TRUE,TRUE,FALSE
Ppp2r2d,Fibroblast_Pericyte,kidney,15,576,0.354637071141505,0.115,0.4,0.000523762705625554,0.00144907681889737,,,,PPP2R2D,0.119151396427903,0.165293952164548,FALSE,FALSE,FALSE
Foxo1,Fibroblast_Pericyte,kidney,15,576,-0.119792609943463,0.087,0.333,0.000612597130958128,0.00164017941514596,,,,FOXO1,-0.105403033427432,0.24841547187657,FALSE,FALSE,FALSE
Igf1r,Fibroblast_Pericyte,kidney,15,576,-0.491039836188401,0.095,0.4,0.000828310260401633,0.00214842973791674,,,,IGF1R,-0.148765271716842,0.133449327413096,FALSE,FALSE,FALSE
Ppp2r5c,Fibroblast_Pericyte,kidney,15,576,0.915575418944543,0.139,0.267,0.000899973049403402,0.0022635685788025,,,,PPP2R5C,-0.214695257186268,0.0541914902763123,FALSE,FALSE,FALSE
Srebf1,Fibroblast_Pericyte,kidney,15,576,-1.32358653537356,0.035,0.2,0.00105515068337303,0.00257580902117534,,,,SREBF1,0.435480157850608,0.0261960327030443,TRUE,FALSE,FALSE
G6pc3,Fibroblast_Pericyte,kidney,15,576,-1.01009665063095,0.031,0.2,0.0013853772420981,0.00328532317411836,,,,G6PC3,0.0114334505189842,0.862668473837378,FALSE,FALSE,FALSE
Creb3,Fibroblast_Pericyte,kidney,15,576,0.0156839737524104,0.05,0.2,0.00174871353607192,0.0040317562081658,,,,CREB3,0.303800603180914,0.00138677189848469,TRUE,TRUE,FALSE
Tsc1,Fibroblast_Pericyte,kidney,15,576,-0.671599163582781,0.035,0.2,0.00192423055429456,0.00425194603459868,,,,TSC1,-0.202386421851348,0.034493511696181,TRUE,TRUE,FALSE
Adipor2,Fibroblast_Pericyte,kidney,15,576,-0.125856099362728,0.076,0.333,0.00194667408812951,0.00425194603459868,,,,ADIPOR2,0.0715962771728451,0.531210570140672,FALSE,FALSE,FALSE
Pdpk1,Fibroblast_Pericyte,kidney,15,576,0.0483896980056217,0.082,0.333,0.00223728068927621,0.00476139223615193,,,,PDPK1,0.153466221786299,0.018028233353959,TRUE,TRUE,FALSE
Crtc2,Fibroblast_Pericyte,kidney,15,576,-0.966374842333048,0.036,0.2,0.00256749044155317,0.00532754266622283,,,,CRTC2,,,FALSE,FALSE,FALSE
Rab8a,Fibroblast_Pericyte,kidney,15,576,0.600687950552031,0.113,0.4,0.00363866427908505,0.00736607646741607,,,,RAB8A,,,FALSE,FALSE,FALSE
Cpt1b,Fibroblast_Pericyte,kidney,15,576,-2.21569189395433,0.003,0.067,0.00433347174469118,0.00856376559069923,,,,CPT1B,,,FALSE,FALSE,FALSE
Pik3r1,Fibroblast_Pericyte,kidney,15,576,-0.251963830378699,0.151,0.467,0.00457627781079004,0.00863020865600291,,,,PIK3R1,-0.146984642979826,0.44195620227449,FALSE,FALSE,FALSE
Pik3r2,Fibroblast_Pericyte,kidney,15,576,-1.12319816660322,0.042,0.2,0.00459032839736955,0.00863020865600291,,,,PIK3R2,0.268794809673499,0.00604856153799963,TRUE,FALSE,FALSE
Camkk2,Fibroblast_Pericyte,kidney,15,576,-0.176022447690345,0.061,0.267,0.00467902878939917,0.00863020865600291,,,,CAMKK2,0.506110584900416,0.00844909260690126,TRUE,FALSE,FALSE
Hmgcr,Fibroblast_Pericyte,kidney,15,576,0.253947146026991,0.068,0.267,0.0067092241345951,0.0119911427085807,,,,HMGCR,0.322114208989851,0.265480328108024,FALSE,FALSE,FALSE
Rab10,Fibroblast_Pericyte,kidney,15,576,0.660525894389275,0.205,0.533,0.00679016514823247,0.0119911427085807,,,,RAB10,,,FALSE,FALSE,FALSE
Ppp2r5b,Fibroblast_Pericyte,kidney,15,576,-1.88055090390191,0.019,0.133,0.00720235980962025,0.012454080504135,,,,PPP2R5B,0.137412769860998,0.0300031487878973,TRUE,FALSE,FALSE
Rab14,Fibroblast_Pericyte,kidney,15,576,0.413667399948656,0.273,0.733,0.0116361212454198,0.0197101645585683,,,,RAB14,-0.0725879174061108,0.493282542838044,FALSE,FALSE,FALSE
Ppp2r2a,Fibroblast_Pericyte,kidney,15,576,0.812006372769362,0.16,0.467,0.0132796361385829,0.0220441959900476,,,,PPP2R2A,-0.108782601530249,0.158420652705628,FALSE,FALSE,FALSE
Tbc1d1,Fibroblast_Pericyte,kidney,15,576,0.00744422186770799,0.05,0.2,0.0203826670998332,0.0331717915546305,,,,TBC1D1,0.0427897471858399,0.548382850593194,FALSE,FALSE,FALSE
Creb1,Fibroblast_Pericyte,kidney,15,576,0.295986669672195,0.08,0.267,0.0225861297305804,0.0360509378391957,,,,CREB1,-0.0788628754166012,0.27343317375151,FALSE,FALSE,FALSE
Stk11,Fibroblast_Pericyte,kidney,15,576,0.462740602331576,0.115,0.333,0.0253267780010484,0.0396626900771135,,,,STK11,0.354251480632152,0.0153103974501462,TRUE,TRUE,FALSE
Pfkm,Fibroblast_Pericyte,kidney,15,576,-2.35792452740908,0.009,0.067,0.0290137123137957,0.0445951504082415,,,,PFKM,-0.174352886444122,0.044645878124864,TRUE,TRUE,FALSE
Adipor1,Fibroblast_Pericyte,kidney,15,576,0.531755437646526,0.149,0.4,0.0322567232119122,0.0486783277561585,,,,ADIPOR1,0.0985079852008817,0.299828895869015,FALSE,FALSE,FALSE
Pfkp,Fibroblast_Pericyte,kidney,15,576,-0.209206013873416,0.094,0.267,0.0360517906117247,0.0534339039423777,,,,PFKP,0.201971206322531,0.00645525341532389,TRUE,FALSE,FALSE
Foxo3,Fibroblast_Pericyte,kidney,15,576,0.60197112138844,0.09,0.267,0.0414208273615429,0.0603145380878607,,,,FOXO3,-0.258505148092882,0.0236771002828433,TRUE,FALSE,FALSE
Ppp2r5a,Fibroblast_Pericyte,kidney,15,576,-0.283375830143996,0.127,0.333,0.0450312959407629,0.0644413372945401,,,,PPP2R5A,-0.262441936043039,0.00882731769154429,TRUE,FALSE,FALSE
Fasn,Fibroblast_Pericyte,kidney,15,576,0.661891868038246,0.033,0.067,0.0474782290630468,0.066442008551309,,,,FASN,0.69799363467585,0.0102285985406989,TRUE,FALSE,FALSE
Ppp2r5d,Fibroblast_Pericyte,kidney,15,576,-1.72225062798799,0.033,0.133,0.0484814094776827,0.066442008551309,,,,PPP2R5D,0.0418634535766595,0.545552937261772,FALSE,FALSE,FALSE
Eef2k,Fibroblast_Pericyte,kidney,15,576,-1.39836078411881,0.031,0.133,0.049015779416388,0.066442008551309,,,,EEF2K,,,FALSE,FALSE,FALSE
Irs2,Fibroblast_Pericyte,kidney,15,576,0.158526119874997,0.2,0.467,0.0496313798817007,0.066442008551309,,,,IRS2,-0.584420274513232,0.00290962468594569,TRUE,FALSE,FALSE
Rab2a,Fibroblast_Pericyte,kidney,15,576,0.344020967242805,0.318,0.667,0.0512949760174743,0.0668411640214213,,,,RAB2A,0.120861387341921,0.355798580095796,FALSE,FALSE,FALSE
Prkag1,Fibroblast_Pericyte,kidney,15,576,-0.0733051198089174,0.064,0.2,0.0515401746671201,0.0668411640214213,,,,PRKAG1,-0.0911617220470691,0.322923558463888,FALSE,FALSE,FALSE
Creb3l1,Fibroblast_Pericyte,kidney,15,576,-0.49452291491854,0.036,0.133,0.0584176202402801,0.0745948073837422,,,,CREB3L1,-0.0156723866492066,0.832462032154336,FALSE,FALSE,FALSE
Ulk1,Fibroblast_Pericyte,kidney,15,576,-1.07079925561694,0.036,0.133,0.0659717240821881,0.0829644408912365,,,,ULK1,0.471039299127842,6.64395450049281e-05,TRUE,FALSE,FALSE
Pik3cd,Fibroblast_Pericyte,kidney,15,576,0.73870631672367,0.038,0.133,0.0810619334932933,0.100420007163333,,,,PIK3CD,0.187312414207718,0.0479971366369964,TRUE,FALSE,FALSE
Map3k7,Fibroblast_Pericyte,kidney,15,576,0.0109122773413306,0.038,0.133,0.0983041196012694,0.119988851866255,,,,MAP3K7,-0.0337117987684358,0.660626089455411,FALSE,FALSE,FALSE
Ppp2r5e,Fibroblast_Pericyte,kidney,15,576,0.432195606975414,0.069,0.2,0.100929376863717,0.121407801154906,,,,PPP2R5E,-0.0251597625886988,0.835509017894403,FALSE,FALSE,FALSE
Pck2,Fibroblast_Pericyte,kidney,15,576,-0.326952754831936,0.047,0.133,0.135273406808916,0.160395610930572,,,,PCK2,0.0144772473306067,0.912081693834765,FALSE,FALSE,FALSE
Ppargc1a,Fibroblast_Pericyte,kidney,15,576,-0.0586210243944576,0.049,0.133,0.17893348954053,0.207752396819734,,,,PPARGC1A,-0.612471761557638,0.000603487342297342,TRUE,FALSE,FALSE
Ppp2r3c,Fibroblast_Pericyte,kidney,15,576,0.552250070503608,0.05,0.133,0.180218946638805,0.207752396819734,,,,PPP2R3C,-0.151989920023,0.276422292168939,FALSE,FALSE,FALSE
Rps6kb2,Fibroblast_Pericyte,kidney,15,576,-0.369073685618635,0.017,0.067,0.204230178270766,0.232206915020186,,,,RPS6KB2,0.257949387042562,0.0194903632172992,TRUE,FALSE,FALSE
Igf1,Fibroblast_Pericyte,kidney,15,576,1.23980363734084,0.182,0.333,0.342810373718289,0.384503527278622,,,,IGF1,-0.750196331507432,0.0163841211440685,TRUE,FALSE,FALSE
Pfkfb4,Fibroblast_Pericyte,kidney,15,576,-0.753464601561506,0.028,0.067,0.381302865034842,0.421975170638558,,,,PFKFB4,0.131856641195354,0.00500148112903384,TRUE,FALSE,FALSE
Cpt1a,Fibroblast_Pericyte,kidney,15,576,0.596273421149665,0.069,0.133,0.398556008378934,0.435265114413836,,,,CPT1A,0.227443438987381,0.0910342838314238,FALSE,FALSE,FALSE
Prkab2,Fibroblast_Pericyte,kidney,15,576,-0.394603868777676,0.03,0.067,0.417712821683335,0.450261872723595,,,,PRKAB2,-0.164901188264764,0.0594438901536121,FALSE,FALSE,FALSE
Eef2,Fibroblast_Pericyte,kidney,15,576,-0.0379095605305091,0.625,1,0.426799978409963,0.454158951384961,,,,EEF2,0.448462726762021,0.00104406663485494,TRUE,FALSE,FALSE
Rptor,Fibroblast_Pericyte,kidney,15,576,0.123269959338185,0.031,0.067,0.456668379278471,0.479790828862191,,,,RPTOR,,,FALSE,FALSE,FALSE
Prkaa1,Fibroblast_Pericyte,kidney,15,576,0.199505679039965,0.03,0.067,0.498265810788274,0.516950778692834,,,,PRKAA1,-0.0832174939496949,0.203035696208847,FALSE,FALSE,FALSE
Pik3ca,Fibroblast_Pericyte,kidney,15,576,0.721473480429953,0.071,0.133,0.577898919585716,0.592168028711289,,,,PIK3CA,-0.194162266153804,0.025007761246042,TRUE,FALSE,FALSE
Pfkl,Fibroblast_Pericyte,kidney,15,576,0.608487455492721,0.049,0.067,0.77923919764096,0.788742114685362,,,,PFKL,0.412788409607824,0.00375888054431156,TRUE,FALSE,FALSE
Pfkfb3,Fibroblast_Pericyte,kidney,15,576,-0.805215704436005,0.059,0.067,0.964513149341674,0.964513149341674,,,,PFKFB3,-0.655569796012921,0.000127446028528339,TRUE,FALSE,FALSE
Elavl1,LoH,kidney,32,131,-1.06311701740308,0.16,0.562,2.07171470788132e-05,0.00169880606046268,,,,ELAVL1,0.00629859637126631,0.929732702059394,FALSE,FALSE,FALSE
Ppp2r2a,LoH,kidney,32,131,-1.00148880315209,0.13,0.438,0.000177481669690149,0.00727674845729611,,,,PPP2R2A,-0.108782601530249,0.158420652705628,FALSE,FALSE,FALSE
Pdpk1,LoH,kidney,32,131,-1.38158171441508,0.115,0.406,0.000371343439414215,0.0101500540106552,,,,PDPK1,0.153466221786299,0.018028233353959,TRUE,FALSE,FALSE
Tsc2,LoH,kidney,32,131,-1.87422110417395,0.053,0.25,0.000728901546928725,0.0123828858775916,,,,TSC2,0.360866737018733,0.0271776682330935,TRUE,FALSE,FALSE
Pfkl,LoH,kidney,32,131,-1.07883213287184,0.237,0.531,0.000755054016926319,0.0123828858775916,,,,PFKL,0.412788409607824,0.00375888054431156,TRUE,FALSE,FALSE
Ppp2r3d,LoH,kidney,32,131,-1.27438920348828,0.061,0.25,0.00181031761836909,0.0196592352216589,,,,PPP2R3B,0.276953635505095,0.00063525508853722,TRUE,FALSE,FALSE
Mlycd,LoH,kidney,32,131,-1.21518557085458,0.076,0.281,0.00190968919952568,0.0196592352216589,,,,MLYCD,0.272131424826275,0.0291126278511173,TRUE,FALSE,FALSE
Akt3,LoH,kidney,32,131,-1.44322246027233,0.015,0.125,0.00191797416796673,0.0196592352216589,,,,AKT3,-0.238769261788149,0.072397760239147,FALSE,FALSE,FALSE
Map3k7,LoH,kidney,32,131,-0.516713086426591,0.061,0.25,0.00225086933632499,0.0205079206198499,,,,MAP3K7,-0.0337117987684358,0.660626089455411,FALSE,FALSE,FALSE
Hnf4a,LoH,kidney,32,131,-4.32977722924415,0,0.062,0.00424652463687522,0.0303105953307293,,,,HNF4A,0.30625444596782,0.00865664236155255,TRUE,FALSE,FALSE
Cpt1a,LoH,kidney,32,131,-1.24000515288435,0.069,0.25,0.00430335542859461,0.0303105953307293,,,,CPT1A,0.227443438987381,0.0910342838314238,FALSE,FALSE,FALSE
Pfkfb3,LoH,kidney,32,131,-0.596150911010236,0.191,0.469,0.00443569687766771,0.0303105953307293,,,,PFKFB3,-0.655569796012921,0.000127446028528339,TRUE,TRUE,FALSE
Pik3r2,LoH,kidney,32,131,-2.65596641787055,0.031,0.156,0.00515609280267139,0.0313821533648152,,,,PIK3R2,0.268794809673499,0.00604856153799963,TRUE,FALSE,FALSE
Strada,LoH,kidney,32,131,-1.81769487365792,0.008,0.094,0.00539317834298293,0.0313821533648152,,,,STRADA,0.0482638423255332,0.441561159337292,FALSE,FALSE,FALSE
Akt1s1,LoH,kidney,32,131,-0.967818886504729,0.153,0.375,0.00595561779523251,0.0313821533648152,,,,AKT1S1,,,FALSE,FALSE,FALSE
Prkag2,LoH,kidney,32,131,-1.54665657237437,0.061,0.219,0.00612334699801273,0.0313821533648152,,,,PRKAG2,0.144334536180236,0.179142511226382,FALSE,FALSE,FALSE
Prkab1,LoH,kidney,32,131,-2.26150598784165,0.023,0.125,0.0111050731338187,0.0535656468807724,,,,PRKAB1,0.0903291141903828,0.333050873638677,FALSE,FALSE,FALSE
Adipor1,LoH,kidney,32,131,-0.334847729841161,0.336,0.656,0.0142486393009876,0.0623551415323486,,,,ADIPOR1,0.0985079852008817,0.299828895869015,FALSE,FALSE,FALSE
Eef2k,LoH,kidney,32,131,-1.76856157497485,0.038,0.156,0.0144481425501783,0.0623551415323486,,,,EEF2K,,,FALSE,FALSE,FALSE
Rab10,LoH,kidney,32,131,-0.622278635538161,0.267,0.531,0.0161937353053981,0.0663943147521322,,,,RAB10,,,FALSE,FALSE,FALSE
Ppp2r3c,LoH,kidney,32,131,-0.810053247577988,0.076,0.219,0.021461186440848,0.0838008232452158,,,,PPP2R3C,-0.151989920023,0.276422292168939,FALSE,FALSE,FALSE
Prkaa1,LoH,kidney,32,131,-1.3019300502053,0.053,0.188,0.0251247440713594,0.0936467733568851,,,,PRKAA1,-0.0832174939496949,0.203035696208847,FALSE,FALSE,FALSE
Rab8a,LoH,kidney,32,131,-0.709330789021857,0.183,0.375,0.0306963230988605,0.109439064961155,,,,RAB8A,,,FALSE,FALSE,FALSE
Akt2,LoH,kidney,32,131,-0.537858969093284,0.076,0.219,0.0321731595817168,0.109924961904199,,,,AKT2,0.272775905162288,0.0322680307039496,TRUE,FALSE,FALSE
Cab39l,LoH,kidney,32,131,-0.670392233448172,0.45,0.688,0.0345890914340419,0.113452219903658,,,,CAB39L,0.0137396623132676,0.857025750656643,FALSE,FALSE,FALSE
Pfkp,LoH,kidney,32,131,-0.366666581827892,0.206,0.406,0.0467209219166662,0.142988659132786,,,,PFKP,0.201971206322531,0.00645525341532389,TRUE,FALSE,FALSE
Creb3,LoH,kidney,32,131,-0.647062927929706,0.153,0.312,0.0475642039067901,0.142988659132786,,,,CREB3,0.303800603180914,0.00138677189848469,TRUE,FALSE,FALSE
Prkag1,LoH,kidney,32,131,-0.350334750814785,0.16,0.344,0.0488253958014391,0.142988659132786,,,,PRKAG1,-0.0911617220470691,0.322923558463888,FALSE,FALSE,FALSE
Stk11,LoH,kidney,32,131,-0.657727473749758,0.244,0.438,0.0557413023294007,0.157613337621064,,,,STK11,0.354251480632152,0.0153103974501462,TRUE,FALSE,FALSE
Fasn,LoH,kidney,32,131,-1.65673403177017,0.023,0.094,0.0588845411426774,0.160951079123318,,,,FASN,0.69799363467585,0.0102285985406989,TRUE,FALSE,FALSE
Pik3r1,LoH,kidney,32,131,-0.489651272897135,0.176,0.344,0.0677468068062772,0.179201230906927,,,,PIK3R1,-0.146984642979826,0.44195620227449,FALSE,FALSE,FALSE
Ppp2r1a,LoH,kidney,32,131,-0.337022482877797,0.214,0.406,0.0789417775467215,0.202288304963474,,,,PPP2R1A,0.348763030574157,0.00116430586290843,TRUE,FALSE,FALSE
Creb3l2,LoH,kidney,32,131,-0.427755950544972,0.153,0.281,0.0910469214951025,0.219661848963283,,,,CREB3L2,0.109043372225875,0.405380258924797,FALSE,FALSE,FALSE
Insr,LoH,kidney,32,131,-0.503347670644254,0.061,0.094,0.0910793032286784,0.219661848963283,,,,INSR,0.169374111461339,0.175103061199346,FALSE,FALSE,FALSE
Cab39,LoH,kidney,32,131,-0.385005016899653,0.183,0.344,0.0938508900164065,0.219879228038438,,,,CAB39,0.0995298512419271,0.262092054253262,FALSE,FALSE,FALSE
Acaca,LoH,kidney,32,131,-2.36123293033944,0.015,0.062,0.120886533891855,0.275352660531449,,,,ACACA,0.07726357893715,0.585139303512386,FALSE,FALSE,FALSE
Creb3l4,LoH,kidney,32,131,-1.8047701028924,0.008,0.062,0.12466728015933,0.276289647920678,,,,CREB3L4,,,FALSE,FALSE,FALSE
