pathway,n_measured,n_pheno,n_intersect,pheno_frac,pheno_p,name,ora_p,ora_padj,ora_count,gsea_NES,gsea_p,gsea_padj,fry_dir,fry_p,fry_padj,fry_mixed_p,n_DE,n_DE_FDR,de_frac,coherence,mean_absLFC,degree,n_edges,n_coherent,n_coherent_FDR,n_coherent_pheno
hsa04724,99,17,0,0.171717171717172,1.10464693433003e-05,Glutamatergic synapse,,,,0.784009607742083,0.926732673267327,0.96252921429482,Up,0.593248085997739,0.776032631413259,0.00365283685034251,21,0,0.212121212121212,0.571428571428571,0.124998993796596,0,0,0,0,0
hsa04725,95,35,0,0.368421052631579,2.26319154061468e-21,Cholinergic synapse,,,,1.02548813591049,0.40952380952381,0.705235142810414,Up,0.195476096971317,0.584015005766157,0.00145850319265827,28,0,0.294736842105263,0.571428571428571,0.141132805591986,0,0,0,0,0
hsa04726,95,20,0,0.210526315789474,5.9477038027395e-08,Serotonergic synapse,,,,-1.01835282268684,0.410901467505241,0.705235142810414,Down,0.135854475646495,0.531093956323917,0.000873926522111398,24,1,0.252631578947368,0.541666666666667,0.149005737896334,0,0,0,0,0
hsa04727,78,10,0,0.128205128205128,0.00660513091702578,GABAergic synapse,,,,-1.1973383693429,0.164658634538153,0.488819182053658,Down,0.115517188195207,0.48166623777516,0.00643751284383333,18,0,0.230769230769231,0.666666666666667,0.121997481816565,0,0,0,0,0
hsa04728,117,34,0,0.290598290598291,4.26079604849076e-17,Dopaminergic synapse,,,,0.889226330063686,0.731808731808732,0.839325654491531,Down,0.98231037662297,0.990496296428162,0.000905616902189392,35,0,0.299145299145299,0.542857142857143,0.148630308267499,0,0,0,0,0
hsa04740,70,2,0,0.0285714285714286,0.882991168258447,Olfactory transduction,,,,-1.51681162366456,0.0134229460045312,0.11513630936514,Down,0.249746177691853,0.596590898170879,0.0355499512999788,13,0,0.185714285714286,0.769230769230769,0.0997835666698032,0,0,0,0,0
hsa04742,59,8,0,0.135593220338983,0.0104297053761597,Taste transduction,,,,-1.10512998795507,0.275247524752475,0.603700061910485,Down,0.274727681189939,0.609713113591552,0.0217652151934598,9,0,0.152542372881356,0.777777777777778,0.102707065187027,0,0,0,0,0
hsa04744,23,0,0,0,1,Phototransduction,,,,0.846663804368256,0.699588477366255,0.82563262759777,Up,0.443279031445682,0.676405648355752,0.0447980461194046,5,0,0.217391304347826,0.6,0.102675325266538,0,0,0,0,0
hsa04810,202,34,0,0.168316831683168,8.41817602030724e-10,Regulation of actin cytoskeleton,,,,0.984828471977452,0.512244897959184,0.726726726726727,Up,0.501621148370958,0.716625437174995,0.00161864388641882,62,1,0.306930693069307,0.516129032258065,0.157579441315793,0,0,0,0,0
hsa04814,152,5,0,0.0328947368421053,0.898900475461762,Motor proteins,,,,1.0819982134906,0.281437125748503,0.603700061910485,Up,0.272283538130914,0.609713113591552,0.00172996974737694,33,1,0.217105263157895,0.545454545454545,0.110808814037623,0,0,0,0,0
hsa04820,204,20,0,0.0980392156862745,0.00439663948990656,Cytoskeleton in muscle cells,,,,0.983665179632857,0.520576131687243,0.726726726726727,Up,0.435806564021152,0.676405648355752,0.00299494034916517,54,1,0.264705882352941,0.537037037037037,0.144300460686289,0,0,0,0,0
hsa04911,74,27,0,0.364864864864865,1.20341115868218e-16,Insulin secretion,,,,-0.993854087959839,0.471544715447155,0.717696988290638,Down,0.307758348840839,0.620562094850125,0.00117469715212849,18,0,0.243243243243243,0.555555555555556,0.128487979174978,0,0,0,0,0
hsa04912,82,35,0,0.426829268292683,6.31549091745344e-24,GnRH signaling pathway,,,,-0.839549021391452,0.789156626506024,0.876787031589956,Up,0.585612603115748,0.774416666415361,0.00113821720371712,22,0,0.268292682926829,0.590909090909091,0.13608242954015,0,0,0,0,0
hsa04915,117,45,0,0.384615384615385,4.22163719673962e-28,Estrogen signaling pathway,,,,0.958705430480171,0.540540540540541,0.726726726726727,Up,0.535149724443423,0.738411232592385,0.00157728729525093,34,0,0.290598290598291,0.529411764705882,0.143274877725759,0,0,0,0,0
hsa04916,86,23,0,0.267441860465116,3.64298231552364e-11,Melanogenesis,,,,-1.04100352558329,0.3582995951417,0.656342957130359,Down,0.183669494571194,0.574795614186465,0.00098592171506091,23,0,0.267441860465116,0.608695652173913,0.135963325839865,0,0,0,0,0
hsa04918,64,17,0,0.265625,1.49731739157083e-08,Thyroid hormone synthesis,,,,0.959050651351362,0.513671875,0.726726726726727,Down,0.763896816745932,0.884512103600553,0.000174071353399534,20,1,0.3125,0.55,0.163381736214555,0,0,0,0,0
hsa04924,64,16,0,0.25,1.00912821243284e-07,Renin secretion,,,,-0.966125919248766,0.518367346938776,0.726726726726727,Down,0.453605273966667,0.681816622980953,0.012875782217424,13,0,0.203125,0.692307692307692,0.115673794275742,0,0,0,0,0
hsa04925,86,25,0,0.290697674418605,6.46194515184384e-13,Aldosterone synthesis and secretion,,,,0.909233977958752,0.667322834645669,0.807402828068729,Up,0.650112197048317,0.818486893254717,0.000618371091378785,28,0,0.325581395348837,0.535714285714286,0.151470527845934,0,0,0,0,0
hsa04926,112,65,0,0.580357142857143,7.99488798095356e-55,Relaxin signaling pathway,,,,0.97003767039154,0.510245901639344,0.726726726726727,Up,0.566349822785226,0.754331099565968,0.000897961794171647,36,0,0.321428571428571,0.527777777777778,0.147428430201136,0,0,0,0,0
hsa04927,57,21,0,0.368421052631579,2.4719383404007e-13,Cortisol synthesis and secretion,,,,0.876833869749311,0.70281124497992,0.82563262759777,Up,0.342459098416751,0.637500783206568,0.00198132702075093,14,0,0.245614035087719,0.642857142857143,0.132842903170511,0,0,0,0,0
hsa04928,102,27,0,0.264705882352941,9.26931401604077e-13,"Parathyroid hormone synthesis, secretion and action",,,,1.00755423213662,0.451417004048583,0.717696988290638,Up,0.540112456436074,0.738411232592385,0.000391987203781692,23,1,0.225490196078431,0.652173913043478,0.13708984557566,0,0,0,0,0
hsa04929,58,25,0,0.431034482758621,1.4411322641886e-17,GnRH secretion,,,,1.1252255727542,0.232,0.556995178475764,Up,0.100099919961953,0.476792047391254,0.00127646179049878,18,0,0.310344827586207,0.666666666666667,0.159931931809468,0,0,0,0,0
hsa04940,31,5,0,0.161290322580645,0.0201017859502346,Type I diabetes mellitus,,,,0.7131096875255,0.88659793814433,0.932855221873599,Down,0.869063257100571,0.947655095253088,0.0709950901627149,7,0,0.225806451612903,0.571428571428571,0.124952455898998,0,0,0,0,0
hsa04950,21,13,0,0.619047619047619,2.26885571704556e-12,Maturity onset diabetes of the young,,,,0.955002732693674,0.529896907216495,0.726726726726727,Up,0.245606974342688,0.596590898170879,0.0181643249680233,5,0,0.238095238095238,0.8,0.131458545375545,0,0,0,0,0
hsa04961,48,10,0,0.208333333333333,0.000137510279499916,Endocrine and other factor-regulated calcium reabsorption,,,,-1.13228086840686,0.240776699029126,0.565708360825714,Down,0.0881324010331081,0.453788107447067,0.00452006685931983,10,0,0.208333333333333,0.6,0.130836522804142,0,0,0,0,0
hsa04962,41,12,0,0.292682926829268,6.39535182805549e-07,Vasopressin-regulated water reabsorption,,,,1.18695029652198,0.19758064516129,0.529638076807888,Up,0.0734141239251371,0.403777681588254,0.000600975549827632,9,0,0.219512195121951,0.777777777777778,0.118161639945385,0,0,0,0,0
hsa04964,20,2,0,0.1,0.276392184402234,Proximal tubule bicarbonate reclamation,,,,-1.13384928477541,0.297142857142857,0.604273709483794,Down,0.209335262849585,0.590423448593286,0.0628854237475055,5,0,0.25,0.8,0.177101683404554,0,0,0,0,0
hsa04966,22,2,0,0.0909090909090909,0.315282708534686,Collecting duct acid secretion,,,,1.36612645198228,0.0867768595041322,0.346253902185224,Up,0.0434826720179028,0.323540569500419,0.0168304960976953,6,0,0.272727272727273,0.833333333333333,0.153254078938502,0,0,0,0,0
hsa04970,77,15,0,0.194805194805195,7.42805959744387e-06,Salivary secretion,,,,-0.986193051993329,0.460446247464503,0.717696988290638,Down,0.503010442416147,0.716625437174995,0.00889062913140318,16,0,0.207792207792208,0.625,0.124456356381655,0,0,0,0,0
hsa04971,66,12,0,0.181818181818182,0.000121922666604858,Gastric acid secretion,,,,-1.08125451150649,0.292929292929293,0.604273709483794,Down,0.247884784800875,0.596590898170879,0.00186921321978972,18,0,0.272727272727273,0.611111111111111,0.127553145561187,0,0,0,0,0
hsa04972,84,15,0,0.178571428571429,2.22959634845185e-05,Pancreatic secretion,,,,-0.733764185879384,0.955645161290323,0.979941224712958,Down,0.442539916391325,0.676405648355752,0.00108582329948004,21,0,0.25,0.523809523809524,0.137542059881265,0,0,0,0,0
hsa04973,36,23,0,0.638888888888889,2.05024951742224e-21,Carbohydrate digestion and absorption,,,,-0.793901193945624,0.798828125,0.8787109375,Up,0.712047477273324,0.848844775862781,0.00138833840579695,11,0,0.305555555555556,0.545454545454545,0.141128135236573,0,0,0,0,0
hsa04974,75,12,0,0.16,0.000423401531166104,Protein digestion and absorption,,,,-1.13691042888275,0.217659137577002,0.537484809118719,Down,0.0839942932249276,0.441883020878967,0.00192899417587524,18,0,0.24,0.722222222222222,0.139169682766537,0,0,0,0,0
hsa04975,33,4,0,0.121212121212121,0.0882047738688116,Fat digestion and absorption,,,,1.96332701589661,0.000605571122791635,0.0295815758814048,Up,3.15479910369854e-05,0.00381730691547523,0.00114819983066123,10,0,0.303030303030303,1,0.190914821071684,0,0,0,0,0
hsa04976,65,11,0,0.169230769230769,0.000444850509332217,Bile secretion,,,,-0.899193590632638,0.674134419551935,0.807626383819645,Down,0.446026544108556,0.676405648355752,0.000685737975140243,20,1,0.307692307692308,0.5,0.201431153194057,0,0,0,0,0
hsa04977,19,0,0,0,1,Vitamin digestion and absorption,,,,-0.958406391779566,0.539622641509434,0.726726726726727,Up,0.788182414511263,0.900174501476807,0.0124595234639395,6,0,0.315789473684211,0.5,0.165755678683407,0,0,0,0,0
hsa04978,47,3,0,0.0638297872340426,0.440229743160142,Mineral absorption,,,,-0.996938110135072,0.450199203187251,0.717696988290638,Down,0.277208320283722,0.609713113591552,0.0091717245640524,11,0,0.234042553191489,0.545454545454545,0.128974449906534,0,0,0,0,0
hsa04979,43,7,0,0.162790697674419,0.00600789870883665,Cholesterol metabolism,,,,1.53569739852806,0.0158676230406028,0.116362568964421,Up,0.0998637420076233,0.476792047391254,0.00454329187506919,10,0,0.232558139534884,1,0.218278501403237,0,0,0,0,0
hsa04980,16,0,0,0,1,Cobalamin transport and metabolism,,,,-1.09096161406191,0.336520076481836,0.63623326959847,Down,0.212259669535603,0.590423448593286,0.00954287772911134,7,0,0.4375,0.714285714285714,0.178126148996307,0,0,0,0,0
hsa04981,25,1,0,0.04,0.734563060350753,Folate transport and metabolism,,,,0.907139906462177,0.610204081632653,0.769083929432989,Up,0.687468491368189,0.840678623790101,0.00569715652977778,6,1,0.24,0.5,0.179674970238212,0,0,0,0,0
