mouse,cell_type,tissue,n_ctl,n_stz,cell_log2FC,pct_STZ,pct_Control,cell_p,cell_BH,pb_logFC,pb_P,pb_FDR,human,human_logFC,human_P,human_DE,cell_concordant,pb_concordant
Ppp2r1a,Kupffer_cell,liver,68,134,-0.680300901068232,0.097,0.162,0.198000412803323,0.570603048021166,,,,PPP2R1A,0.348763030574157,0.00116430586290843,TRUE,FALSE,FALSE
Ppp2r5e,Kupffer_cell,liver,68,134,1.21664125222134,0.075,0.029,0.201389311066294,0.570603048021166,,,,PPP2R5E,-0.0251597625886988,0.835509017894403,FALSE,FALSE,FALSE
Ppp2ca,Kupffer_cell,liver,68,134,0.0534809702895004,0.261,0.162,0.215691792261309,0.578962179227724,,,,PPP2CA,,,FALSE,FALSE,FALSE
Ppp2r5a,Kupffer_cell,liver,68,134,-0.903606371752803,0.097,0.147,0.266703406390406,0.626855441278101,,,,PPP2R5A,-0.262441936043039,0.00882731769154429,TRUE,FALSE,FALSE
Prkab1,Kupffer_cell,liver,68,134,1.40543714981378,0.06,0.029,0.269440482222338,0.626855441278101,,,,PRKAB1,0.0903291141903828,0.333050873638677,FALSE,FALSE,FALSE
Creb1,Kupffer_cell,liver,68,134,0.910057048030665,0.119,0.074,0.270408229570945,0.626855441278101,,,,CREB1,-0.0788628754166012,0.27343317375151,FALSE,FALSE,FALSE
Rab11b,Kupffer_cell,liver,68,134,0.200518732284097,0.246,0.176,0.291726509476369,0.629986058707747,,,,RAB11B,-0.128979335643103,0.0848864845380073,FALSE,FALSE,FALSE
Rab10,Kupffer_cell,liver,68,134,0.47119476334418,0.254,0.191,0.296464027627175,0.629986058707747,,,,RAB10,,,FALSE,FALSE,FALSE
Ppp2cb,Kupffer_cell,liver,68,134,1.17576035608375,0.06,0.029,0.347986000440793,0.672746490861735,,,,PPP2CB,-0.154344495591139,0.139208474399713,FALSE,FALSE,FALSE
Pfkp,Kupffer_cell,liver,68,134,0.955843260066132,0.052,0.029,0.351477754435617,0.672746490861735,,,,PFKP,0.201971206322531,0.00645525341532389,TRUE,FALSE,FALSE
Cpt1a,Kupffer_cell,liver,68,134,0.635980557173226,0.149,0.103,0.371525320258312,0.672746490861735,,,,CPT1A,0.227443438987381,0.0910342838314238,FALSE,FALSE,FALSE
Akt1,Kupffer_cell,liver,68,134,0.727127232311953,0.172,0.132,0.451200941302115,0.672746490861735,,,,AKT1,0.387089573539082,0.00343401055010987,TRUE,FALSE,FALSE
Akt1s1,Kupffer_cell,liver,68,134,-0.409159827253309,0.06,0.088,0.45375863269641,0.672746490861735,,,,AKT1S1,,,FALSE,FALSE,FALSE
Ppp2r2a,Kupffer_cell,liver,68,134,0.510736225883157,0.09,0.059,0.454548350600984,0.672746490861735,,,,PPP2R2A,-0.108782601530249,0.158420652705628,FALSE,FALSE,FALSE
Pik3cd,Kupffer_cell,liver,68,134,-0.290787331066282,0.097,0.132,0.45677455578155,0.672746490861735,,,,PIK3CD,0.187312414207718,0.0479971366369964,TRUE,FALSE,FALSE
Mlycd,Kupffer_cell,liver,68,134,-1.7386204204182,0.037,0.059,0.46086881621369,0.672746490861735,,,,MLYCD,0.272131424826275,0.0291126278511173,TRUE,FALSE,FALSE
Ulk1,Kupffer_cell,liver,68,134,0.68210366471414,0.052,0.029,0.46086881621369,0.672746490861735,,,,ULK1,0.471039299127842,6.64395450049281e-05,TRUE,FALSE,FALSE
Tbc1d1,Kupffer_cell,liver,68,134,-0.401495402944171,0.142,0.118,0.462355995975924,0.672746490861735,,,,TBC1D1,0.0427897471858399,0.548382850593194,FALSE,FALSE,FALSE
Akt3,Kupffer_cell,liver,68,134,0.0809005075665477,0.052,0.029,0.478375508662624,0.672746490861735,,,,AKT3,-0.238769261788149,0.072397760239147,FALSE,FALSE,FALSE
Cab39,Kupffer_cell,liver,68,134,-0.499215481819837,0.112,0.147,0.498852846459916,0.672746490861735,,,,CAB39,0.0995298512419271,0.262092054253262,FALSE,FALSE,FALSE
Adipor2,Kupffer_cell,liver,68,134,-0.274641535926339,0.075,0.103,0.500011292957238,0.672746490861735,,,,ADIPOR2,0.0715962771728451,0.531210570140672,FALSE,FALSE,FALSE
Elavl1,Kupffer_cell,liver,68,134,-0.571411580533961,0.075,0.059,0.501768464306065,0.672746490861735,,,,ELAVL1,0.00629859637126631,0.929732702059394,FALSE,FALSE,FALSE
Camkk2,Kupffer_cell,liver,68,134,0.325452523229496,0.037,0.059,0.514453198894268,0.672746490861735,,,,CAMKK2,0.506110584900416,0.00844909260690126,TRUE,FALSE,FALSE
Pik3ca,Kupffer_cell,liver,68,134,-0.404013862763583,0.075,0.059,0.57718222844845,0.735907341271774,,,,PIK3CA,-0.194162266153804,0.025007761246042,TRUE,FALSE,FALSE
Igf1,Kupffer_cell,liver,68,134,0.0117495212282819,0.604,0.515,0.611635426034171,0.760814798237627,,,,IGF1,-0.750196331507432,0.0163841211440685,TRUE,FALSE,FALSE
Creb3l2,Kupffer_cell,liver,68,134,0.338435284945506,0.045,0.059,0.666985895313825,0.809911444309645,,,,CREB3L2,0.109043372225875,0.405380258924797,FALSE,FALSE,FALSE
Adipor1,Kupffer_cell,liver,68,134,-0.332771768314677,0.336,0.294,0.748300260559969,0.887518913687405,,,,ADIPOR1,0.0985079852008817,0.299828895869015,FALSE,FALSE,FALSE
Cd36,Kupffer_cell,liver,68,134,-1.00185610707189,0.172,0.147,0.807747335709486,0.920313714390577,,,,CD36,0.228255319331112,0.102088419969093,FALSE,FALSE,FALSE
Srebf1,Kupffer_cell,liver,68,134,-0.401946785914679,0.052,0.059,0.828220725545495,0.920313714390577,,,,SREBF1,0.435480157850608,0.0261960327030443,TRUE,FALSE,FALSE
Map3k7,Kupffer_cell,liver,68,134,-0.757292679144622,0.082,0.088,0.830356753399335,0.920313714390577,,,,MAP3K7,-0.0337117987684358,0.660626089455411,FALSE,FALSE,FALSE
Rab8a,Kupffer_cell,liver,68,134,0.272971575279659,0.172,0.162,0.848132246595238,0.920313714390577,,,,RAB8A,,,FALSE,FALSE,FALSE
Eif4ebp1,Kupffer_cell,liver,68,134,-0.610142261995397,0.201,0.191,0.962047108889374,0.998081717572411,,,,EIF4EBP1,0.0754219943218205,0.37388212514371,FALSE,FALSE,FALSE
Creb3,Kupffer_cell,liver,68,134,0.251266273443163,0.06,0.059,0.98263966672935,0.998081717572411,,,,CREB3,0.303800603180914,0.00138677189848469,TRUE,FALSE,FALSE
Ccnd1,Kupffer_cell,liver,68,134,-0.0641717087160494,0.216,0.221,0.994371559188877,0.998081717572411,,,,CCND1,0.8031084765255,0.00074921048132828,TRUE,FALSE,FALSE
Stk11,Kupffer_cell,liver,68,134,-0.359961161903863,0.104,0.103,0.998081717572411,0.998081717572411,,,,STK11,0.354251480632152,0.0153103974501462,TRUE,FALSE,FALSE
Ccnd1,LSEC,liver,311,434,0.744755665052329,0.332,0.219,0.000536377072264355,0.0321826243358613,1.09862658347374,0.0192654695536051,0.952306013506707,CCND1,0.8031084765255,0.00074921048132828,TRUE,TRUE,TRUE
Srebf1,LSEC,liver,311,434,1.33847327526888,0.069,0.029,0.015544399399996,0.346682722826584,,,,SREBF1,0.435480157850608,0.0261960327030443,TRUE,FALSE,FALSE
Akt1s1,LSEC,liver,311,434,-0.774895001990331,0.044,0.087,0.0173341361413292,0.346682722826584,,,,AKT1S1,,,FALSE,FALSE,FALSE
Pfkfb3,LSEC,liver,311,434,-0.562569076354875,0.065,0.109,0.0306997563168122,0.437718803329667,-0.817470674656628,0.0494480164509521,0.952306013506707,PFKFB3,-0.655569796012921,0.000127446028528339,TRUE,FALSE,TRUE
Crtc2,LSEC,liver,311,434,0.55274191277073,0.09,0.048,0.0364765669441389,0.437718803329667,,,,CRTC2,,,FALSE,FALSE,FALSE
Prkag1,LSEC,liver,311,434,1.18628529727881,0.065,0.029,0.0454228801681609,0.454228801681609,,,,PRKAG1,-0.0911617220470691,0.322923558463888,FALSE,FALSE,FALSE
Ulk1,LSEC,liver,311,434,-0.656067840252686,0.058,0.093,0.0700998983889769,0.537339469649707,,,,ULK1,0.471039299127842,6.64395450049281e-05,TRUE,FALSE,FALSE
Prkab1,LSEC,liver,311,434,0.858559714777948,0.074,0.042,0.0716452626199609,0.537339469649707,,,,PRKAB1,0.0903291141903828,0.333050873638677,FALSE,FALSE,FALSE
Rab2a,LSEC,liver,311,434,0.183731486922727,0.323,0.27,0.121912965568055,0.599619978082447,0.0300597730408286,0.909912933110794,0.996165002953132,RAB2A,0.120861387341921,0.355798580095796,FALSE,FALSE,FALSE
Rps6kb2,LSEC,liver,311,434,-0.555928428533819,0.053,0.08,0.137995105931764,0.599619978082447,,,,RPS6KB2,0.257949387042562,0.0194903632172992,TRUE,FALSE,FALSE
Adipor1,LSEC,liver,311,434,-0.514607245150307,0.318,0.354,0.141508710120085,0.599619978082447,-0.347793874994684,0.187983496928352,0.981613027543058,ADIPOR1,0.0985079852008817,0.299828895869015,FALSE,FALSE,FALSE
Elavl1,LSEC,liver,311,434,0.601005519057927,0.108,0.074,0.144942475624418,0.599619978082447,,,,ELAVL1,0.00629859637126631,0.929732702059394,FALSE,FALSE,FALSE
Creb3,LSEC,liver,311,434,0.589471727385326,0.09,0.061,0.146415148984143,0.599619978082447,,,,CREB3,0.303800603180914,0.00138677189848469,TRUE,FALSE,FALSE
Rab8a,LSEC,liver,311,434,0.254154144975473,0.104,0.061,0.159606966907268,0.599619978082447,0.608739435607958,0.249920892129313,0.981613027543058,RAB8A,,,FALSE,FALSE,FALSE
Creb1,LSEC,liver,311,434,0.543299963674758,0.164,0.129,0.167780804205431,0.599619978082447,0.314460930039185,0.356764644791957,0.9892596859711,CREB1,-0.0788628754166012,0.27343317375151,FALSE,FALSE,FALSE
Cd36,LSEC,liver,311,434,0.00687629438275028,0.274,0.228,0.168217878066286,0.599619978082447,0.129032972924689,0.690457722495916,0.996165002953132,CD36,0.228255319331112,0.102088419969093,FALSE,FALSE,FALSE
Sirt1,LSEC,liver,311,434,-0.0255113042340789,0.078,0.051,0.16989232712336,0.599619978082447,,,,SIRT1,-0.389065828328134,0.0044363570263749,TRUE,FALSE,FALSE
Camkk2,LSEC,liver,311,434,0.349849504117677,0.104,0.077,0.217240785253966,0.611239260934198,0.0678726855722499,0.853048595770664,0.996165002953132,CAMKK2,0.506110584900416,0.00844909260690126,TRUE,FALSE,FALSE
Eef2,LSEC,liver,311,434,-0.153204861295659,0.452,0.502,0.219643143155873,0.611239260934198,-0.226765619833529,0.350431282912666,0.988914224980869,EEF2,0.448462726762021,0.00104406663485494,TRUE,FALSE,FALSE
Rab11b,LSEC,liver,311,434,0.304880407621886,0.164,0.129,0.229237477321928,0.611239260934198,0.484758796106293,0.253844156409318,0.981613027543058,RAB11B,-0.128979335643103,0.0848864845380073,FALSE,FALSE,FALSE
Rps6kb1,LSEC,liver,311,434,0.292396104658076,0.159,0.125,0.231752788741567,0.611239260934198,0.0192549430554907,0.949833970875068,0.996165002953132,RPS6KB1,-0.0150524871094566,0.834304342285709,FALSE,FALSE,FALSE
Tsc2,LSEC,liver,311,434,-0.170280170846437,0.044,0.064,0.235615280945653,0.611239260934198,,,,TSC2,0.360866737018733,0.0271776682330935,TRUE,FALSE,FALSE
Pfkl,LSEC,liver,311,434,0.674036364417127,0.097,0.074,0.238430430844642,0.611239260934198,0.280032941413078,0.502172188868594,0.995636266879722,PFKL,0.412788409607824,0.00375888054431156,TRUE,FALSE,FALSE
Pik3ca,LSEC,liver,311,434,0.15472559683857,0.111,0.084,0.249437719468425,0.611239260934198,0.122047605487451,0.74957063891626,0.996165002953132,PIK3CA,-0.194162266153804,0.025007761246042,TRUE,FALSE,FALSE
Ppp2r2a,LSEC,liver,311,434,-0.497091225897278,0.115,0.141,0.259166523985889,0.611239260934198,-0.179834620888534,0.581182869958917,0.996165002953132,PPP2R2A,-0.108782601530249,0.158420652705628,FALSE,FALSE,FALSE
Rab10,LSEC,liver,311,434,-0.442592744059935,0.194,0.225,0.268654406917904,0.611239260934198,-0.283104218431187,0.311326605559382,0.988914224980869,RAB10,,,FALSE,FALSE,FALSE
Akt3,LSEC,liver,311,434,0.83141528094211,0.088,0.068,0.275057667420389,0.611239260934198,0.257545739592417,0.608263089669088,0.996165002953132,AKT3,-0.238769261788149,0.072397760239147,FALSE,FALSE,FALSE
Ppp2r5c,LSEC,liver,311,434,0.220235323297976,0.237,0.209,0.294493410149452,0.631057307463112,0.227763344329711,0.439762518774585,0.995636266879722,PPP2R5C,-0.214695257186268,0.0541914902763123,FALSE,FALSE,FALSE
Hmgcr,LSEC,liver,311,434,0.00199836721911151,0.041,0.055,0.308993126787074,0.639296124387049,,,,HMGCR,0.322114208989851,0.265480328108024,FALSE,FALSE,FALSE
Tsc1,LSEC,liver,311,434,0.0843353736393898,0.097,0.077,0.379952374570327,0.759904749140654,,,,TSC1,-0.202386421851348,0.034493511696181,TRUE,FALSE,FALSE
Ppp2r1a,LSEC,liver,311,434,0.292259791597231,0.145,0.125,0.43628512209116,0.844422816950631,-0.00337892651503123,0.993481740528788,0.998748150040219,PPP2R1A,0.348763030574157,0.00116430586290843,TRUE,FALSE,FALSE
Prkaa1,LSEC,liver,311,434,0.715866913099184,0.06,0.048,0.454348798819769,0.851903997787066,,,,PRKAA1,-0.0832174939496949,0.203035696208847,FALSE,FALSE,FALSE
Insr,LSEC,liver,311,434,-0.0542909949955646,0.276,0.241,0.483382677980108,0.869021602110611,0.0990028334917329,0.739651256594609,0.996165002953132,INSR,0.169374111461339,0.175103061199346,FALSE,FALSE,FALSE
Stk11,LSEC,liver,311,434,-0.230244766832202,0.113,0.129,0.492445574529346,0.869021602110611,-0.267245484339303,0.39185076618715,0.995636266879722,STK11,0.354251480632152,0.0153103974501462,TRUE,FALSE,FALSE
Ppp2r2d,LSEC,liver,311,434,0.0708739279949404,0.094,0.109,0.535579838410799,0.918136865847084,,,,PPP2R2D,0.119151396427903,0.165293952164548,FALSE,FALSE,FALSE
Cab39l,LSEC,liver,311,434,-0.246459700697629,0.06,0.071,0.553456019762941,0.922426699604902,,,,CAB39L,0.0137396623132676,0.857025750656643,FALSE,FALSE,FALSE
Creb3l2,LSEC,liver,311,434,0.193433449073467,0.175,0.161,0.591727729647079,0.941611918020666,0.0226804809445074,0.93334002239155,0.996165002953132,CREB3L2,0.109043372225875,0.405380258924797,FALSE,FALSE,FALSE
Foxo1,LSEC,liver,311,434,0.0371639738740946,0.15,0.167,0.602636717636404,0.941611918020666,-0.0958446431063415,0.752421938091959,0.996165002953132,FOXO1,-0.105403033427432,0.24841547187657,FALSE,FALSE,FALSE
Igf1r,LSEC,liver,311,434,0.298103433293023,0.113,0.103,0.617813712681641,0.941611918020666,-0.0404327223333286,0.91672105442465,0.996165002953132,IGF1R,-0.148765271716842,0.133449327413096,FALSE,FALSE,FALSE
Lipe,LSEC,liver,311,434,-0.060795268260323,0.044,0.051,0.641491000954563,0.941611918020666,,,,LIPE,0.0340270585471342,0.616554915631368,FALSE,FALSE,FALSE
Akt1,LSEC,liver,311,434,-0.00463081440038753,0.147,0.161,0.656507712286371,0.941611918020666,-0.119119944508206,0.675419037249282,0.996165002953132,AKT1,0.387089573539082,0.00343401055010987,TRUE,FALSE,FALSE
Pik3r1,LSEC,liver,311,434,0.205002593131673,0.161,0.151,0.661706903697076,0.941611918020666,-0.17580784109442,0.574914760270284,0.996165002953132,PIK3R1,-0.146984642979826,0.44195620227449,FALSE,FALSE,FALSE
Cpt1a,LSEC,liver,311,434,-0.0121696029624039,0.083,0.077,0.752248522375657,0.941611918020666,0.0223275473556921,0.963015203099042,0.996165002953132,CPT1A,0.227443438987381,0.0910342838314238,FALSE,FALSE,FALSE
Ppp2r5a,LSEC,liver,311,434,0.12974525519721,0.256,0.273,0.7614707707641,0.941611918020666,-0.0361825460813916,0.876819698757996,0.996165002953132,PPP2R5A,-0.262441936043039,0.00882731769154429,TRUE,FALSE,FALSE
Rptor,LSEC,liver,311,434,-0.0217426110226258,0.09,0.084,0.766517026549104,0.941611918020666,-0.0494696708494868,0.91875557368934,0.996165002953132,RPTOR,,,FALSE,FALSE,FALSE
Adipor2,LSEC,liver,311,434,0.17133476451335,0.106,0.1,0.767477612045686,0.941611918020666,0.158427260164873,0.685789218905377,0.996165002953132,ADIPOR2,0.0715962771728451,0.531210570140672,FALSE,FALSE,FALSE
Ppp2r3a,LSEC,liver,311,434,-0.275997498108368,0.06,0.064,0.78288203913907,0.941611918020666,,,,PPP2R3A,-0.0812689650985154,0.428087382487469,FALSE,FALSE,FALSE
Map3k7,LSEC,liver,311,434,-0.180988074632971,0.12,0.125,0.788722521361954,0.941611918020666,-0.1489805816753,0.658731990663901,0.996165002953132,MAP3K7,-0.0337117987684358,0.660626089455411,FALSE,FALSE,FALSE
Eif4ebp1,LSEC,liver,311,434,-0.0643376208396078,0.09,0.087,0.800904474189317,0.941611918020666,,,,EIF4EBP1,0.0754219943218205,0.37388212514371,FALSE,FALSE,FALSE
Foxo3,LSEC,liver,311,434,-0.0980206210589065,0.051,0.055,0.814719962546891,0.941611918020666,,,,FOXO3,-0.258505148092882,0.0236771002828433,TRUE,FALSE,FALSE
Ppp2r5e,LSEC,liver,311,434,0.0768174812632761,0.182,0.177,0.842458612707582,0.941611918020666,-0.0144881658761057,0.959573959871911,0.996165002953132,PPP2R5E,-0.0251597625886988,0.835509017894403,FALSE,FALSE,FALSE
Lepr,LSEC,liver,311,434,0.163013352330766,0.058,0.055,0.861842984698966,0.941611918020666,,,,LEPR,,,FALSE,FALSE,FALSE
Rheb,LSEC,liver,311,434,-0.183977096843297,0.166,0.174,0.868172404447358,0.941611918020666,-0.155895238848687,0.641353217958386,0.996165002953132,RHEB,0.000762141165105317,0.994533538297037,FALSE,FALSE,FALSE
Rab14,LSEC,liver,311,434,-0.0620724552986023,0.406,0.399,0.871541817704455,0.941611918020666,0.0826163626774518,0.731130394853959,0.996165002953132,RAB14,-0.0725879174061108,0.493282542838044,FALSE,FALSE,FALSE
Cab39,LSEC,liver,311,434,0.0476708171870851,0.131,0.125,0.874606880899608,0.941611918020666,0.0123611864298334,0.969705170576332,0.996165002953132,CAB39,0.0995298512419271,0.262092054253262,FALSE,FALSE,FALSE
Tbc1d1,LSEC,liver,311,434,-0.0606195074750895,0.065,0.074,0.878837790152622,0.941611918020666,,,,TBC1D1,0.0427897471858399,0.548382850593194,FALSE,FALSE,FALSE
Pck2,LSEC,liver,311,434,-0.169993823797475,0.069,0.068,0.923108625914553,0.971693290436372,,,,PCK2,0.0144772473306067,0.912081693834765,FALSE,FALSE,FALSE
Ppp2ca,LSEC,liver,311,434,0.103450561268221,0.182,0.18,0.954222488872138,0.973842835297574,-0.0175761176218238,0.953148788108932,0.996165002953132,PPP2CA,,,FALSE,FALSE,FALSE
Ppp2cb,LSEC,liver,311,434,-0.146618903118297,0.055,0.045,0.965161975590207,0.973842835297574,,,,PPP2CB,-0.154344495591139,0.139208474399713,FALSE,FALSE,FALSE
Pdpk1,LSEC,liver,311,434,-0.189408129577125,0.12,0.119,0.973842835297574,0.973842835297574,0.0486574809471919,0.908165087208957,0.996165002953132,PDPK1,0.153466221786299,0.018028233353959,TRUE,FALSE,FALSE
Pparg,Macrophage_other,liver,39,175,-2.92618984545349,0.034,0.154,0.0053743927042142,0.360084311182351,,,,PPARG,0.14873252430513,0.210592958883288,FALSE,FALSE,FALSE
Creb3,Macrophage_other,liver,39,175,-1.47307985887808,0.091,0.205,0.0308934923947009,0.74517239507845,,,,CREB3,0.303800603180914,0.00138677189848469,TRUE,FALSE,FALSE
Pdpk1,Macrophage_other,liver,39,175,2.14048543222206,0.143,0.026,0.0333659281378411,0.74517239507845,,,,PDPK1,0.153466221786299,0.018028233353959,TRUE,FALSE,FALSE
Ppp2r1a,Macrophage_other,liver,39,175,-1.65502242068541,0.12,0.231,0.0550219982056404,0.77741764435303,,,,PPP2R1A,0.348763030574157,0.00116430586290843,TRUE,FALSE,FALSE
Rab11b,Macrophage_other,liver,39,175,-0.482895912409905,0.263,0.385,0.07397548254292,0.77741764435303,,,,RAB11B,-0.128979335643103,0.0848864845380073,FALSE,FALSE,FALSE
Ppp2r5c,Macrophage_other,liver,39,175,0.763758093465993,0.28,0.128,0.0762371019491203,0.77741764435303,,,,PPP2R5C,-0.214695257186268,0.0541914902763123,FALSE,FALSE,FALSE
Lipe,Macrophage_other,liver,39,175,-1.11085949978695,0.069,0.154,0.0812227389622569,0.77741764435303,,,,LIPE,0.0340270585471342,0.616554915631368,FALSE,FALSE,FALSE
Ppp2r5e,Macrophage_other,liver,39,175,-1.33932065857084,0.057,0.128,0.110505224902666,0.811325934151757,,,,PPP2R5E,-0.0251597625886988,0.835509017894403,FALSE,FALSE,FALSE
Pfkfb3,Macrophage_other,liver,39,175,1.67559324444104,0.194,0.103,0.147365405848272,0.811325934151757,,,,PFKFB3,-0.655569796012921,0.000127446028528339,TRUE,FALSE,FALSE
Eef2,Macrophage_other,liver,39,175,0.320909089540455,0.749,0.744,0.147467945498695,0.811325934151757,,,,EEF2,0.448462726762021,0.00104406663485494,TRUE,FALSE,FALSE
Stk11,Macrophage_other,liver,39,175,-0.769347019876988,0.137,0.205,0.151751407120304,0.811325934151757,,,,STK11,0.354251480632152,0.0153103974501462,TRUE,FALSE,FALSE
Mtor,Macrophage_other,liver,39,175,-0.602644353809569,0.029,0.077,0.156097525132126,0.811325934151757,,,,MTOR,0.0609980192311536,0.346097047602718,FALSE,FALSE,FALSE
Ppp2r3c,Macrophage_other,liver,39,175,-0.214344099024483,0.063,0.128,0.175561546109891,0.811325934151757,,,,PPP2R3C,-0.151989920023,0.276422292168939,FALSE,FALSE,FALSE
Insr,Macrophage_other,liver,39,175,1.07736975769234,0.091,0.026,0.181695452041247,0.811325934151757,,,,INSR,0.169374111461339,0.175103061199346,FALSE,FALSE,FALSE
Pfkfb4,Macrophage_other,liver,39,175,-0.91312488941255,0.097,0.179,0.204406742096269,0.811325934151757,,,,PFKFB4,0.131856641195354,0.00500148112903384,TRUE,FALSE,FALSE
Hmgcr,Macrophage_other,liver,39,175,2.38909063967786,0.08,0.026,0.214769009371492,0.811325934151757,,,,HMGCR,0.322114208989851,0.265480328108024,FALSE,FALSE,FALSE
Akt1,Macrophage_other,liver,39,175,0.547735133117381,0.223,0.128,0.216794133939226,0.811325934151757,,,,AKT1,0.387089573539082,0.00343401055010987,TRUE,FALSE,FALSE
Ccnd1,Macrophage_other,liver,39,175,-0.239625685473544,0.326,0.436,0.240872037341966,0.811325934151757,,,,CCND1,0.8031084765255,0.00074921048132828,TRUE,FALSE,FALSE
Irs2,Macrophage_other,liver,39,175,2.63089454694259,0.189,0.051,0.249252111414753,0.811325934151757,,,,IRS2,-0.584420274513232,0.00290962468594569,TRUE,FALSE,FALSE
Srebf1,Macrophage_other,liver,39,175,-0.637952071055767,0.069,0.128,0.271744298284844,0.811325934151757,,,,SREBF1,0.435480157850608,0.0261960327030443,TRUE,FALSE,FALSE
Ppp2cb,Macrophage_other,liver,39,175,1.86025793494463,0.103,0.051,0.280663480430445,0.811325934151757,,,,PPP2CB,-0.154344495591139,0.139208474399713,FALSE,FALSE,FALSE
Creb1,Macrophage_other,liver,39,175,0.887223698105564,0.223,0.154,0.295506352404528,0.811325934151757,,,,CREB1,-0.0788628754166012,0.27343317375151,FALSE,FALSE,FALSE
Rab10,Macrophage_other,liver,39,175,-0.634175737984632,0.269,0.333,0.315512963755355,0.811325934151757,,,,RAB10,,,FALSE,FALSE,FALSE
Rheb,Macrophage_other,liver,39,175,0.053603137067458,0.24,0.308,0.320563313422199,0.811325934151757,,,,RHEB,0.000762141165105317,0.994533538297037,FALSE,FALSE,FALSE
Eif4ebp1,Macrophage_other,liver,39,175,0.939329466142441,0.257,0.179,0.323092193991148,0.811325934151757,,,,EIF4EBP1,0.0754219943218205,0.37388212514371,FALSE,FALSE,FALSE
Crtc2,Macrophage_other,liver,39,175,-2.38468374270292,0.051,0.077,0.323414006334126,0.811325934151757,,,,CRTC2,,,FALSE,FALSE,FALSE
Akt1s1,Macrophage_other,liver,39,175,0.231241903632251,0.023,0.051,0.344654132904247,0.811325934151757,,,,AKT1S1,,,FALSE,FALSE,FALSE
Eef2k,Macrophage_other,liver,39,175,0.614246151912548,0.04,0.077,0.348058254359333,0.811325934151757,,,,EEF2K,,,FALSE,FALSE,FALSE
Rps6kb1,Macrophage_other,liver,39,175,0.296628490133903,0.114,0.077,0.351170926722402,0.811325934151757,,,,RPS6KB1,-0.0150524871094566,0.834304342285709,FALSE,FALSE,FALSE
Pik3cb,Macrophage_other,liver,39,175,0.541079356373901,0.063,0.026,0.373801997067247,0.834824460116851,,,,PIK3CB,-0.0993069744440654,0.160710406845698,FALSE,FALSE,FALSE
Pik3r1,Macrophage_other,liver,39,175,0.274931780956116,0.28,0.205,0.411777690205625,0.843378071297258,,,,PIK3R1,-0.146984642979826,0.44195620227449,FALSE,FALSE,FALSE
Tbc1d1,Macrophage_other,liver,39,175,0.406967580992669,0.137,0.103,0.424348350137971,0.843378071297258,,,,TBC1D1,0.0427897471858399,0.548382850593194,FALSE,FALSE,FALSE
Rab2a,Macrophage_other,liver,39,175,-0.0741125900439202,0.366,0.41,0.438149026976684,0.843378071297258,,,,RAB2A,0.120861387341921,0.355798580095796,FALSE,FALSE,FALSE
Pik3cd,Macrophage_other,liver,39,175,-1.20654469801391,0.143,0.205,0.447557950743892,0.843378071297258,,,,PIK3CD,0.187312414207718,0.0479971366369964,TRUE,FALSE,FALSE
Rps6kb2,Macrophage_other,liver,39,175,-1.84608406326498,0.029,0.051,0.452235313246795,0.843378071297258,,,,RPS6KB2,0.257949387042562,0.0194903632172992,TRUE,FALSE,FALSE
Mlycd,Macrophage_other,liver,39,175,-0.521575454310731,0.069,0.103,0.468877265311896,0.843378071297258,,,,MLYCD,0.272131424826275,0.0291126278511173,TRUE,FALSE,FALSE
Ppp2r5d,Macrophage_other,liver,39,175,1.03465302639384,0.051,0.026,0.476717828283887,0.843378071297258,,,,PPP2R5D,0.0418634535766595,0.545552937261772,FALSE,FALSE,FALSE
Prkab1,Macrophage_other,liver,39,175,-2.03003672140063,0.051,0.077,0.482122729268695,0.843378071297258,,,,PRKAB1,0.0903291141903828,0.333050873638677,FALSE,FALSE,FALSE
Pfkl,Macrophage_other,liver,39,175,-0.0845796467404335,0.143,0.179,0.518702707394538,0.843378071297258,,,,PFKL,0.412788409607824,0.00375888054431156,TRUE,FALSE,FALSE
Akt2,Macrophage_other,liver,39,175,-0.732653151809027,0.086,0.051,0.52592735859465,0.843378071297258,,,,AKT2,0.272775905162288,0.0322680307039496,TRUE,FALSE,FALSE
Ppp2r2a,Macrophage_other,liver,39,175,0.585884745744904,0.166,0.128,0.526782044777913,0.843378071297258,,,,PPP2R2A,-0.108782601530249,0.158420652705628,FALSE,FALSE,FALSE
Ppp2r2d,Macrophage_other,liver,39,175,-0.292176158598376,0.114,0.154,0.555238060821424,0.843378071297258,,,,PPP2R2D,0.119151396427903,0.165293952164548,FALSE,FALSE,FALSE
Adipor2,Macrophage_other,liver,39,175,0.649115572211601,0.137,0.077,0.559791068533253,0.843378071297258,,,,ADIPOR2,0.0715962771728451,0.531210570140672,FALSE,FALSE,FALSE
Igf1,Macrophage_other,liver,39,175,1.03144442417741,0.28,0.256,0.563639635038639,0.843378071297258,,,,IGF1,-0.750196331507432,0.0163841211440685,TRUE,FALSE,FALSE
Pik3ca,Macrophage_other,liver,39,175,-0.713752415130467,0.074,0.103,0.566447958333979,0.843378071297258,,,,PIK3CA,-0.194162266153804,0.025007761246042,TRUE,FALSE,FALSE
