tissue,cell_type,axis,gene1,gene2,n_mice,pseudobulk_r,pseudobulk_p,cells_coexpressing,pct_coexpressing,cell_rho,cell_p,both_concordant
liver,NK_cell,AMPK,Foxo1,Srebf1,7,0.0728600941402177,0.876636913918821,7,1.17,,,FALSE
liver,NK_cell,AMPK,Foxo1,Fasn,7,-0.0680921169563476,0.884671029838501,7,1.17,,,FALSE
liver,NK_cell,AMPK,Prkaa2,Camkk2,7,0.0623985945516402,0.894274961277549,0,0,,,FALSE
liver,NK_cell,AMPK,Camkk2,Igf1,7,0.0623985945516402,0.894274961277549,0,0,,,FALSE
liver,NK_cell,AMPK,Camkk2,Irs2,7,-0.0274916119773445,0.953346424763529,3,0.5,,,FALSE
liver,NK_cell,AMPK,Prkaa1,Irs2,7,0.00444890113800218,0.992447385597885,1,0.17,,,FALSE
liver,NK_cell,AMPK,Prkaa1,Fbp1,7,,,0,0,,,FALSE
liver,NK_cell,AMPK,Prkaa1,Ccnd1,7,,,0,0,,,FALSE
liver,NK_cell,AMPK,Prkaa2,Fbp1,7,,,0,0,,,FALSE
liver,NK_cell,AMPK,Prkaa2,Ccnd1,7,,,0,0,,,FALSE
liver,NK_cell,AMPK,Stk11,Fbp1,7,,,0,0,,,FALSE
liver,NK_cell,AMPK,Stk11,Ccnd1,7,,,0,0,,,FALSE
liver,NK_cell,AMPK,Camkk2,Fbp1,7,,,0,0,,,FALSE
liver,NK_cell,AMPK,Camkk2,Ccnd1,7,,,0,0,,,FALSE
liver,NK_cell,AMPK,Sirt1,Fbp1,7,,,0,0,,,FALSE
liver,NK_cell,AMPK,Sirt1,Ccnd1,7,,,0,0,,,FALSE
liver,NK_cell,AMPK,Ppargc1a,Fbp1,7,,,0,0,,,FALSE
liver,NK_cell,AMPK,Ppargc1a,Ccnd1,7,,,0,0,,,FALSE
liver,NK_cell,AMPK,Foxo1,Fbp1,7,,,0,0,,,FALSE
liver,NK_cell,AMPK,Foxo1,Ccnd1,7,,,0,0,,,FALSE
liver,NK_cell,AMPK,Irs2,Fbp1,7,,,0,0,,,FALSE
liver,NK_cell,AMPK,Irs2,Ccnd1,7,,,0,0,,,FALSE
liver,NK_cell,AMPK,Igf1,Fbp1,7,,,0,0,,,FALSE
liver,NK_cell,AMPK,Igf1,Ccnd1,7,,,0,0,,,FALSE
liver,NK_cell,AMPK,Fbp1,Srebf1,7,,,0,0,,,FALSE
liver,NK_cell,AMPK,Fbp1,Fasn,7,,,0,0,,,FALSE
liver,NK_cell,AMPK,Fbp1,Ccnd1,7,,,0,0,,,FALSE
liver,NK_cell,AMPK,Srebf1,Ccnd1,7,,,0,0,,,FALSE
liver,NK_cell,AMPK,Fasn,Ccnd1,7,,,0,0,,,FALSE
liver,Neutrophil,AMPK,Foxo1,Srebf1,7,1,0,0,0,,,FALSE
liver,Neutrophil,AMPK,Prkaa1,Fasn,7,0.883148437640884,0.00841003036275093,0,0,,,FALSE
liver,Neutrophil,AMPK,Camkk2,Fbp1,7,-0.635683336181759,0.124930282955789,0,0,,,FALSE
liver,Neutrophil,AMPK,Stk11,Irs2,7,0.622109632871181,0.135760179787741,8,1.4,,,FALSE
liver,Neutrophil,AMPK,Prkaa1,Stk11,7,0.602901020058611,0.15186598315606,1,0.17,,,FALSE
liver,Neutrophil,AMPK,Prkaa1,Sirt1,7,-0.496968768047128,0.256522524569756,0,0,,,FALSE
liver,Neutrophil,AMPK,Irs2,Ccnd1,7,0.471139468271888,0.285899663450772,2,0.35,,,FALSE
liver,Neutrophil,AMPK,Sirt1,Irs2,7,-0.449030314591624,0.312169158980494,0,0,,,FALSE
liver,Neutrophil,AMPK,Stk11,Ccnd1,7,0.443876286155701,0.318437928989882,2,0.35,,,FALSE
liver,Neutrophil,AMPK,Sirt1,Fasn,7,-0.42217863727629,0.345412971758511,0,0,,,FALSE
liver,Neutrophil,AMPK,Prkaa1,Camkk2,7,-0.399156424362703,0.375037121323413,0,0,,,FALSE
liver,Neutrophil,AMPK,Foxo1,Irs2,7,0.398634094874858,0.375720869864094,0,0,,,FALSE
liver,Neutrophil,AMPK,Irs2,Srebf1,7,0.398634094874858,0.375720869864094,0,0,,,FALSE
liver,Neutrophil,AMPK,Stk11,Fasn,7,0.397602379189463,0.377072915841465,1,0.17,,,FALSE
liver,Neutrophil,AMPK,Sirt1,Foxo1,7,-0.374383901875597,0.408015435627917,0,0,,,FALSE
liver,Neutrophil,AMPK,Sirt1,Srebf1,7,-0.374383901875597,0.408015435627917,0,0,,,FALSE
liver,Neutrophil,AMPK,Sirt1,Ccnd1,7,0.367953641256326,0.416755462446117,0,0,,,FALSE
liver,Neutrophil,AMPK,Fbp1,Fasn,7,-0.339788123877953,0.455872796315005,0,0,,,FALSE
liver,Neutrophil,AMPK,Prkaa1,Foxo1,7,0.302797138114762,0.50919324899193,0,0,,,FALSE
liver,Neutrophil,AMPK,Prkaa1,Srebf1,7,0.302797138114762,0.50919324899193,1,0.17,,,FALSE
liver,Neutrophil,AMPK,Foxo1,Ccnd1,7,0.29699582116843,0.517743525955273,0,0,,,FALSE
liver,Neutrophil,AMPK,Srebf1,Ccnd1,7,0.29699582116843,0.517743525955273,0,0,,,FALSE
liver,Neutrophil,AMPK,Camkk2,Ccnd1,7,0.274824948447404,0.550860473654545,0,0,,,FALSE
liver,Neutrophil,AMPK,Fbp1,Ccnd1,7,-0.257978837735207,0.576468600893013,0,0,,,FALSE
liver,Neutrophil,AMPK,Foxo1,Fasn,7,0.256541680090603,0.578670238971534,0,0,,,FALSE
liver,Neutrophil,AMPK,Srebf1,Fasn,7,0.256541680090603,0.578670238971534,0,0,,,FALSE
liver,Neutrophil,AMPK,Prkaa1,Irs2,7,0.251369907270912,0.586614564509662,1,0.17,,,FALSE
liver,Neutrophil,AMPK,Stk11,Fbp1,7,0.232508018163856,0.615864266440169,0,0,,,FALSE
liver,Neutrophil,AMPK,Fasn,Ccnd1,7,0.221690841636486,0.632825659241516,0,0,,,FALSE
liver,Neutrophil,AMPK,Camkk2,Fasn,7,-0.161822173893999,0.728864910296323,0,0,,,FALSE
liver,Neutrophil,AMPK,Stk11,Camkk2,7,-0.144504252298302,0.757235221210804,4,0.7,,,FALSE
liver,Neutrophil,AMPK,Foxo1,Fbp1,7,0.141124595716769,0.762798062369984,0,0,,,FALSE
liver,Neutrophil,AMPK,Fbp1,Srebf1,7,0.141124595716769,0.762798062369984,0,0,,,FALSE
liver,Neutrophil,AMPK,Stk11,Sirt1,7,-0.139555985037449,0.765382734451956,3,0.52,,,FALSE
liver,Neutrophil,AMPK,Irs2,Fasn,7,0.136569037332959,0.770309238246981,1,0.17,,,FALSE
liver,Neutrophil,AMPK,Irs2,Fbp1,7,0.115217337120022,0.805696676126557,0,0,,,FALSE
liver,Neutrophil,AMPK,Prkaa1,Fbp1,7,0.114434440526312,0.806999563421327,0,0,,,FALSE
liver,Neutrophil,AMPK,Prkaa1,Ccnd1,7,0.0806583001164082,0.863515198151651,0,0,,,FALSE
liver,Neutrophil,AMPK,Camkk2,Sirt1,7,0.0449075746434306,0.923839383892413,1,0.17,,,FALSE
liver,Neutrophil,AMPK,Sirt1,Fbp1,7,0.0415662162546335,0.9294959432026,0,0,,,FALSE
liver,Neutrophil,AMPK,Stk11,Foxo1,7,-0.0389161136116224,0.933983969584042,2,0.35,,,FALSE
liver,Neutrophil,AMPK,Stk11,Srebf1,7,-0.0389161136116224,0.933983969584042,1,0.17,,,FALSE
liver,Neutrophil,AMPK,Camkk2,Foxo1,7,0.0276114760557843,0.95314316883771,0,0,,,FALSE
liver,Neutrophil,AMPK,Camkk2,Srebf1,7,0.0276114760557843,0.95314316883771,0,0,,,FALSE
liver,Neutrophil,AMPK,Camkk2,Irs2,7,0.0116452911708891,0.980231680177314,0,0,,,FALSE
liver,Neutrophil,AMPK,Prkaa1,Prkaa2,7,,,0,0,,,FALSE
liver,Neutrophil,AMPK,Prkaa1,Ppargc1a,7,,,0,0,,,FALSE
liver,Neutrophil,AMPK,Prkaa1,Igf1,7,,,0,0,,,FALSE
liver,Neutrophil,AMPK,Prkaa2,Stk11,7,,,0,0,,,FALSE
liver,Neutrophil,AMPK,Prkaa2,Camkk2,7,,,0,0,,,FALSE
liver,Neutrophil,AMPK,Prkaa2,Sirt1,7,,,0,0,,,FALSE
liver,Neutrophil,AMPK,Prkaa2,Ppargc1a,7,,,0,0,,,FALSE
liver,Neutrophil,AMPK,Prkaa2,Foxo1,7,,,0,0,,,FALSE
liver,Neutrophil,AMPK,Prkaa2,Irs2,7,,,0,0,,,FALSE
liver,Neutrophil,AMPK,Prkaa2,Igf1,7,,,0,0,,,FALSE
liver,Neutrophil,AMPK,Prkaa2,Fbp1,7,,,0,0,,,FALSE
liver,Neutrophil,AMPK,Prkaa2,Srebf1,7,,,0,0,,,FALSE
liver,Neutrophil,AMPK,Prkaa2,Fasn,7,,,0,0,,,FALSE
liver,Neutrophil,AMPK,Prkaa2,Ccnd1,7,,,0,0,,,FALSE
liver,Neutrophil,AMPK,Stk11,Ppargc1a,7,,,0,0,,,FALSE
liver,Neutrophil,AMPK,Stk11,Igf1,7,,,0,0,,,FALSE
liver,Neutrophil,AMPK,Camkk2,Ppargc1a,7,,,0,0,,,FALSE
liver,Neutrophil,AMPK,Camkk2,Igf1,7,,,0,0,,,FALSE
liver,Neutrophil,AMPK,Sirt1,Ppargc1a,7,,,0,0,,,FALSE
liver,Neutrophil,AMPK,Sirt1,Igf1,7,,,0,0,,,FALSE
liver,Neutrophil,AMPK,Ppargc1a,Foxo1,7,,,0,0,,,FALSE
liver,Neutrophil,AMPK,Ppargc1a,Irs2,7,,,0,0,,,FALSE
liver,Neutrophil,AMPK,Ppargc1a,Igf1,7,,,0,0,,,FALSE
liver,Neutrophil,AMPK,Ppargc1a,Fbp1,7,,,0,0,,,FALSE
liver,Neutrophil,AMPK,Ppargc1a,Srebf1,7,,,0,0,,,FALSE
liver,Neutrophil,AMPK,Ppargc1a,Fasn,7,,,0,0,,,FALSE
liver,Neutrophil,AMPK,Ppargc1a,Ccnd1,7,,,0,0,,,FALSE
liver,Neutrophil,AMPK,Foxo1,Igf1,7,,,0,0,,,FALSE
liver,Neutrophil,AMPK,Irs2,Igf1,7,,,0,0,,,FALSE
liver,Neutrophil,AMPK,Igf1,Fbp1,7,,,0,0,,,FALSE
liver,Neutrophil,AMPK,Igf1,Srebf1,7,,,0,0,,,FALSE
liver,Neutrophil,AMPK,Igf1,Fasn,7,,,0,0,,,FALSE
liver,Neutrophil,AMPK,Igf1,Ccnd1,7,,,0,0,,,FALSE
liver,T_cell,AMPK,Igf1,Ccnd1,7,1,0,0,0,,,FALSE
liver,T_cell,AMPK,Ppargc1a,Irs2,7,-0.775978384781805,0.0402683712397787,1,0.05,,,FALSE
liver,T_cell,AMPK,Sirt1,Foxo1,7,0.731047051365546,0.0619470632963347,53,2.63,0.60985787735404,1.25069346291777e-06,FALSE
liver,T_cell,AMPK,Prkaa1,Camkk2,7,0.661084946488673,0.105902690746338,7,0.35,,,FALSE
liver,T_cell,AMPK,Stk11,Fbp1,7,0.614513117054506,0.142020813930419,1,0.05,,,FALSE
liver,T_cell,AMPK,Ppargc1a,Fbp1,7,0.60785014679757,0.147629383219572,0,0,,,FALSE
liver,T_cell,AMPK,Camkk2,Igf1,7,-0.606737131821802,0.148576916693248,0,0,,,FALSE
liver,T_cell,AMPK,Camkk2,Ccnd1,7,-0.606737131821802,0.148576916693248,0,0,,,FALSE
liver,T_cell,AMPK,Ppargc1a,Fasn,7,-0.598825801002495,0.155399546904254,0,0,,,FALSE
liver,T_cell,AMPK,Stk11,Ppargc1a,7,0.574319548124757,0.177499474942795,0,0,,,FALSE
liver,T_cell,AMPK,Prkaa1,Irs2,7,0.569136511079054,0.182358818764133,11,0.55,0.372727272727273,0.258925873684222,FALSE
liver,T_cell,AMPK,Prkaa1,Fbp1,7,0.547083365619038,0.203746657382289,0,0,,,FALSE
liver,T_cell,AMPK,Foxo1,Igf1,7,0.547031488603062,0.203798316645634,1,0.05,,,FALSE
liver,T_cell,AMPK,Foxo1,Ccnd1,7,0.547031488603062,0.203798316645634,3,0.15,,,FALSE
liver,T_cell,AMPK,Foxo1,Fasn,7,-0.535204611791465,0.215738691470589,19,0.94,0.798245614035088,4.1992113655828e-05,FALSE
liver,T_cell,AMPK,Sirt1,Fasn,7,-0.526853985796948,0.224363679599129,15,0.74,0.925,7.9874621138185e-07,FALSE
liver,T_cell,AMPK,Fbp1,Fasn,7,-0.490340997959251,0.263922997707655,0,0,,,FALSE
liver,T_cell,AMPK,Fbp1,Ccnd1,7,-0.466686342926482,0.291108676863829,0,0,,,FALSE
liver,T_cell,AMPK,Igf1,Fbp1,7,-0.466686342926482,0.291108676863829,0,0,,,FALSE
liver,T_cell,AMPK,Sirt1,Srebf1,7,-0.459012196004192,0.300183112616499,8,0.4,,,FALSE
liver,T_cell,AMPK,Prkaa2,Fbp1,7,0.449137576186763,0.312039273212637,0,0,,,FALSE
liver,T_cell,AMPK,Prkaa2,Foxo1,7,-0.416254786617918,0.352938645380145,1,0.05,,,FALSE
liver,T_cell,AMPK,Srebf1,Fasn,7,-0.412902499085911,0.357227418001981,3,0.15,,,FALSE
liver,T_cell,AMPK,Stk11,Foxo1,7,0.39567844716106,0.379599475859495,69,3.42,0.561673364998173,5.1351440334216e-07,FALSE
liver,T_cell,AMPK,Irs2,Igf1,7,0.378374922044702,0.402627531553952,0,0,,,FALSE
liver,T_cell,AMPK,Irs2,Ccnd1,7,0.378374922044702,0.402627531553953,3,0.15,,,FALSE
liver,T_cell,AMPK,Camkk2,Ppargc1a,7,-0.3566393869726,0.432308085782961,0,0,,,FALSE
liver,T_cell,AMPK,Camkk2,Foxo1,7,-0.348160041142605,0.444106551420736,18,0.89,0.302373581011352,0.222629355028922,FALSE
liver,T_cell,AMPK,Prkaa2,Fasn,7,0.329437205922041,0.470577851401723,0,0,,,FALSE
liver,T_cell,AMPK,Stk11,Irs2,7,-0.325193510457889,0.476655989315891,34,1.68,0.72070282658518,1.53260446655886e-06,FALSE
liver,T_cell,AMPK,Prkaa2,Sirt1,7,-0.321335504565146,0.482206198765201,0,0,,,FALSE
liver,T_cell,AMPK,Sirt1,Irs2,7,0.319332950497221,0.485096225186972,31,1.54,0.903629032258065,3.38123453192745e-12,FALSE
liver,T_cell,AMPK,Irs2,Srebf1,7,-0.283487703989696,0.537839365652029,2,0.1,,,FALSE
liver,T_cell,AMPK,Sirt1,Fbp1,7,0.282238010252542,0.539711452689109,1,0.05,,,FALSE
liver,T_cell,AMPK,Camkk2,Irs2,7,0.266911393441702,0.562843787733569,9,0.45,,,FALSE
liver,T_cell,AMPK,Foxo1,Irs2,7,0.259492678454264,0.574152324693822,52,2.58,0.809434364994664,3.780017554005e-13,FALSE
liver,T_cell,AMPK,Prkaa1,Stk11,7,0.258866407387979,0.575110206932684,14,0.69,0.841758241758242,0.000159737759174529,FALSE
liver,T_cell,AMPK,Ppargc1a,Foxo1,7,0.258280428426502,0.576006914679193,2,0.1,,,FALSE
liver,T_cell,AMPK,Stk11,Igf1,7,-0.256943383127475,0.578054591140511,0,0,,,FALSE
liver,T_cell,AMPK,Stk11,Ccnd1,7,-0.256943383127475,0.578054591140511,1,0.05,,,FALSE
liver,T_cell,AMPK,Prkaa1,Foxo1,7,0.255120377180065,0.580850153883133,28,1.39,0.562671045429666,0.0018276525021914,FALSE
liver,T_cell,AMPK,Camkk2,Fbp1,7,0.252197973846831,0.585340332018041,0,0,,,FALSE
liver,T_cell,AMPK,Igf1,Srebf1,7,0.250129186458028,0.588525380611495,0,0,,,FALSE
liver,T_cell,AMPK,Srebf1,Ccnd1,7,0.250129186458028,0.588525380611495,1,0.05,,,FALSE
liver,T_cell,AMPK,Ppargc1a,Igf1,7,-0.243899413209371,0.598148286540262,0,0,,,FALSE
liver,T_cell,AMPK,Ppargc1a,Ccnd1,7,-0.243899413209371,0.598148286540262,0,0,,,FALSE
liver,T_cell,AMPK,Prkaa2,Igf1,7,-0.242152260303612,0.600855493285561,0,0,,,FALSE
liver,T_cell,AMPK,Prkaa2,Ccnd1,7,-0.242152260303612,0.600855493285561,0,0,,,FALSE
liver,T_cell,AMPK,Irs2,Fasn,7,0.240075682436381,0.604077891259376,14,0.69,0.547252747252747,0.0428220493781973,FALSE
liver,T_cell,AMPK,Prkaa1,Fasn,7,-0.23381081744754,0.613830445366892,6,0.3,,,FALSE
liver,T_cell,AMPK,Prkaa1,Srebf1,7,0.233322085784688,0.614593182521889,2,0.1,,,FALSE
liver,T_cell,AMPK,Prkaa1,Ppargc1a,7,-0.232692826976262,0.615575639190077,0,0,,,FALSE
liver,T_cell,AMPK,Prkaa2,Ppargc1a,7,0.220686544652319,0.634407029232256,0,0,,,FALSE
liver,T_cell,AMPK,Sirt1,Ppargc1a,7,0.212108308747192,0.647958919449945,0,0,,,FALSE
liver,T_cell,AMPK,Foxo1,Fbp1,7,0.204679005051732,0.659758607624991,1,0.05,,,FALSE
liver,T_cell,AMPK,Ppargc1a,Srebf1,7,0.193224041267172,0.678061768569021,0,0,,,FALSE
liver,T_cell,AMPK,Irs2,Fbp1,7,-0.172904271168277,0.710836536817873,0,0,,,FALSE
liver,T_cell,AMPK,Stk11,Fasn,7,-0.172864780156621,0.710900595679742,24,1.19,0.875652173913043,2.10768342325036e-08,FALSE
liver,T_cell,AMPK,Prkaa2,Irs2,7,-0.164498848381414,0.724501091095763,0,0,,,FALSE
liver,T_cell,AMPK,Prkaa2,Camkk2,7,-0.163009706230673,0.726928135326657,0,0,,,FALSE
liver,T_cell,AMPK,Prkaa1,Sirt1,7,0.160824406645234,0.730493079828083,13,0.64,0.258241758241758,0.394284017397362,FALSE
liver,T_cell,AMPK,Camkk2,Sirt1,7,-0.141218895020775,0.762642736661456,13,0.64,0.967032967032967,7.06411388717514e-08,FALSE
liver,T_cell,AMPK,Sirt1,Igf1,7,0.140170535127875,0.764369904576836,0,0,,,FALSE
liver,T_cell,AMPK,Sirt1,Ccnd1,7,0.140170535127876,0.764369904576836,2,0.1,,,FALSE
liver,T_cell,AMPK,Prkaa2,Stk11,7,0.116678745598421,0.803265575085222,1,0.05,,,FALSE
liver,T_cell,AMPK,Stk11,Srebf1,7,0.0991662532554828,0.832476689028656,16,0.79,0.98235294117647,1.36412383426114e-11,FALSE
liver,T_cell,AMPK,Prkaa1,Igf1,7,-0.0988704099571752,0.832971559936089,0,0,,,FALSE
liver,T_cell,AMPK,Prkaa1,Ccnd1,7,-0.0988704099571751,0.832971559936089,1,0.05,,,FALSE
liver,T_cell,AMPK,Prkaa2,Srebf1,7,-0.0952125049018004,0.839093891337175,0,0,,,FALSE
liver,T_cell,AMPK,Fbp1,Srebf1,7,0.0920264590053,0.844431731099836,0,0,,,FALSE
liver,T_cell,AMPK,Camkk2,Srebf1,7,0.0917464375265198,0.844901102522715,4,0.2,,,FALSE
liver,T_cell,AMPK,Stk11,Sirt1,7,0.0897654701797038,0.848222631505954,45,2.23,0.807509881422925,2.05370233656127e-11,FALSE
liver,T_cell,AMPK,Camkk2,Fasn,7,-0.0577703424952638,0.902089595262875,6,0.3,,,FALSE
liver,T_cell,AMPK,Foxo1,Srebf1,7,0.0504743788285727,0.914421143475452,21,1.04,0.718181818181818,0.000245879341815494,FALSE
liver,T_cell,AMPK,Stk11,Camkk2,7,-0.035341004559243,0.940040707809029,17,0.84,0.632352941176471,0.0064537880533827,FALSE
liver,T_cell,AMPK,Igf1,Fasn,7,-0.0173064920397184,0.970623986340528,0,0,,,FALSE
liver,T_cell,AMPK,Fasn,Ccnd1,7,-0.0173064920397184,0.970623986340528,0,0,,,FALSE
liver,T_cell,AMPK,Prkaa1,Prkaa2,7,0.0110056629768811,0.981317337755538,0,0,,,FALSE
liver,cDC,AMPK,Foxo1,Igf1,7,-0.870428052150399,0.0108118398919997,0,0,,,FALSE
liver,cDC,AMPK,Prkaa1,Irs2,7,-0.810924196861785,0.0268889466854915,5,0.68,,,FALSE
liver,cDC,AMPK,Stk11,Igf1,7,0.718667806479576,0.0688179277391338,3,0.41,,,FALSE
liver,cDC,AMPK,Stk11,Foxo1,7,-0.713018099052045,0.0720832717708659,32,4.38,0.677052785923754,2.08675636216781e-05,FALSE
liver,cDC,AMPK,Stk11,Fasn,7,0.681381766989568,0.0918694877269191,41,5.61,0.43397212543554,0.00458556700968097,FALSE
liver,cDC,AMPK,Prkaa2,Srebf1,7,-0.671754513898227,0.0983956190495482,0,0,,,FALSE
liver,cDC,AMPK,Camkk2,Igf1,7,0.658365520586312,0.107862098553686,1,0.14,,,FALSE
liver,cDC,AMPK,Foxo1,Fasn,7,-0.63029432134029,0.129175023105105,18,2.46,0.552115583075335,0.0175129146986834,FALSE
liver,cDC,AMPK,Prkaa2,Sirt1,7,0.616693497147817,0.14020925500236,0,0,,,FALSE
liver,cDC,AMPK,Prkaa1,Foxo1,7,-0.613520920045162,0.142849063338584,7,0.96,,,FALSE
liver,cDC,AMPK,Camkk2,Sirt1,7,-0.603712807221751,0.1511669497093,14,1.92,0.934065934065934,1.02797876930844e-06,FALSE
liver,cDC,AMPK,Camkk2,Ppargc1a,7,-0.601548779114366,0.153033987548222,1,0.14,,,FALSE
liver,cDC,AMPK,Camkk2,Foxo1,7,-0.585823333706776,0.166944371352063,7,0.96,,,FALSE
liver,cDC,AMPK,Prkaa2,Ccnd1,7,0.585557227192412,0.167184929232069,1,0.14,,,FALSE
liver,cDC,AMPK,Prkaa1,Prkaa2,7,-0.585406517900062,0.167321245001027,0,0,,,FALSE
liver,cDC,AMPK,Stk11,Camkk2,7,0.581391615261896,0.170972895178277,35,4.79,0.73781512605042,4.2527765276577e-07,FALSE
liver,cDC,AMPK,Prkaa2,Ppargc1a,7,0.575214661541973,0.17666676898738,0,0,,,FALSE
liver,cDC,AMPK,Sirt1,Srebf1,7,-0.559029282667774,0.192018707220294,8,1.09,,,FALSE
liver,cDC,AMPK,Irs2,Ccnd1,7,-0.53647114153864,0.214444535009231,29,3.97,0.538423645320197,0.00258597104428476,FALSE
liver,cDC,AMPK,Prkaa1,Srebf1,7,0.524365948254818,0.226964282885993,4,0.55,,,FALSE
liver,cDC,AMPK,Camkk2,Fasn,7,0.50644427567198,0.246110086703134,21,2.87,0.55974025974026,0.00832581561706139,FALSE
liver,cDC,AMPK,Ppargc1a,Ccnd1,7,0.496941222415968,0.256553082572114,1,0.14,,,FALSE
liver,cDC,AMPK,Camkk2,Ccnd1,7,-0.496593899535565,0.256938531400222,43,5.88,-0.00513440048323769,0.97393249638671,FALSE
liver,cDC,AMPK,Prkaa2,Camkk2,7,-0.488025077812844,0.266531506229232,0,0,,,FALSE
liver,cDC,AMPK,Irs2,Fasn,7,-0.469746794436378,0.287524237204863,12,1.64,0.566433566433567,0.0548421197754078,FALSE
liver,cDC,AMPK,Fbp1,Srebf1,7,0.459200670646991,0.299958776103622,0,0,,,FALSE
liver,cDC,AMPK,Ppargc1a,Fasn,7,-0.418457998083434,0.350131739401121,0,0,,,FALSE
liver,cDC,AMPK,Foxo1,Fbp1,7,0.417449776453261,0.351415056745636,0,0,,,FALSE
liver,cDC,AMPK,Prkaa1,Igf1,7,0.414636222282769,0.355006671039867,0,0,,,FALSE
liver,cDC,AMPK,Foxo1,Irs2,7,0.405301839141579,0.367030879941291,11,1.5,0.7,0.0164709788365144,FALSE
liver,cDC,AMPK,Sirt1,Ppargc1a,7,0.365093251818907,0.4206665274722,0,0,,,FALSE
liver,cDC,AMPK,Sirt1,Fbp1,7,-0.36343613853899,0.422938815411215,0,0,,,FALSE
liver,cDC,AMPK,Igf1,Ccnd1,7,-0.362757860441375,0.423870259325047,3,0.41,,,FALSE
liver,cDC,AMPK,Prkaa1,Fasn,7,0.360994564846321,0.426295404075032,10,1.37,1,1.0635035875251e-62,FALSE
liver,cDC,AMPK,Irs2,Srebf1,7,-0.354797660328784,0.434860443895802,3,0.41,,,FALSE
liver,cDC,AMPK,Prkaa1,Fbp1,7,-0.344908589377058,0.448662574609268,0,0,,,FALSE
liver,cDC,AMPK,Prkaa1,Ppargc1a,7,-0.335737069509403,0.461607423429228,0,0,,,FALSE
liver,cDC,AMPK,Igf1,Fbp1,7,-0.32904235817733,0.471142183106685,0,0,,,FALSE
liver,cDC,AMPK,Irs2,Fbp1,7,0.322259887734131,0.480874250931735,0,0,,,FALSE
liver,cDC,AMPK,Fasn,Ccnd1,7,0.316689672164034,0.488920383301229,86,11.76,0.182395396009246,0.0927929280340526,FALSE
liver,cDC,AMPK,Prkaa1,Sirt1,7,-0.315278750047493,0.490966012893228,8,1.09,,,FALSE
liver,cDC,AMPK,Igf1,Fasn,7,0.312238243515683,0.495384596502561,1,0.14,,,FALSE
liver,cDC,AMPK,Sirt1,Foxo1,7,0.310606795129297,0.497761246502853,15,2.05,0.410714285714286,0.128328646015749,FALSE
liver,cDC,AMPK,Prkaa2,Igf1,7,-0.310211741205181,0.498337353015627,0,0,,,FALSE
liver,cDC,AMPK,Prkaa2,Fbp1,7,-0.257181379061429,0.577689936152332,0,0,,,FALSE
liver,cDC,AMPK,Sirt1,Fasn,7,-0.219437622741412,0.636375128511868,25,3.42,0.550769230769231,0.0043288477428479,FALSE
liver,cDC,AMPK,Camkk2,Irs2,7,0.217556133513925,0.639343259798267,7,0.96,,,FALSE
liver,cDC,AMPK,Foxo1,Srebf1,7,-0.213714906183263,0.645414815952706,5,0.68,,,FALSE
liver,cDC,AMPK,Prkaa1,Camkk2,7,0.194674873977701,0.675736418164686,12,1.64,0.804195804195804,0.00161476898606993,FALSE
liver,cDC,AMPK,Prkaa2,Foxo1,7,0.19042580446528,0.682552424376828,0,0,,,FALSE
liver,cDC,AMPK,Igf1,Srebf1,7,0.177932486738688,0.702691359104453,1,0.14,,,FALSE
liver,cDC,AMPK,Sirt1,Igf1,7,-0.173051939084184,0.710597014840065,0,0,,,FALSE
liver,cDC,AMPK,Ppargc1a,Fbp1,7,-0.166666666666667,0.72097120207323,0,0,,,FALSE
liver,cDC,AMPK,Camkk2,Fbp1,7,0.165561244906756,0.72277068755057,0,0,,,FALSE
liver,cDC,AMPK,Prkaa2,Stk11,7,0.134947886544836,0.772985655372704,0,0,,,FALSE
liver,cDC,AMPK,Fbp1,Fasn,7,-0.129882185082096,0.78136024472154,0,0,,,FALSE
liver,cDC,AMPK,Fbp1,Ccnd1,7,-0.118225981193003,0.800693071816858,0,0,,,FALSE
liver,cDC,AMPK,Camkk2,Srebf1,7,0.116988378373407,0.802750652080533,6,0.82,,,FALSE
liver,cDC,AMPK,Prkaa2,Fasn,7,0.11453083080024,0.806839132657453,0,0,,,FALSE
liver,cDC,AMPK,Prkaa1,Stk11,7,0.114348148916526,0.807143190658806,17,2.33,0.649908154038086,0.00474181248426977,FALSE
liver,cDC,AMPK,Srebf1,Fasn,7,-0.113667017100239,0.808277044889943,15,2.05,0.321428571428571,0.242719046801668,FALSE
liver,cDC,AMPK,Prkaa2,Irs2,7,0.0993489969505262,0.832171027080197,0,0,,,FALSE
liver,cDC,AMPK,Stk11,Irs2,7,-0.0897574466180735,0.848236088437562,21,2.87,0.409090909090909,0.0655581692093152,FALSE
liver,cDC,AMPK,Stk11,Ppargc1a,7,-0.0789858993836291,0.866327261292476,0,0,,,FALSE
liver,cDC,AMPK,Ppargc1a,Irs2,7,0.0749369093045503,0.873140046213445,1,0.14,,,FALSE
liver,cDC,AMPK,Ppargc1a,Foxo1,7,0.0672611358284305,0.886072066306406,0,0,,,FALSE
liver,cDC,AMPK,Foxo1,Ccnd1,7,-0.0599980261101268,0.898327416767171,36,4.92,0.213899613899614,0.210328452016489,FALSE
