pathway,rel_type,subtype,edge_sign,gene1,lfc1,p1,fdr1,gene2,lfc2,p2,fdr2,coherent,both_FDR,in_intersect,in_pheno,worst_p
hsa04510,PPrel,activation,1,VEGFC,-0.304383874229806,0.00386778818298142,0.0816669490769904,MET,-0.594530156292599,0.000535321938461894,0.0532228199633379,TRUE,FALSE,0,1,0.00386778818298142
hsa04510,PPrel,activation,1,MET,-0.594530156292599,0.000535321938461894,0.0532228199633379,PIK3R2,0.268794809673499,0.00604856153799963,0.0920119170685281,FALSE,FALSE,0,1,0.00604856153799963
hsa04510,PPrel,activation,1,MET,-0.594530156292599,0.000535321938461894,0.0532228199633379,SHC1,0.221586875098124,0.00936978753866645,0.101402872959854,FALSE,FALSE,0,1,0.00936978753866645
hsa04510,PPrel,activation,1,RAP1A,-0.427174784836011,0.00473569851564028,0.0867161473960069,MAPK8,-0.219103231894202,0.0122692600501608,0.110731833004267,TRUE,FALSE,0,1,0.0122692600501608
hsa04510,PPrel,phosphorylation;indirect effect,1,RAC2,0.416226544502855,0.00131421839250051,0.0642357513285687,MAPK8,-0.219103231894202,0.0122692600501608,0.110731833004267,FALSE,FALSE,0,1,0.0122692600501608
hsa04510,PPrel,phosphorylation;indirect effect,1,RAC3,0.296277626643266,0.00259725256489118,0.0745214814612773,MAPK8,-0.219103231894202,0.0122692600501608,0.110731833004267,FALSE,FALSE,0,1,0.0122692600501608
hsa04510,PPrel,inhibition;dephosphorylation,-1,PPP1CA,0.40701097338486,0.0132313549159522,0.112424259087139,MYL2,-0.174998242366876,0.00278320675505219,0.0745214814612773,TRUE,FALSE,0,1,0.0132313549159522
hsa04510,PPrel,activation,1,IGF1,-0.750196331507432,0.0163841211440685,0.121600797588543,MET,-0.594530156292599,0.000535321938461894,0.0532228199633379,TRUE,FALSE,1,1,0.0163841211440685
hsa04510,PPrel,phosphorylation,1,PDPK1,0.153466221786299,0.018028233353959,0.12592415969288,AKT1,0.387089573539082,0.00343401055010987,0.0789152904062191,TRUE,FALSE,0,2,0.018028233353959
hsa04510,PPrel,phosphorylation,1,ROCK1,-0.382239747732372,0.0182519715951825,0.126405072232454,MYL2,-0.174998242366876,0.00278320675505219,0.0745214814612773,TRUE,FALSE,0,0,0.0182519715951825
hsa04510,PPrel,inhibition;phosphorylation,-1,ROCK1,-0.382239747732372,0.0182519715951825,0.126405072232454,PPP1CA,0.40701097338486,0.0132313549159522,0.112424259087139,TRUE,FALSE,0,1,0.0182519715951825
hsa04510,PPrel,activation,1,HRAS,0.236375195318022,0.0186148363045659,0.127141536662267,PIK3R2,0.268794809673499,0.00604856153799963,0.0920119170685281,TRUE,FALSE,0,2,0.0186148363045659
hsa04510,PPrel,activation,1,SOS2,-0.242208708988776,0.0178555653576005,0.125376438980172,HRAS,0.236375195318022,0.0186148363045659,0.127141536662267,FALSE,FALSE,0,2,0.0186148363045659
hsa04510,PPrel,inhibition;phosphorylation,-1,ROCK1,-0.382239747732372,0.0182519715951825,0.126405072232454,PPP1CB,-0.16802115162632,0.0195981728979504,0.129486382965928,FALSE,FALSE,0,1,0.0195981728979504
hsa04510,PPrel,inhibition;dephosphorylation,-1,PPP1CB,-0.16802115162632,0.0195981728979504,0.129486382965928,MYL2,-0.174998242366876,0.00278320675505219,0.0745214814612773,FALSE,FALSE,0,1,0.0195981728979504
hsa04510,PPrel,activation,1,HRAS,0.236375195318022,0.0186148363045659,0.127141536662267,PIK3CA,-0.194162266153804,0.025007761246042,0.141319286744511,FALSE,FALSE,0,2,0.025007761246042
hsa04510,PPrel,activation,1,MET,-0.594530156292599,0.000535321938461894,0.0532228199633379,PIK3CA,-0.194162266153804,0.025007761246042,0.141319286744511,TRUE,FALSE,0,1,0.025007761246042
hsa04510,PPrel,binding/association,1,ZYX,0.215486338813632,0.0255358607738621,0.142857628590971,ACTN1,0.522264708233409,0.00362766968443005,0.0789152904062191,TRUE,FALSE,0,0,0.0255358607738621
hsa04510,PPrel,inhibition;phosphorylation,-1,ROCK1,-0.382239747732372,0.0182519715951825,0.126405072232454,PPP1R12A,-0.262312641719777,0.0257854300450716,0.143783497205215,FALSE,FALSE,0,0,0.0257854300450716
hsa04510,PPrel,inhibition;dephosphorylation,-1,PPP1R12A,-0.262312641719777,0.0257854300450716,0.143783497205215,MYL2,-0.174998242366876,0.00278320675505219,0.0745214814612773,FALSE,FALSE,0,0,0.0257854300450716
hsa04510,PPrel,activation,1,RHOA,0.269478570747899,0.0274377599111723,0.148336760934694,ROCK1,-0.382239747732372,0.0182519715951825,0.126405072232454,FALSE,FALSE,0,0,0.0274377599111723
hsa04510,PPrel,activation,1,RHOA,0.269478570747899,0.0274377599111723,0.148336760934694,PIP5K1C,0.264938406021874,0.00168462519136977,0.0666322382759389,TRUE,FALSE,0,0,0.0274377599111723
hsa04510,PPrel,activation,1,RHOA,0.269478570747899,0.0274377599111723,0.148336760934694,PIP5K1A,-0.251646089986485,0.0260253987934784,0.144075699246262,FALSE,FALSE,0,0,0.0274377599111723
hsa04510,PPrel,inhibition,-1,ARHGAP5,-0.366700279930079,0.0040529020869917,0.0828527881467953,RHOA,0.269478570747899,0.0274377599111723,0.148336760934694,TRUE,FALSE,0,0,0.0274377599111723
hsa04510,PPrel,activation,1,RHOA,0.269478570747899,0.0274377599111723,0.148336760934694,DIAPH1,-0.213907735790289,0.0274624990707788,0.148336760934694,FALSE,FALSE,0,1,0.0274624990707788
hsa04510,PPrel,activation,1,VEGFB,0.244850705346642,0.0277629703860775,0.149079024467147,MET,-0.594530156292599,0.000535321938461894,0.0532228199633379,FALSE,FALSE,0,1,0.0277629703860775
hsa04510,PPrel,activation,1,CRK,0.304691049409171,0.00280688541548015,0.0745214814612773,RAPGEF1,0.198436523730593,0.0308117333176453,0.15693869833186,TRUE,FALSE,0,0,0.0308117333176453
hsa04510,PPrel,activation,1,RAPGEF1,0.198436523730593,0.0308117333176453,0.15693869833186,RAP1A,-0.427174784836011,0.00473569851564028,0.0867161473960069,FALSE,FALSE,0,0,0.0308117333176453
hsa04510,PPrel,phosphorylation,1,ROCK1,-0.382239747732372,0.0182519715951825,0.126405072232454,MYL12A,-0.240050176283327,0.032001761220383,0.15970199471881,TRUE,FALSE,0,0,0.032001761220383
hsa04510,PPrel,inhibition;dephosphorylation,-1,PPP1R12A,-0.262312641719777,0.0257854300450716,0.143783497205215,MYL12A,-0.240050176283327,0.032001761220383,0.15970199471881,FALSE,FALSE,0,0,0.032001761220383
hsa04510,PPrel,inhibition;dephosphorylation,-1,PPP1CA,0.40701097338486,0.0132313549159522,0.112424259087139,MYL12A,-0.240050176283327,0.032001761220383,0.15970199471881,TRUE,FALSE,0,1,0.032001761220383
hsa04510,PPrel,inhibition;dephosphorylation,-1,PPP1CB,-0.16802115162632,0.0195981728979504,0.129486382965928,MYL12A,-0.240050176283327,0.032001761220383,0.15970199471881,FALSE,FALSE,0,1,0.032001761220383
hsa04510,PPrel,activation,1,FLT1,-0.265225153566922,0.0320892189706352,0.159778739962476,SHC1,0.221586875098124,0.00936978753866645,0.101402872959854,FALSE,FALSE,0,1,0.0320892189706352
hsa04510,PPrel,activation,1,FLT1,-0.265225153566922,0.0320892189706352,0.159778739962476,PIK3CA,-0.194162266153804,0.025007761246042,0.141319286744511,TRUE,FALSE,0,1,0.0320892189706352
hsa04510,PPrel,activation,1,FLT1,-0.265225153566922,0.0320892189706352,0.159778739962476,PIK3R2,0.268794809673499,0.00604856153799963,0.0920119170685281,FALSE,FALSE,0,1,0.0320892189706352
hsa04510,PPrel,activation,1,IGF1,-0.750196331507432,0.0163841211440685,0.121600797588543,FLT1,-0.265225153566922,0.0320892189706352,0.159778739962476,TRUE,FALSE,1,1,0.0320892189706352
hsa04510,PPrel,activation,1,VEGFB,0.244850705346642,0.0277629703860775,0.149079024467147,FLT1,-0.265225153566922,0.0320892189706352,0.159778739962476,FALSE,FALSE,0,1,0.0320892189706352
hsa04510,PPrel,activation,1,VEGFC,-0.304383874229806,0.00386778818298142,0.0816669490769904,FLT1,-0.265225153566922,0.0320892189706352,0.159778739962476,TRUE,FALSE,0,1,0.0320892189706352
hsa04510,PPrel,phosphorylation,1,PDPK1,0.153466221786299,0.018028233353959,0.12592415969288,AKT2,0.272775905162288,0.0322680307039496,0.159941472099098,TRUE,FALSE,0,2,0.0322680307039496
hsa04510,PPrel,activation,1,PDGFC,-0.259175386576165,0.0334141087687689,0.162903456846376,FLT1,-0.265225153566922,0.0320892189706352,0.159778739962476,TRUE,FALSE,0,0,0.0334141087687689
hsa04510,PPrel,activation,1,PDGFC,-0.259175386576165,0.0334141087687689,0.162903456846376,MET,-0.594530156292599,0.000535321938461894,0.0532228199633379,TRUE,FALSE,0,0,0.0334141087687689
hsa04510,PPrel,activation,1,FLT1,-0.265225153566922,0.0320892189706352,0.159778739962476,SHC3,-0.195438117940359,0.0347583228556946,0.165523723638972,TRUE,FALSE,0,0,0.0347583228556946
hsa04510,PPrel,activation,1,MET,-0.594530156292599,0.000535321938461894,0.0532228199633379,SHC3,-0.195438117940359,0.0347583228556946,0.165523723638972,TRUE,FALSE,0,0,0.0347583228556946
hsa04510,PPrel,activation,1,SOS1,-0.183245348489432,0.0388948218928561,0.172866706501494,HRAS,0.236375195318022,0.0186148363045659,0.127141536662267,FALSE,FALSE,0,2,0.0388948218928561
hsa04510,PPrel,activation,1,RHOA,0.269478570747899,0.0274377599111723,0.148336760934694,ROCK2,-0.18488865611623,0.039973188477123,0.174975872924357,FALSE,FALSE,0,0,0.039973188477123
hsa04510,PPrel,phosphorylation,1,ROCK2,-0.18488865611623,0.039973188477123,0.174975872924357,MYL12A,-0.240050176283327,0.032001761220383,0.15970199471881,TRUE,FALSE,0,0,0.039973188477123
hsa04510,PPrel,phosphorylation,1,ROCK2,-0.18488865611623,0.039973188477123,0.174975872924357,MYL2,-0.174998242366876,0.00278320675505219,0.0745214814612773,TRUE,FALSE,0,0,0.039973188477123
hsa04510,PPrel,inhibition;phosphorylation,-1,ROCK2,-0.18488865611623,0.039973188477123,0.174975872924357,PPP1R12A,-0.262312641719777,0.0257854300450716,0.143783497205215,FALSE,FALSE,0,0,0.039973188477123
hsa04510,PPrel,inhibition;phosphorylation,-1,ROCK2,-0.18488865611623,0.039973188477123,0.174975872924357,PPP1CA,0.40701097338486,0.0132313549159522,0.112424259087139,TRUE,FALSE,0,1,0.039973188477123
hsa04510,PPrel,inhibition;phosphorylation,-1,ROCK2,-0.18488865611623,0.039973188477123,0.174975872924357,PPP1CB,-0.16802115162632,0.0195981728979504,0.129486382965928,FALSE,FALSE,0,1,0.039973188477123
hsa04510,PPrel,activation,1,VAV2,0.323530394391601,0.000167564753175387,0.0422769009190092,RAC1,-0.166148471728248,0.0444310617198828,0.182856194881553,FALSE,FALSE,0,1,0.0444310617198828
hsa04510,PPrel,phosphorylation;indirect effect,1,RAC1,-0.166148471728248,0.0444310617198828,0.182856194881553,MAPK8,-0.219103231894202,0.0122692600501608,0.110731833004267,TRUE,FALSE,0,2,0.0444310617198828
hsa04510,PPrel,activation,1,HRAS,0.236375195318022,0.0186148363045659,0.127141536662267,PIK3CD,0.187312414207718,0.0479971366369964,0.189473707246273,TRUE,FALSE,0,2,0.0479971366369964
hsa04510,PPrel,activation,1,FLT1,-0.265225153566922,0.0320892189706352,0.159778739962476,PIK3CD,0.187312414207718,0.0479971366369964,0.189473707246273,FALSE,FALSE,0,1,0.0479971366369964
hsa04510,PPrel,activation,1,MET,-0.594530156292599,0.000535321938461894,0.0532228199633379,PIK3CD,0.187312414207718,0.0479971366369964,0.189473707246273,FALSE,FALSE,0,1,0.0479971366369964
hsa04518,PPrel,activation,1,VEGFC,-0.304383874229806,0.00386778818298142,0.0816669490769904,MET,-0.594530156292599,0.000535321938461894,0.0532228199633379,TRUE,FALSE,0,1,0.00386778818298142
hsa04518,PPrel,activation;indirect effect,1,PIK3R2,0.268794809673499,0.00604856153799963,0.0920119170685281,AKT1,0.387089573539082,0.00343401055010987,0.0789152904062191,TRUE,FALSE,0,2,0.00604856153799963
hsa04518,PPrel,activation,1,IGF1,-0.750196331507432,0.0163841211440685,0.121600797588543,MET,-0.594530156292599,0.000535321938461894,0.0532228199633379,TRUE,FALSE,1,1,0.0163841211440685
hsa04518,PPrel,activation;indirect effect,1,PIK3CA,-0.194162266153804,0.025007761246042,0.141319286744511,AKT1,0.387089573539082,0.00343401055010987,0.0789152904062191,FALSE,FALSE,0,2,0.025007761246042
hsa04518,PPrel,activation,1,VEGFB,0.244850705346642,0.0277629703860775,0.149079024467147,MET,-0.594530156292599,0.000535321938461894,0.0532228199633379,FALSE,FALSE,0,1,0.0277629703860775
hsa04518,PPrel,activation,1,IGF1,-0.750196331507432,0.0163841211440685,0.121600797588543,FLT1,-0.265225153566922,0.0320892189706352,0.159778739962476,TRUE,FALSE,1,1,0.0320892189706352
hsa04518,PPrel,activation,1,VEGFB,0.244850705346642,0.0277629703860775,0.149079024467147,FLT1,-0.265225153566922,0.0320892189706352,0.159778739962476,FALSE,FALSE,0,1,0.0320892189706352
hsa04518,PPrel,activation,1,VEGFC,-0.304383874229806,0.00386778818298142,0.0816669490769904,FLT1,-0.265225153566922,0.0320892189706352,0.159778739962476,TRUE,FALSE,0,1,0.0320892189706352
hsa04518,PPrel,activation;indirect effect,1,PIK3CA,-0.194162266153804,0.025007761246042,0.141319286744511,AKT2,0.272775905162288,0.0322680307039496,0.159941472099098,FALSE,FALSE,0,2,0.0322680307039496
hsa04518,PPrel,activation;indirect effect,1,PIK3R2,0.268794809673499,0.00604856153799963,0.0920119170685281,AKT2,0.272775905162288,0.0322680307039496,0.159941472099098,TRUE,FALSE,0,2,0.0322680307039496
hsa04518,PPrel,activation,1,PDGFC,-0.259175386576165,0.0334141087687689,0.162903456846376,FLT1,-0.265225153566922,0.0320892189706352,0.159778739962476,TRUE,FALSE,0,0,0.0334141087687689
hsa04518,PPrel,activation,1,PDGFC,-0.259175386576165,0.0334141087687689,0.162903456846376,MET,-0.594530156292599,0.000535321938461894,0.0532228199633379,TRUE,FALSE,0,0,0.0334141087687689
hsa04518,PPrel,activation;indirect effect,1,PIK3CD,0.187312414207718,0.0479971366369964,0.189473707246273,AKT1,0.387089573539082,0.00343401055010987,0.0789152904062191,TRUE,FALSE,0,2,0.0479971366369964
hsa04518,PPrel,activation;indirect effect,1,PIK3CD,0.187312414207718,0.0479971366369964,0.189473707246273,AKT2,0.272775905162288,0.0322680307039496,0.159941472099098,TRUE,FALSE,0,2,0.0479971366369964
hsa04550,PPrel,activation,1,WNT11,0.469436233831152,0.0018658706138729,0.0689450709545875,FZD5,-0.355441554278481,0.00434062481023536,0.0851092148962099,FALSE,FALSE,0,0,0.00434062481023536
hsa04550,PPrel,activation;indirect effect,1,PIK3R2,0.268794809673499,0.00604856153799963,0.0920119170685281,AKT1,0.387089573539082,0.00343401055010987,0.0789152904062191,TRUE,FALSE,0,2,0.00604856153799963
hsa04550,PPrel,activation,1,FGFR4,0.378996908602998,0.010950877973237,0.106741947423223,PIK3R2,0.268794809673499,0.00604856153799963,0.0920119170685281,TRUE,FALSE,0,1,0.010950877973237
hsa04550,PPrel,activation,1,FZD5,-0.355441554278481,0.00434062481023536,0.0851092148962099,DVL3,-0.289590436157688,0.0147788390507891,0.116173513536472,TRUE,FALSE,0,0,0.0147788390507891
hsa04550,GErel,expression,1,SMAD9,0.177335425093962,0.0167605800803103,0.123027384869084,DUSP9,0.265107083605428,0.0123150555463732,0.110854018797879,TRUE,FALSE,0,0,0.0167605800803103
hsa04550,GErel,expression,1,SMAD9,0.177335425093962,0.0167605800803103,0.123027384869084,ID1,0.764624206038743,0.00862914065670971,0.100044487294167,TRUE,FALSE,0,0,0.0167605800803103
hsa04550,PPrel,activation,1,FGFR4,0.378996908602998,0.010950877973237,0.106741947423223,KRAS,-0.248737657296002,0.0173365303927831,0.124321581462778,FALSE,FALSE,0,1,0.0173365303927831
hsa04550,PPrel,activation,1,FGFR4,0.378996908602998,0.010950877973237,0.106741947423223,HRAS,0.236375195318022,0.0186148363045659,0.127141536662267,TRUE,FALSE,0,1,0.0186148363045659
hsa04550,PPrel,activation,1,INHBA,0.422859169133139,0.0141045152728795,0.11440329054669,ACVR2A,-0.193733304090289,0.0203998108795964,0.131800612979238,FALSE,FALSE,0,0,0.0203998108795964
hsa04550,PPrel,activation,1,INHBC,0.374116107612574,0.00361649981073962,0.0789152904062191,ACVR2A,-0.193733304090289,0.0203998108795964,0.131800612979238,FALSE,FALSE,0,0,0.0203998108795964
hsa04550,PPrel,activation,1,INHBE,1.15816638681207,0.000392224810403814,0.0510230243067918,ACVR2A,-0.193733304090289,0.0203998108795964,0.131800612979238,FALSE,FALSE,0,0,0.0203998108795964
hsa04550,PPrel,activation,1,JAK1,-0.239663864608074,0.0211989372224872,0.13378686158546,STAT3,0.388066346775698,0.004956499558627,0.0869703643891037,FALSE,FALSE,0,1,0.0211989372224872
hsa04550,PPrel,activation,1,FGFR3,0.290775612429906,0.0233799641136304,0.137680733088236,HRAS,0.236375195318022,0.0186148363045659,0.127141536662267,TRUE,FALSE,0,1,0.0233799641136304
hsa04550,PPrel,activation,1,FGFR3,0.290775612429906,0.0233799641136304,0.137680733088236,KRAS,-0.248737657296002,0.0173365303927831,0.124321581462778,FALSE,FALSE,0,1,0.0233799641136304
hsa04550,PPrel,activation,1,FGFR3,0.290775612429906,0.0233799641136304,0.137680733088236,PIK3R2,0.268794809673499,0.00604856153799963,0.0920119170685281,TRUE,FALSE,0,1,0.0233799641136304
hsa04550,PPrel,activation,1,FGFR3,0.290775612429906,0.0233799641136304,0.137680733088236,PIK3CA,-0.194162266153804,0.025007761246042,0.141319286744511,FALSE,FALSE,0,1,0.025007761246042
hsa04550,PPrel,activation,1,FGFR4,0.378996908602998,0.010950877973237,0.106741947423223,PIK3CA,-0.194162266153804,0.025007761246042,0.141319286744511,FALSE,FALSE,0,1,0.025007761246042
hsa04550,PPrel,activation;indirect effect,1,PIK3CA,-0.194162266153804,0.025007761246042,0.141319286744511,AKT1,0.387089573539082,0.00343401055010987,0.0789152904062191,FALSE,FALSE,0,2,0.025007761246042
hsa04550,PPrel,activation,1,BMPR1B,-0.204653430296661,0.0264305903356567,0.145372784977831,SMAD9,0.177335425093962,0.0167605800803103,0.123027384869084,FALSE,FALSE,0,0,0.0264305903356567
hsa04550,PPrel,inhibition;indirect effect,-1,BMPR1B,-0.204653430296661,0.0264305903356567,0.145372784977831,MAPK13,-0.192163523711123,0.00400805854631353,0.0825894611298892,FALSE,FALSE,0,1,0.0264305903356567
hsa04550,PPrel,activation,1,WNT11,0.469436233831152,0.0018658706138729,0.0689450709545875,FZD4,-0.231756102071757,0.0277319072004472,0.149079024467147,FALSE,FALSE,0,0,0.0277319072004472
hsa04550,PPrel,activation,1,FZD4,-0.231756102071757,0.0277319072004472,0.149079024467147,DVL3,-0.289590436157688,0.0147788390507891,0.116173513536472,TRUE,FALSE,0,0,0.0277319072004472
hsa04550,PPrel,activation;indirect effect,1,PIK3CA,-0.194162266153804,0.025007761246042,0.141319286744511,AKT2,0.272775905162288,0.0322680307039496,0.159941472099098,FALSE,FALSE,0,2,0.0322680307039496
hsa04550,PPrel,activation;indirect effect,1,PIK3R2,0.268794809673499,0.00604856153799963,0.0920119170685281,AKT2,0.272775905162288,0.0322680307039496,0.159941472099098,TRUE,FALSE,0,2,0.0322680307039496
hsa04550,PPrel,activation,1,BMPR1B,-0.204653430296661,0.0264305903356567,0.145372784977831,SMAD1,0.253254374852664,0.0375616122233458,0.170646269275577,FALSE,FALSE,0,0,0.0375616122233458
hsa04550,GErel,expression,1,SMAD1,0.253254374852664,0.0375616122233458,0.170646269275577,DUSP9,0.265107083605428,0.0123150555463732,0.110854018797879,TRUE,FALSE,0,0,0.0375616122233458
hsa04550,GErel,expression,1,SMAD1,0.253254374852664,0.0375616122233458,0.170646269275577,ID1,0.764624206038743,0.00862914065670971,0.100044487294167,TRUE,FALSE,0,0,0.0375616122233458
hsa04550,PPrel,activation,1,WNT11,0.469436233831152,0.0018658706138729,0.0689450709545875,FZD9,0.152986610920657,0.0439604682114752,0.182424514879647,TRUE,FALSE,0,0,0.0439604682114752
hsa04550,PPrel,activation,1,FZD9,0.152986610920657,0.0439604682114752,0.182424514879647,DVL3,-0.289590436157688,0.0147788390507891,0.116173513536472,FALSE,FALSE,0,0,0.0439604682114752
hsa04550,PPrel,activation,1,IL6ST,-0.293862755892194,0.0477785763208697,0.189092600235852,JAK1,-0.239663864608074,0.0211989372224872,0.13378686158546,TRUE,FALSE,0,0,0.0477785763208697
hsa04550,PPrel,activation,1,IL6ST,-0.293862755892194,0.0477785763208697,0.189092600235852,PIK3CA,-0.194162266153804,0.025007761246042,0.141319286744511,TRUE,FALSE,0,1,0.0477785763208697
hsa04550,PPrel,activation,1,IL6ST,-0.293862755892194,0.0477785763208697,0.189092600235852,PIK3R2,0.268794809673499,0.00604856153799963,0.0920119170685281,FALSE,FALSE,0,1,0.0477785763208697
hsa04550,PPrel,activation,1,IL6ST,-0.293862755892194,0.0477785763208697,0.189092600235852,PIK3CD,0.187312414207718,0.0479971366369964,0.189473707246273,FALSE,FALSE,0,1,0.0479971366369964
hsa04550,PPrel,activation,1,FGFR3,0.290775612429906,0.0233799641136304,0.137680733088236,PIK3CD,0.187312414207718,0.0479971366369964,0.189473707246273,TRUE,FALSE,0,1,0.0479971366369964
hsa04550,PPrel,activation,1,FGFR4,0.378996908602998,0.010950877973237,0.106741947423223,PIK3CD,0.187312414207718,0.0479971366369964,0.189473707246273,TRUE,FALSE,0,1,0.0479971366369964
hsa04550,PPrel,activation;indirect effect,1,PIK3CD,0.187312414207718,0.0479971366369964,0.189473707246273,AKT1,0.387089573539082,0.00343401055010987,0.0789152904062191,TRUE,FALSE,0,2,0.0479971366369964
hsa04550,PPrel,activation;indirect effect,1,PIK3CD,0.187312414207718,0.0479971366369964,0.189473707246273,AKT2,0.272775905162288,0.0322680307039496,0.159941472099098,TRUE,FALSE,0,2,0.0479971366369964
hsa04550,PPrel,activation,1,ACVR1,-0.121129304258915,0.0486659020609461,0.190588217034232,SMAD1,0.253254374852664,0.0375616122233458,0.170646269275577,FALSE,FALSE,0,0,0.0486659020609461
hsa04550,PPrel,activation,1,ACVR1,-0.121129304258915,0.0486659020609461,0.190588217034232,SMAD9,0.177335425093962,0.0167605800803103,0.123027384869084,FALSE,FALSE,0,0,0.0486659020609461
hsa04550,PPrel,inhibition;indirect effect,-1,ACVR1,-0.121129304258915,0.0486659020609461,0.190588217034232,MAPK13,-0.192163523711123,0.00400805854631353,0.0825894611298892,FALSE,FALSE,0,1,0.0486659020609461
hsa04613,PPrel,activation,1,HMGB1,-0.250694390633497,0.00917182476325491,0.101402872959854,AGER,0.236604176880382,0.0122488350045032,0.110715062217674,FALSE,FALSE,0,1,0.0122488350045032
hsa04613,PPrel,activation;indirect effect,1,FPR1,0.237796868741165,0.0159077438986267,0.119477735228581,PLCB3,0.220882517229287,0.0128324083634766,0.11197248231415,TRUE,FALSE,0,1,0.0159077438986267
hsa04613,PPrel,activation;indirect effect,1,FPR1,0.237796868741165,0.0159077438986267,0.119477735228581,PLCG1,0.182449170261676,0.0082697963729943,0.0997947821115051,TRUE,FALSE,0,1,0.0159077438986267
hsa04613,PPrel,activation;indirect effect,1,FPR1,0.237796868741165,0.0159077438986267,0.119477735228581,PIK3R2,0.268794809673499,0.00604856153799963,0.0920119170685281,TRUE,FALSE,0,1,0.0159077438986267
hsa04613,PPrel,activation;indirect effect,1,FPR1,0.237796868741165,0.0159077438986267,0.119477735228581,PLCB1,-0.272842529245825,0.0241401734901125,0.139290247145778,FALSE,FALSE,0,1,0.0241401734901125
hsa04613,PPrel,activation;indirect effect,1,FPR1,0.237796868741165,0.0159077438986267,0.119477735228581,PIK3CA,-0.194162266153804,0.025007761246042,0.141319286744511,FALSE,FALSE,0,1,0.025007761246042
hsa04613,PPrel,activation,1,CASP4,0.201845018851425,0.00963560388721666,0.10208623870598,GSDMD,0.222968039577623,0.0413626828144733,0.177743732467651,TRUE,FALSE,0,0,0.0413626828144733
hsa04613,PPrel,activation;indirect effect,1,FPR1,0.237796868741165,0.0159077438986267,0.119477735228581,PIK3CD,0.187312414207718,0.0479971366369964,0.189473707246273,TRUE,FALSE,0,1,0.0479971366369964
hsa04650,PPrel,activation,1,VAV2,0.323530394391601,0.000167564753175387,0.0422769009190092,RAC2,0.416226544502855,0.00131421839250051,0.0642357513285687,TRUE,FALSE,0,0,0.00131421839250051
hsa04650,PPrel,activation,1,VAV2,0.323530394391601,0.000167564753175387,0.0422769009190092,RAC3,0.296277626643266,0.00259725256489118,0.0745214814612773,TRUE,FALSE,0,0,0.00259725256489118
hsa04650,PPrel,activation,1,PIK3R2,0.268794809673499,0.00604856153799963,0.0920119170685281,RAC2,0.416226544502855,0.00131421839250051,0.0642357513285687,TRUE,FALSE,0,1,0.00604856153799963
hsa04650,PPrel,activation,1,PIK3R2,0.268794809673499,0.00604856153799963,0.0920119170685281,RAC3,0.296277626643266,0.00259725256489118,0.0745214814612773,TRUE,FALSE,0,1,0.00604856153799963
hsa04650,PPrel,activation,1,PLCG1,0.182449170261676,0.0082697963729943,0.0997947821115051,VAV2,0.323530394391601,0.000167564753175387,0.0422769009190092,TRUE,FALSE,0,1,0.0082697963729943
hsa04650,PPrel,activation,1,ZAP70,0.245306114533064,0.0104425794307658,0.104571409505261,PIK3R2,0.268794809673499,0.00604856153799963,0.0920119170685281,TRUE,FALSE,0,1,0.0104425794307658
hsa04650,PPrel,activation,1,ZAP70,0.245306114533064,0.0104425794307658,0.104571409505261,SHC1,0.221586875098124,0.00936978753866645,0.101402872959854,TRUE,FALSE,0,1,0.0104425794307658
hsa04650,PPrel,activation,1,KRAS,-0.248737657296002,0.0173365303927831,0.124321581462778,ARAF,0.308661107681488,0.0151374004972875,0.1174497464378,FALSE,FALSE,0,1,0.0173365303927831
hsa04650,PPrel,activation,1,SOS2,-0.242208708988776,0.0178555653576005,0.125376438980172,KRAS,-0.248737657296002,0.0173365303927831,0.124321581462778,TRUE,FALSE,0,2,0.0178555653576005
hsa04650,PPrel,activation,1,SOS2,-0.242208708988776,0.0178555653576005,0.125376438980172,HRAS,0.236375195318022,0.0186148363045659,0.127141536662267,FALSE,FALSE,0,2,0.0186148363045659
hsa04650,PPrel,activation,1,HRAS,0.236375195318022,0.0186148363045659,0.127141536662267,ARAF,0.308661107681488,0.0151374004972875,0.1174497464378,TRUE,FALSE,0,1,0.0186148363045659
hsa04650,PPrel,activation,1,ZAP70,0.245306114533064,0.0104425794307658,0.104571409505261,PIK3CA,-0.194162266153804,0.025007761246042,0.141319286744511,FALSE,FALSE,0,1,0.025007761246042
hsa04650,PPrel,activation,1,PIK3CA,-0.194162266153804,0.025007761246042,0.141319286744511,RAC2,0.416226544502855,0.00131421839250051,0.0642357513285687,FALSE,FALSE,0,1,0.025007761246042
hsa04650,PPrel,activation,1,PIK3CA,-0.194162266153804,0.025007761246042,0.141319286744511,RAC3,0.296277626643266,0.00259725256489118,0.0745214814612773,FALSE,FALSE,0,1,0.025007761246042
hsa04650,PPrel,activation,1,TYROBP,0.406174563946395,0.0269320311575475,0.147094104479087,ZAP70,0.245306114533064,0.0104425794307658,0.104571409505261,TRUE,FALSE,0,0,0.0269320311575475
hsa04650,PPrel,binding/association,1,TYROBP,0.406174563946395,0.0269320311575475,0.147094104479087,NCR2,0.142370736915183,0.0110181351572962,0.10684081628777,TRUE,FALSE,0,0,0.0269320311575475
hsa04650,PPrel,activation,1,CD247,0.200867777069591,0.030593510575091,0.156256616299057,ZAP70,0.245306114533064,0.0104425794307658,0.104571409505261,TRUE,FALSE,0,0,0.030593510575091
