gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,sig,deg_call,logFC_paper,P_paper,adjP_paper,sig_paper,logFC_sex,P_sex,adjP_sex,logFC_GSE15653,P_GSE15653,logFC_GSE64998,P_GSE64998,consistent_both_datasets
DHX9,0.135782892959421,6.62858917560136,1.38406138142802,0.176661134992991,0.374538158895641,-5.06495123665274,NS,NS,0.0984856902447303,0.287288161839457,0.503058925485152,NS,0.0783032405765768,0.420338698556284,0.675714166663012,0.297135404103425,0.085576140271924,-0.0247463910869102,0.766185044540907,FALSE
CASP1,0.125648217971548,5.92483714922196,1.38405614491285,0.176662722239853,0.374538158895641,-5.06495778749459,NS,NS,0.116704737228646,0.163018176870032,0.370473351079732,NS,0.149591791364483,0.123717280510449,0.394047919544512,-0.000356278644219942,0.997178304103234,0.251009834502543,0.115207420094619,FALSE
TOB1,-0.186686394871473,8.44898859806179,-1.38393854860341,0.176698369950998,0.374538158895641,-5.06510489392859,NS,NS,-0.203190753313067,0.118941938173912,0.312761635121035,NS,-0.176592954048301,0.224093420143743,0.507634139254663,-0.104562877727963,0.644920896544866,-0.268390914478536,0.0558593662554601,TRUE
WEE1,-0.178494632782799,6.31329377686925,-1.38390170523227,0.176709539673567,0.374538158895641,-5.06515098069588,NS,NS,-0.145370375398737,0.244223723176726,0.460013595637471,NS,-0.103444511580362,0.419296567092248,0.674616113590699,-0.407483666996364,0.0531607116290584,0.0493260900317147,0.716004703480722,FALSE
TIMM50,0.0873744205729198,6.22985113841543,1.38384675634624,0.176726199432131,0.374538158895641,-5.0652197133701,NS,NS,0.0798867526718757,0.191243911108447,0.405880536037994,NS,0.0986173654036075,0.145596573192153,0.422795143793841,0.186865339754884,0.0455868421539541,-0.0116088918785253,0.882024906673985,FALSE
TRIM17,0.139667895578608,4.9931452174288,1.38348975019167,0.176834468828766,0.374701285100529,-5.06566621575697,NS,NS,0.0931632706243237,0.327780780229059,0.540846776693349,NS,0.0860155162205969,0.397430273089772,0.65598451808321,0.349499797598853,0.0493342180634211,-0.0690934355129631,0.40338552045552,FALSE
RGSL1,-0.0870396401192216,4.41276026799579,-1.3830800196487,0.17695879198591,0.374898364476255,-5.06617853617818,NS,NS,-0.0863211966277615,0.153224904860563,0.358143022450343,NS,-0.0749957757317068,0.263782108385927,0.545800103974475,0.0607777018929929,0.482836917084352,-0.234102812019128,0.0136947971799007,FALSE
HIPK3,-0.125730929928659,6.15079813137278,-1.38281453167262,0.177039384644014,0.374956903442453,-5.06651042750576,NS,NS,-0.118136219377366,0.182153400641527,0.394847096230374,NS,-0.083419873477354,0.36924492225929,0.636648212559139,-0.203906352673703,0.144762920198572,-0.047954361381293,0.661811548791042,TRUE
SCTR,0.0937248410245241,4.56790116756181,1.38271124340568,0.177070747034062,0.374956903442453,-5.06663953505169,NS,NS,0.0913053254824037,0.166370582916733,0.374255659278303,NS,0.106523453005626,0.143939429253441,0.420713585698779,0.117738460692361,0.297275462326346,0.0698337398243802,0.410076002873496,TRUE
SLC27A5,0.163033969195265,10.324445822572,1.38267951501947,0.177080381896394,0.374956903442453,-5.06667919299247,NS,NS,0.105884746299699,0.335262151896481,0.547355581958908,NS,0.0908498293572611,0.433108579797493,0.685778089851259,0.394391840979083,0.0649178030788358,-0.0671435052835338,0.407928544923633,FALSE
ZMYM2,-0.140372386147091,6.77190572007404,-1.38244416551002,0.177151862580495,0.375041927288009,-5.06697333628968,NS,NS,-0.109538031877582,0.254049859114919,0.4698725341146,NS,-0.119173096122583,0.270511173446727,0.551901801040255,-0.28010863468734,0.106981645589658,-0.0013490776504157,0.987502160641412,TRUE
HYAL4,-0.084726351531271,3.40196504210679,-1.38230795591958,0.177193242668822,0.375063207431249,-5.06714355313425,NS,NS,-0.0879134328030167,0.139985270633283,0.341763251680136,NS,-0.0707857751006956,0.277170950451862,0.558523468132266,-0.0593889254500884,0.56063441227783,-0.109934505030406,0.125875931312766,TRUE
ISCA1,0.135084894500898,7.25654485584376,1.38194765528069,0.177302737468312,0.375178961077686,-5.06759373911733,NS,NS,0.133892894497221,0.156436459559949,0.362535287234168,NS,0.126054072475748,0.230102672920162,0.511922258813533,0.171839968106061,0.216774188881892,0.0985173467814775,0.483786151504075,TRUE
C7,-0.390106437716507,8.83742689008362,-1.38192177365372,0.177310604892879,0.375178961077686,-5.06762607358225,NS,NS,-0.388712393289253,0.15685125896766,0.363145092314992,NS,-0.502479114079479,0.0920296968259153,0.353339833634604,-0.447052485288637,0.251332777102973,-0.333450931203419,0.416110327014362,TRUE
BMP15,-0.156753280111761,4.02745031309421,-1.38155176748032,0.177423108217605,0.375326645169589,-5.06808827247996,NS,NS,-0.0979709651117259,0.33837822321614,0.550341541685046,NS,-0.0656360967772048,0.527483492847606,0.754279860146088,-0.344514143582121,0.0999680840968762,0.030049619769462,0.644094183872342,FALSE
PCNX1,-0.0902705859652897,7.13609122779724,-1.38148603172487,0.177443101541921,0.375326645169589,-5.06817037603455,NS,NS,-0.0906108446031145,0.153111013689394,0.358116940466754,NS,-0.102627065648248,0.142627357609835,0.418638790866891,-0.0948291157323606,0.358769386055621,-0.0857353140031517,0.277063291556473,TRUE
ACD,0.0946562446007161,5.46915598674722,1.38127539919034,0.177507176646967,0.37536235292807,-5.06843343186131,NS,NS,0.0728030389631497,0.263803958264734,0.480929037360347,NS,0.0969523923218792,0.189571308584727,0.473019530299365,0.198401662073288,0.102770286704128,-0.00855985951740399,0.902592972429346,FALSE
OR6A2,-0.142673276408504,4.06287426744186,-1.38116962865555,0.177539359218873,0.37536235292807,-5.0685655139286,NS,NS,-0.146962178559666,0.143801787169339,0.346049245425391,NS,-0.113905021765793,0.297233805644172,0.57608598367687,-0.0197956148506409,0.890285188127846,-0.264924011121684,0.0800587826320907,TRUE
GLRA2,-0.0798960701729731,4.34053424644793,-1.38112137374426,0.177554043153329,0.37536235292807,-5.06862576983048,NS,NS,-0.0639106391961111,0.249564842999491,0.465750631393593,NS,-0.0303519000973294,0.554868305537854,0.772329199856725,-0.163493609461656,0.129545451286925,0.00327495105811508,0.953547951304839,FALSE
DNAI7,0.061964577540484,3.0366691047443,1.38040770360898,0.177771323459687,0.375755346832517,-5.06951671556231,NS,NS,0.063000852616007,0.143760189083427,0.346018693949896,NS,0.0762755979110267,0.109629340189807,0.37621251910144,-0.0380268456219635,0.498243952014177,0.161445840380675,0.0176883402319952,FALSE
RPS7,-0.141254972957795,8.97854071590622,-1.38023947201792,0.177822572670243,0.375786607351949,-5.06972667744912,NS,NS,-0.144788706382398,0.133924856931268,0.333067960590851,NS,-0.184459965635606,0.08595165281986,0.344179626246885,-0.124185372756876,0.505203291927907,-0.158237483361768,0.0855274038533606,TRUE
CD33,-0.134849718492149,6.29220182783569,-1.38015309532266,0.177848890515882,0.375786607351949,-5.06983447145452,NS,NS,-0.128308400455817,0.17772728999249,0.388843405663393,NS,-0.0797636816906844,0.412901607366724,0.670011476889522,-0.188373835745258,0.234763566902362,-0.0815986834699225,0.501766159203825,TRUE
PTRH2,-0.159449224168558,6.33107914769725,-1.38001951024242,0.177889598138495,0.375806294144003,-5.07000116770701,NS,NS,-0.101051325183625,0.360987904316212,0.572557500910555,NS,-0.0997595293751165,0.392779264105621,0.653467669520914,-0.519108085314024,0.00608534857430132,0.198374642787392,0.036226243045483,FALSE
FAF2,-0.0977366843596566,7.71256396541243,-1.37959426346864,0.178019232900371,0.376013806683705,-5.07053172502444,NS,NS,-0.0774196185450803,0.246206395764753,0.462268731407422,NS,-0.0733418220166283,0.320376330925114,0.597640599394998,-0.183138021763704,0.145056720146948,-0.0127710680648162,0.832695127006019,TRUE
RELN,-0.184328608371826,8.52495994146268,-1.37909994953825,0.178170015383956,0.376265906540258,-5.071148274657,NS,NS,-0.157013682021194,0.226557852537612,0.442183014440869,NS,-0.0943259762853442,0.463911490606959,0.709044857084963,-0.475520705616639,0.0215508897236545,0.105377814907453,0.482314498783969,FALSE
FUS,0.176316511069542,8.20052106928954,1.37889363285515,0.178232978500927,0.376284308421621,-5.07140555312266,NS,NS,0.123425047530953,0.301639991277446,0.516111758692809,NS,0.115972551976746,0.37424982816367,0.640273053914503,0.387061120634533,0.0892382081918424,-0.0333528708956256,0.724629976069557,FALSE
COPS7A,0.092028169969129,7.45593197644365,1.37886541990717,0.178241589797779,0.376284308421621,-5.07144073227584,NS,NS,0.0722951381227436,0.254858365604958,0.470858696454098,NS,0.0506492088587548,0.436478449267169,0.687923693274137,0.186821548885543,0.11104344594295,-0.00228156925893915,0.970481221889777,FALSE
ARHGAP28,-0.109589558185527,4.20919356737064,-1.37836175044584,0.178395377077076,0.376415150448397,-5.07206865983639,NS,NS,-0.107417609233068,0.164770241582456,0.372399911018778,NS,-0.0847786950639729,0.310749726030262,0.590259234138608,-0.139876625665574,0.241299354615175,-0.0794570165599719,0.476755244716232,TRUE
IGLL1,0.119376188779429,4.95552439830918,1.37835611038773,0.178397099764472,0.376415150448397,-5.07207569019697,NS,NS,0.10454380631066,0.211559437271242,0.427008281472063,NS,0.0626459083343069,0.455745517708015,0.703162046308962,0.208291382490442,0.14672261526232,0.0309146440159224,0.752141970233669,TRUE
NGF,0.109697885484644,5.18951446333614,1.37835351646269,0.178397892051805,0.376415150448397,-5.07207892352905,NS,NS,0.0773862965402206,0.306245313758827,0.520569202942024,NS,0.0841076301247412,0.314142706292413,0.593342715836548,0.269157025996859,0.0529846141328214,-0.0489476879841414,0.512911396375376,FALSE
CTSS,0.174906578280443,7.2063968069114,1.37799722448994,0.178506743868424,0.37655158825946,-5.07252299171343,NS,NS,0.176014423464032,0.13988272248617,0.341631161486011,NS,0.121277997547324,0.354470547134591,0.624780299071325,0.199748116247675,0.185707998358005,0.150191782853856,0.476479392313103,TRUE
MORN3,0.133548017667171,5.79014802677121,1.37792878998097,0.178527657443258,0.37655158825946,-5.07260827431855,NS,NS,0.102546274972047,0.256185907199337,0.472218272669817,NS,0.12597867916287,0.227240392996546,0.509798465121281,0.255290223195819,0.15688758786303,0.0124269458402004,0.867982059742839,TRUE
GPM6B,-0.0801370501231491,4.55895191523697,-1.37766037181337,0.178609704488736,0.37655158825946,-5.07294273952722,NS,NS,-0.0794964189475999,0.15431804495349,0.359225283722183,NS,-0.0771138237190209,0.217879654103903,0.501144134280869,0.0172588572746802,0.834098939865429,-0.177036039626093,0.0497476477167429,FALSE
SNRNP70,0.150352612757835,8.54913261445417,1.37765430877544,0.178611558110434,0.37655158825946,-5.07295029378198,NS,NS,0.145236255057101,0.171543570492881,0.380521238565534,NS,0.096679544515664,0.382827160516357,0.6457409559774,0.194830727208733,0.271569294536647,0.106101427462299,0.414630339700934,TRUE
NDUFS8,0.200337843957009,7.08145611754668,1.37762728962407,0.178619818720805,0.37655158825946,-5.0729839579977,NS,NS,0.127477622002169,0.314214174365175,0.528264582993945,NS,0.0987900628823185,0.477140558369254,0.718258942471476,0.400759338912361,0.143127469287082,0.000938907649388314,0.988702390114784,TRUE
CX3CR1,-0.192943174958188,5.30268720244539,-1.37748096599246,0.178664559679451,0.376579596563801,-5.0731662583283,NS,NS,-0.178692378317635,0.18865927258854,0.403270330159696,NS,-0.145708945409683,0.321359111043533,0.598058647196204,-0.527182740112828,0.00743255055470588,0.139591086292601,0.446755999934691,FALSE
ZNF552,-0.135115958263344,5.34608825781615,-1.37723879520468,0.178738626801372,0.376603631487789,-5.07346793474802,NS,NS,-0.1069237065254,0.250819158351413,0.4663857186416,NS,-0.0729207094238664,0.446717101061294,0.695564856455309,-0.263789189042212,0.121683109551782,-0.0070992235598808,0.938864365486433,TRUE
FPR2,0.0968390155326391,3.73021053343759,1.37721180703119,0.178746882530191,0.376603631487789,-5.0735015515286,NS,NS,0.0752010524517499,0.264143170918389,0.481400828472364,NS,0.114075947821241,0.13018116716053,0.402304835633936,0.217318157342555,0.0708775962226739,-0.0230254367782476,0.737995652943866,FALSE
SCMH1,0.0893981148677149,7.04236185731852,1.37713514918217,0.178770333924583,0.376603631487789,-5.07359703429921,NS,NS,0.0887625059356783,0.154224013334802,0.35913300777586,NS,0.0705667734196289,0.300617916083724,0.580109234583228,0.114885068788401,0.227963364671223,0.0640411964262141,0.480980885346667,TRUE
ADGRB2,0.0824014368647733,4.45421846676843,1.3767726262532,0.178881270593641,0.376771036514263,-5.07404851948359,NS,NS,0.0811107355005723,0.16109513491324,0.367944471608202,NS,0.0482237826091437,0.417433725056486,0.673428992908806,0.132208341793597,0.143914321292924,0.0328486487978321,0.705915826329074,TRUE
PRKAG2,0.144334536180236,6.80918181522521,1.37591962824837,0.179142511226382,0.377254906667062,-5.07511043242813,NS,NS,0.123635069769298,0.224482351419395,0.440285503144332,NS,0.13306996076587,0.237630899731165,0.518984367145378,0.425625861569391,0.00567879058220986,-0.135521629385506,0.258537117606006,FALSE
ARPC3,-0.177894642792804,7.43844346124839,-1.37571995971994,0.179203705102593,0.377265445044811,-5.07535892059476,NS,NS,-0.110390955635623,0.348264819156419,0.560180896807825,NS,-0.190932378601484,0.171434579336241,0.455080883328932,-0.406992014562891,0.0827917245257624,0.0500338648355982,0.509708323087707,FALSE
ITPKB,0.0958836430136599,5.34418109904637,1.37565138876095,0.179224724314918,0.377265445044811,-5.07544425013529,NS,NS,0.0944843433970714,0.161427207782754,0.368396212652522,NS,0.0803064062155775,0.278230001565071,0.558981302019974,0.149400127172244,0.160792232295192,0.0426402021415976,0.673278451544913,TRUE
GTPBP8,-0.127826830016775,6.07702997518437,-1.37559486406728,0.179242052406857,0.377265445044811,-5.07551458654335,NS,NS,-0.140028386948215,0.123519325965447,0.319075460529372,NS,-0.133105472139984,0.184566233080413,0.466718249288311,-0.022732341312648,0.875161646865702,-0.23238512234996,0.0523728427612995,TRUE
RPH3A,-0.0955895282289045,4.54926201842625,-1.37543304688509,0.179291665983498,0.377303537555711,-5.07571592955149,NS,NS,-0.0878528974502157,0.191940641158008,0.406534463017263,NS,-0.0662875926881779,0.354968759902399,0.624953822581106,-0.138667922110129,0.259547951073393,-0.0527309220715675,0.494092989020188,TRUE
BTG1,0.251955188727793,8.95255786393493,1.37528410872331,0.179337340302774,0.377333328313674,-5.07590122942981,NS,NS,0.14524469092163,0.395803906721744,0.601875317067536,NS,0.145798726820115,0.423318795907618,0.677539975461575,0.702528119667747,0.0283404006726268,-0.196318900727771,0.0890573075603193,FALSE
TYRP1,-0.0992524499983228,2.91462360086793,-1.37494522309813,0.179441298995122,0.377416741217231,-5.07632278529186,NS,NS,-0.0928022260536753,0.185101396752768,0.398437450246916,NS,-0.0477815205165492,0.48579052235796,0.724811083458313,-0.223446659762332,0.0307336236470844,0.0243081158383174,0.800366903572697,FALSE
KCNC1,-0.090840371091189,5.38881058343192,-1.37478825205582,0.179489468377166,0.377416741217231,-5.07651801830072,NS,NS,-0.0704217043702101,0.269400936113282,0.486099172139896,NS,-0.0480739610155186,0.453323537436048,0.701490728890123,-0.246974749578752,0.0288948053407774,0.0644974034244972,0.370525680153805,FALSE
FABP2,0.0916818129134911,4.35999873680954,1.37477271923715,0.179494235450707,0.377416741217231,-5.07653733621435,NS,NS,0.0682848433218124,0.270601868732191,0.487384620499744,NS,0.0666425284244378,0.336661614743408,0.610266606327085,0.182322596488794,0.153911887940804,0.00150348231561389,0.975844702139483,TRUE
MPZ,-0.117232262408104,5.05891848524239,-1.37473689037084,0.179505231825821,0.377416741217231,-5.0765818952661,NS,NS,-0.111780216072716,0.17703185710746,0.387992953537903,NS,-0.0896450943242254,0.316716957322876,0.594985784559084,-0.212465024827214,0.104346404953952,-0.0224853814299079,0.847625704500115,TRUE
B4GALT5,-0.192647171650078,7.48063987968921,-1.3746411801763,0.179534609190789,0.377416741217231,-5.07670092157198,NS,NS,-0.140894903029625,0.283300681143966,0.499436865653889,NS,-0.181829596086867,0.228258548328689,0.510500904276307,-0.405711888061124,0.100361736997238,0.0193304798813211,0.857088825609581,FALSE
IVNS1ABP,-0.0900150175078831,6.69240524223641,-1.3741971210782,0.179670958200044,0.37757941730847,-5.07725306406332,NS,NS,-0.0914289373640742,0.15069523854611,0.355422260810486,NS,-0.064420518520369,0.341429473361292,0.614093828783793,-0.0825228213784059,0.43615317627875,-0.0974689881469043,0.219982043267504,TRUE
DPYS,0.125662162395786,10.223777353484,1.3741837332857,0.179675070197657,0.37757941730847,-5.07726970801091,NS,NS,0.109209340252126,0.188051251717819,0.402385984908977,NS,0.0839075645458269,0.369357896682519,0.636710257607359,0.173787316865729,0.312135802466122,0.0777825444282407,0.21561121858505,TRUE
DNAJC6,0.0758786258758807,3.59355544900538,1.37375545639642,0.17980665223277,0.37778961750276,-5.07780207502294,NS,NS,0.0785245670138957,0.141662169515339,0.343896391128249,NS,0.0803258001097364,0.177398956147517,0.461098632869752,-0.0059094206587332,0.937481812844921,0.157249386458788,0.0583932857673073,FALSE
SLC7A8,0.165180958283211,7.66724909963015,1.37343593195058,0.179904870633074,0.377799438684824,-5.07819916369549,NS,NS,0.166806084379392,0.132714273178751,0.331472447598823,NS,0.175500870494273,0.176435083241827,0.459725878143764,0.183970079092996,0.176007079238663,0.146487700334702,0.478709406569916,TRUE
STMN1,-0.0997773756278627,4.30949708831197,-1.37343580958306,0.179904908255567,0.377799438684824,-5.07819931575216,NS,NS,-0.0848142905617688,0.228348983656682,0.443926944945432,NS,-0.0744090967740946,0.327151244045075,0.602469572943798,-0.209013276764658,0.0899253357359567,0.00890119948272476,0.912703169213509,FALSE
SARDH,0.198653442220089,8.37239213960277,1.37343226739191,0.179905997322267,0.377799438684824,-5.07820371735467,NS,NS,0.128623640319555,0.353235958398883,0.565011058554675,NS,0.105528533316867,0.453636921405557,0.701490728890123,0.630544659031916,0.00733418876396876,-0.231034247975353,0.0449862763454795,FALSE
DLG3,0.0808952577487254,5.07060301923339,1.37317738573267,0.179984375646916,0.377897745570831,-5.07852041276772,NS,NS,0.0801701234528475,0.161176821795278,0.368035268078021,NS,0.0739432963441921,0.241449035079221,0.522812054253651,0.0945685964911834,0.371409079730038,0.0672916809386262,0.340444611169952,TRUE
LRRK1,0.136571142313006,5.62179004530366,1.37291881617078,0.180063915282286,0.377956126220819,-5.07884163808346,NS,NS,0.144216246269259,0.12358443956521,0.319075460529372,NS,0.136893189984134,0.20243937040256,0.486065963252486,0.303362680403364,0.011310993830016,-0.029369418542194,0.854480048322004,FALSE
HJURP,0.0778416183480405,4.87270090744555,1.37288174521525,0.180075321079481,0.377956126220819,-5.07888768763011,NS,NS,0.0821948962771096,0.129101603889439,0.326989447837117,NS,0.125542461489126,0.0181933769726453,0.217732686431712,0.0623642469830033,0.552754053694335,0.0932400235326419,0.12735623270605,TRUE
CCSER2,-0.112954162745966,7.38802235200185,-1.3726745167151,0.180139090450816,0.378023696910984,-5.07914508692597,NS,NS,-0.0827917143380616,0.29240057941877,0.507777739599872,NS,-0.0699247791449035,0.398047940087511,0.656297916256284,-0.282095608420224,0.0446417317927406,0.0553243163687259,0.454926046114068,FALSE
CD82,0.123271590350583,8.26516234374509,1.37218723237017,0.180289109469438,0.378272207950949,-5.07975021106963,NS,NS,0.103687633995918,0.232866514000256,0.448356047862828,NS,0.0808118797098023,0.376935270919251,0.642323238697774,0.347617671767035,0.0143930284801491,-0.099929868201502,0.298829508388386,FALSE
SENP7,-0.10695894177275,4.43398362895457,-1.37177757249531,0.180415305900783,0.378470657481018,-5.08025879381229,NS,NS,-0.0886626777745644,0.205803102169634,0.421679743141342,NS,-0.123405095264119,0.14078557556568,0.415895834131651,0.0876401973275358,0.0911584156000245,-0.300565228122525,0.0355268316935157,FALSE
ITIH4,0.183749657301962,11.935550370522,1.37154408386853,0.180487263324632,0.378508700206947,-5.08054860496806,NS,NS,0.0959047978924659,0.423964723915717,0.626375866284195,NS,0.151516299554332,0.287130132830233,0.566460599890159,0.464382771639981,0.0645847426358226,-0.0954516554322885,0.103611062311017,FALSE
EXOC7,0.142619244029438,7.72116266894027,1.37151355648505,0.180496673027185,0.378508700206947,-5.0805864930378,NS,NS,0.125007916105458,0.17359836910253,0.383453814556363,NS,0.0824871134307519,0.42395240512609,0.677916147211105,0.189309787723715,0.330933791600446,0.0961669173948226,0.131828809595534,TRUE
SLC25A36,-0.19509819610634,5.95638679807367,-1.37131193693587,0.180558829470988,0.378572733174549,-5.08083670810903,NS,NS,-0.168553048839118,0.223511188730764,0.439080586270829,NS,-0.119440113723287,0.40448942904394,0.662092896433422,-0.441542459409199,0.0480743602175831,0.0500886985061986,0.764509268639702,FALSE
ZBTB16,-0.353313912734783,7.1057780095719,-1.37115525156686,0.180607144882475,0.378607728687269,-5.08103113653613,NS,NS,-0.357378219334183,0.146603513583205,0.349907748129611,NS,-0.408161234700885,0.141023146843039,0.416152110920598,-0.59163279730616,0.0624385513345465,-0.116210940839791,0.774914749743141,TRUE
NCF2,0.131515978832696,5.33649209486925,1.37087569879992,0.18069337268049,0.378678816688157,-5.08137798104714,NS,NS,0.133559719467249,0.130140365503846,0.327921991400813,NS,0.102190815540933,0.311728559514228,0.590882570377507,0.157056836975459,0.138413151124335,0.106105431190661,0.530536665025205,TRUE
REPIN1,0.111050010223428,7.81703595241983,1.3707698935899,0.180726016583114,0.378678816688157,-5.08150923875589,NS,NS,0.085998114329519,0.259087840651549,0.475706292707816,NS,0.0588700432083986,0.453618467764183,0.701490728890123,0.21414926428764,0.144183550706226,0.00847677276158692,0.901653391045454,TRUE
AOC1,-0.374161001611698,5.60293110913253,-1.37073770985462,0.180735947089553,0.378678816688157,-5.08154916285611,NS,NS,-0.377788308516052,0.132067813842853,0.330362696892319,NS,-0.37370700759733,0.205366933105726,0.489478981314306,-0.421450634237543,0.119764655213832,-0.327112642621702,0.501065737698602,TRUE
CERS2,0.124830955930346,10.5271204333188,1.36998196829056,0.180969258637976,0.379080271256776,-5.0824864292573,NS,NS,0.105250184486224,0.225934870244586,0.441759311868069,NS,0.0811821815436459,0.38103433689572,0.64468585047023,0.223395256467966,0.168770790566182,0.0267695344771004,0.752200510921135,TRUE
DLG4,0.146355756064992,6.48093910116444,1.36991196689651,0.180990881264929,0.379080271256776,-5.08257322176023,NS,NS,0.124172854412012,0.231160772055387,0.447012883709755,NS,0.111135980385988,0.321250626665666,0.597949704981554,0.335257595647623,0.0534532090563603,-0.041582298621813,0.731498312248397,FALSE
STX2,0.130564918127051,7.18936984925774,1.36868948786412,0.181368816111084,0.379805399069774,-5.08408831049974,NS,NS,0.129329165442663,0.156667721876221,0.362790322302152,NS,0.164327019226117,0.103922049905669,0.367529401572992,-0.00459435768770672,0.970014171993017,0.265034605799894,0.0724409948180537,FALSE
IMPDH1,0.113122625409498,6.44384268448121,1.36796256751799,0.181593838488546,0.380210114442966,-5.08498866491148,NS,NS,0.0957021363973743,0.203930680504213,0.419134438969345,NS,0.0619094533277117,0.444567231843252,0.693429911650337,0.168601027860007,0.279502947656495,0.0579272760327142,0.387551522732356,TRUE
SYNJ1,-0.118536750040982,5.09955537431119,-1.36779016265783,0.181647239338472,0.380229210016998,-5.08520214213397,NS,NS,-0.0784750978331756,0.341305119450245,0.553372818263588,NS,-0.0590097576538281,0.477583746822592,0.718388691803402,-0.32903276653816,0.0227537639992387,0.0908853071883555,0.247565044535798,FALSE
TYMS,0.191041998874012,6.13546062046843,1.36772805844563,0.181666478558071,0.380229210016998,-5.08527903580365,NS,NS,0.227205331184109,0.0940663014370878,0.277653294084027,NS,0.122347442877997,0.389067856255878,0.650383489093137,-0.00259719436764564,0.990921513170438,0.383693237048109,0.0122481614210608,FALSE
TAAR3P,-0.226142759595626,4.99773596065072,-1.36730328607405,0.181798111097968,0.380438207667344,-5.08580488145567,NS,NS,-0.233852982037041,0.119560161437457,0.31381002157915,NS,-0.180723644124874,0.302036594102499,0.581835828893268,-0.306728102153213,0.0505913862757735,-0.145968566744965,0.625407923976735,TRUE
TLN2,0.114734341603314,5.83963469345506,1.36696373162829,0.181903388970764,0.380591991044736,-5.08622512925202,NS,NS,0.0790124912648684,0.325195785240157,0.53861243931995,NS,0.0813299680539122,0.349513906709737,0.621658073262363,0.326257025521958,0.0247188053581397,-0.0957091449483977,0.214625025992398,FALSE
LY6G6D,0.0741016165438862,5.24697619109371,1.36679046149597,0.181957129188436,0.38063790855215,-5.08643954100504,NS,NS,0.0612768188426295,0.238609479577226,0.454298826279909,NS,0.0761468831916583,0.191955238904186,0.475448994032898,0.150604363182039,0.13219399630492,-0.00201080995836009,0.973222124179038,FALSE
TAF4,-0.0758114267270334,5.91858906991115,-1.36665528632236,0.181999062742857,0.380659115855604,-5.08660679596985,NS,NS,-0.0733919032503435,0.170143811045375,0.378547055535259,NS,-0.0497075627867774,0.37791221173444,0.642886586084508,-0.173550642435966,0.0344657235788224,0.0214291195139963,0.770057218185308,FALSE
SCNN1B,0.0785935558813744,5.17314202798467,1.36639838047172,0.1820787799158,0.380743220466104,-5.08692463092934,NS,NS,0.0763912573299059,0.168771744781358,0.377168461631912,NS,0.0869898657979761,0.159589886766583,0.440895915486011,0.195409924445797,0.038625733267826,-0.0376268108026181,0.622106209503336,FALSE
RNF170,-0.0835837071877505,5.41499914008364,-1.36632072971804,0.182102880085943,0.380743220466104,-5.08702068746258,NS,NS,-0.0830646267133471,0.161028172680026,0.367944471608202,NS,-0.0748792714529779,0.252369955322111,0.533078697034215,-0.119070539013766,0.162488648895253,-0.048277930626153,0.577495881836636,TRUE
LIN7C,-0.14978299982399,6.3955700425716,-1.36602177312152,0.182195689330456,0.380795710365347,-5.08739046207561,NS,NS,-0.117950119332032,0.25715806834103,0.473228125880412,NS,-0.133431869636711,0.255996742309219,0.536922516082385,-0.302095567002368,0.102523257646089,0.00175246241980456,0.985403971139185,FALSE
R3HCC1L,0.0736626792811698,5.0878964619845,1.365955025447,0.182216415771655,0.380795710365347,-5.08747301155013,NS,NS,0.0721215894826406,0.168326335783606,0.376727532543885,NS,0.0958231767453737,0.0903665123731356,0.351255807185448,0.0787861784445422,0.314585609229746,0.0685653204196511,0.349035354942968,TRUE
BRD7P3,-0.0779595954282374,3.92925907304275,-1.36593251320266,0.182223406672492,0.380795710365347,-5.08750085253359,NS,NS,-0.0775302425865729,0.159153805033088,0.365386307770432,NS,-0.0716318762004793,0.241965545884116,0.523291177135279,-0.0603086692988483,0.487395720989427,-0.095520465812068,0.253024965772975,TRUE
SDHAF3,-0.0743038518868504,4.54456005848688,-1.36576745952337,0.182274668450286,0.380836357886008,-5.0877049628428,NS,NS,-0.0728278842451491,0.167413872321501,0.375654179199752,NS,-0.0457485241311414,0.402803351642933,0.660831148770337,-0.111427795291189,0.148394941209521,-0.0373693163570262,0.640354991461247,TRUE
GRIN1,0.152720470556095,5.79209375714716,1.36551596392874,0.182352798658707,0.380887363030624,-5.08801592837756,NS,NS,0.105791912041957,0.312421812151487,0.526339153537875,NS,0.0908352604089623,0.416992845848568,0.673080538020636,0.349145827699367,0.0852047367731098,-0.0427027163976741,0.615948146274525,FALSE
PARP4,-0.112567859125436,8.27268821316801,-1.3653943009892,0.182390604118349,0.380887363030624,-5.08816634240601,NS,NS,-0.0942321581516228,0.232308498811955,0.448279067590057,NS,-0.125621176660731,0.156056604185813,0.43672502695478,-0.213803041311955,0.130734501180613,-0.0118491829704812,0.878783687991913,TRUE
SIAH1,-0.143259220437418,6.32022012634899,-1.36529584943307,0.182421201359972,0.380887363030624,-5.08828805122285,NS,NS,-0.115683376287903,0.250956817656071,0.4663857186416,NS,-0.10757967599003,0.327457064871645,0.602664132380663,-0.294536989917151,0.101106151123976,0.00724672368782804,0.945351593191071,FALSE
