gene,module,GS_T2D,GS_p,MM_green,MM_magenta,kME_own,hub
MUTYH,turquoise,0.289938842464343,0.0733837345110702,0.285148349345104,-0.42120328668636,0.516734902026908,FALSE
MVB12B,turquoise,0.292588464480978,0.0706763848546836,0.525438057533683,-0.497826001828419,0.543621908274068,FALSE
MVD,darkturquoise,0.327976230748366,0.0415160250224866,0.566730649931628,-0.437987910657368,0.772295940376324,FALSE
MVK,darkturquoise,0.379467571988575,0.0171931266964616,0.624118782440507,-0.457254206999926,0.721885627785017,FALSE
MVP,turquoise,0.318268540079021,0.0483133874264472,0.810382514103336,-0.767516616653805,0.771658401751796,FALSE
MX1,turquoise,0.0741737767559388,0.653602458888866,0.505128226179522,-0.321005100827256,0.24449362996788,FALSE
MX2,blue,-0.114783204448563,0.486551684493021,-0.166982077902483,-0.0305784162103275,0.39097939456319,FALSE
MXD1,grey,0.0838510328010672,0.611798674407064,0.280452547753101,-0.170254924277929,,FALSE
MXD3,purple,-0.0622065158633409,0.706764567649209,-0.193530059380568,-0.000537224080961626,0.672318132044852,FALSE
MXD4,green,0.376935047451893,0.0180125814134887,0.840469657741523,-0.617782985752953,0.840469657741523,TRUE
MXI1,magenta,-0.248364746257253,0.127365232717525,-0.643395044219573,0.667720378332057,0.667720378332057,FALSE
MXRA5,blue,-0.151445766428146,0.357399827098042,-0.15802148043956,0.136864333533814,0.606604333444464,FALSE
MXRA7,tan,-0.00801632306219844,0.961370481774113,-0.205703935046288,0.0135287153603735,0.823424848953808,FALSE
MXRA8,black,0.00252948065399947,0.987806678880778,-0.309020443483334,-0.0335835624897456,0.61555873575449,FALSE
MYBBP1A,green,0.125650383512642,0.445949903617671,0.509232720331297,-0.448161323773906,0.509232720331297,FALSE
MYBL2,turquoise,-0.0960379201527899,0.560842714875255,0.336144611903233,-0.303101327948098,0.416188905273702,FALSE
MYBPC3,lightcyan,0.222996050439984,0.172393005149545,-0.0165563635711937,-0.0918142154501511,0.35741784650017,FALSE
MYBPH,grey,0.0234223957956497,0.887448862841112,0.132683648662541,-0.181905555949011,,FALSE
MYC,brown,-0.0588287956652078,0.722034543859529,0.0169797636549503,0.0688440520603838,0.326082707850703,FALSE
MYCBP2,yellow,-0.341225084369295,0.0335127020454249,-0.475071684985614,0.461711588161918,0.660160561428306,FALSE
MYCL,grey,0.0510832022335305,0.757445595845259,-0.164482056147888,0.331013657741195,,FALSE
MYCN,turquoise,-0.0346121173734702,0.834305754949989,0.00899557642042055,-0.201377177736596,0.36767317309744,FALSE
MYCT1,greenyellow,0.00888304447053261,0.957197531027021,-0.124261890369038,-0.00900517040930594,0.449555842131686,FALSE
MYD88,grey,0.186132123938769,0.256574608585292,0.356849104270031,-0.222202211903798,,FALSE
MYDGF,green,0.224558771599544,0.16932721818419,0.75455937229617,-0.543841095599473,0.75455937229617,FALSE
MYG1,brown,0.151190925453398,0.358218914587433,0.546872657540535,-0.132458667317988,0.79714061456551,FALSE
MYH10,tan,-0.099623262504379,0.546236360654822,-0.46373379982208,0.217256179556941,0.838714407695737,FALSE
MYH11,tan,-0.113423126986483,0.491764466906796,-0.351662546417298,0.0877987851508819,0.686549566524162,FALSE
MYH14,purple,-0.0870819878583161,0.598098898090582,-0.0007402543112866,-0.052333149148384,0.607985005563929,FALSE
MYH9,turquoise,0.298035417381978,0.0653577249483896,0.646641505112578,-0.415153804054202,0.761654757164302,FALSE
MYL11,turquoise,0.107729213227823,0.513895663692997,0.293166211341497,-0.278409101756452,0.272763637364936,FALSE
MYL12A,blue,-0.174750210822693,0.287318577408624,-0.395968617153606,0.39799063457022,0.781202563480445,FALSE
MYL12B,blue,-0.00526742510811836,0.974611622857536,0.0185654454404298,0.10317881619124,0.667798845265998,FALSE
MYL3,turquoise,0.219475797296851,0.179444520027772,0.0812808026370026,-0.324420747685268,0.420454361768626,FALSE
MYL5,turquoise,0.0529254935312249,0.748975640893029,0.162175085103576,-0.151146025473773,0.394159374508343,FALSE
MYL6,turquoise,0.0409190689323181,0.804653690604148,0.168204778285175,-0.0289235204805179,0.19575847998199,FALSE
MYL6B,turquoise,0.129145272418573,0.433297512416489,0.360812966212185,-0.0912590533471108,0.428188630538975,FALSE
MYL9,salmon,0.119628895298381,0.468214806848302,0.0609387510868483,-0.138423313973638,0.89294947414466,FALSE
MYLIP,greenyellow,0.184410658488233,0.261078044180604,0.289959747964709,-0.331478700936727,0.808868570911806,FALSE
MYLK,turquoise,-0.138909459413945,0.399024413552049,0.0819832389719009,0.0765130909608278,0.365200623136178,FALSE
MYNN,yellow,-0.25182151733111,0.12198368823698,-0.493977561175713,0.451542393137168,0.760259530519108,FALSE
MYO10,tan,0.1235716665648,0.453570001436095,-0.00155201760850037,-0.072792020556285,0.556749328371469,FALSE
MYO15A,yellow,-0.135686106508453,0.410161629141997,-0.387304773582331,0.307212811590339,0.341478752968458,FALSE
MYO15B,turquoise,0.179044412775464,0.275451044072406,0.147120426309059,-0.245569774222222,0.58632820039157,FALSE
MYO16,yellow,-0.393022198973733,0.0133208851183884,-0.667196530034632,0.462435263679273,0.432608415524533,FALSE
MYO18A,turquoise,-0.0938709424590823,0.569757744821133,-0.117628403489616,0.270156218095817,0.460687661311711,FALSE
MYO19,yellow,0.198391778205344,0.226000742026906,-0.0232979785679693,-0.118348807974498,0.363678163211311,FALSE
MYO1B,magenta,-0.172743210454939,0.292976893444105,-0.547076693889986,0.742202950657269,0.742202950657269,FALSE
MYO1C,brown,0.362331035549881,0.0234039398771128,0.604924038274972,-0.306493617513777,0.569916139719638,FALSE
MYO1E,turquoise,0.153217600484101,0.351736261901106,0.632741395798517,-0.375717980761895,0.714172033182259,FALSE
MYO1F,turquoise,0.263357576315617,0.105253987621481,0.409677381492221,-0.466650654611665,0.391872123062192,FALSE
MYO5C,yellow,-0.185505815936425,0.258207036047972,-0.0978748597987639,-0.0216054722553021,0.63735411824223,FALSE
MYO6,grey,0.138704939433068,0.399725833313845,0.111974161650737,-0.0881466888810473,,FALSE
MYO7A,turquoise,0.252992496809555,0.120199894072441,0.570913421442184,-0.576154509504256,0.658732892896942,FALSE
MYO9A,grey,-0.42159439084508,0.00751587929554512,-0.212166902552481,0.205644107678321,,FALSE
MYO9B,turquoise,0.410191258556553,0.0094990927644816,0.668644720180231,-0.532628251780056,0.802160794671317,FALSE
MYOF,greenyellow,0.106671234714435,0.518061837863643,0.201128808692791,-0.326149074879103,0.71268959593922,FALSE
MYOG,turquoise,-0.0993124745216685,0.547495291135985,0.224545914785565,-0.219439150562999,0.398438745441268,FALSE
MYOM1,greenyellow,0.10273442906542,0.53371011056561,0.179232152699848,-0.185202499898907,0.495368884372622,FALSE
MYOM2,grey,-0.048578091718295,0.769007642863918,0.162356489495893,0.0933400438034878,,FALSE
MYOZ3,black,-0.0696305208681753,0.673604258469865,-0.324598450583969,-0.053406526835321,0.663966369711703,FALSE
MYRF,turquoise,0.351721180920075,0.0281116027219082,0.313728449165824,-0.463954753528545,0.335442893712939,FALSE
MYRIP,blue,-0.0419901417268586,0.79964351231715,-0.147187512014368,0.176053143576603,0.47013322713295,FALSE
MZB1,midnightblue,0.0437337762098137,0.791504249893097,0.368374853602897,-0.379127888835245,0.684635356579159,FALSE
MZF1,turquoise,0.402432142492745,0.0110908350959543,0.596667188081007,-0.497503247882685,0.661333428779123,FALSE
MZT2A,turquoise,-0.0907674595876952,0.58263725479886,0.341421169005796,-0.126100218820187,0.652291304248079,FALSE
MZT2B,turquoise,0.139529348109022,0.396902792952028,0.364851447218781,-0.300656762494746,0.652740581124522,FALSE
N4BP1,red,-0.0218914828775418,0.894762837396138,-0.111211086641477,-0.119617565568132,0.635689551581344,FALSE
N4BP2L1,pink,0.035959962415851,0.827948394481841,-0.0220167128573956,0.321602898406508,0.43265871164064,FALSE
N4BP2L2,yellow,-0.350948953499864,0.0284827654212369,-0.445849181380395,0.535692678341824,0.639516435339958,FALSE
NAA10,brown,0.267418918305936,0.0997998953541114,0.644921952363609,-0.341626892016087,0.794082381837583,FALSE
NAA40,turquoise,0.353566542246482,0.0272408090961883,0.574718203444753,-0.568005314458816,0.605853096402953,FALSE
NAA50,pink,0.269437206861561,0.0971711721816249,0.308019201236893,0.0801199230822099,0.690741898716583,FALSE
NAA60,brown,0.075853393884454,0.646266978462774,0.59451624406606,-0.233939046795715,0.744557305450797,FALSE
NAAA,blue,-0.352666046722689,0.0276629077455471,-0.646380898232178,0.497287925999303,0.459674671151394,FALSE
NAB1,yellow,-0.15159020834028,0.356936077022821,-0.353723071688706,0.402193563733179,0.73100824888151,FALSE
NAB2,turquoise,0.111592121560987,0.498827296328905,0.215363485054268,-0.28972662906043,0.450579993929777,FALSE
NABP2,green,0.15255942412403,0.353833689758526,0.5667571394952,-0.548386406557439,0.5667571394952,FALSE
NACA,royalblue,0.0908629040037452,0.582239224635203,-0.262576856492803,0.457330681687898,0.684727665630803,FALSE
NACC2,green,0.297415560056186,0.0659465274583212,0.426077473684701,-0.173781034638575,0.426077473684701,FALSE
NADK,green,0.396678114161271,0.0124130907609564,0.874276565544569,-0.548612931562938,0.874276565544569,TRUE
NADSYN1,turquoise,0.142589889822979,0.386523879044188,0.504801349943262,-0.312237828920841,0.875277679478237,FALSE
NAE1,brown,0.129896393345342,0.43060450507341,0.599977014328037,-0.150068242358254,0.713643985296138,FALSE
NAGA,blue,-0.348306675895697,0.0297834831385435,-0.373035409834887,0.564929504693506,0.452402163374572,FALSE
NAGK,greenyellow,0.12618037054888,0.444018342048105,0.439647754289867,-0.254231868930853,0.750891117477549,FALSE
NAGLU,turquoise,0.16699792952236,0.309568222396826,0.567809073309947,-0.380821757387449,0.835474075856859,FALSE
NAGPA,turquoise,0.161383305615045,0.326345603353928,0.393075346198127,-0.340085035950742,0.459543797588023,FALSE
NAIP,turquoise,-0.166788842064985,0.310183032008977,0.127612263659285,-0.0649054377360836,0.288978991269905,FALSE
NALF2,black,-0.180778527696517,0.270750882907148,-0.201514124273929,-0.267221897328022,0.460873391266355,FALSE
NAMPT,blue,-0.271519024618994,0.0945156447126964,-0.438521076345199,0.648962277690504,0.598587787986257,FALSE
NANS,green,0.317472695801988,0.0489081970387782,0.799013611996248,-0.496816449062024,0.799013611996248,FALSE
NAP1L1,tan,0.0928096561987373,0.574147427121508,-0.0193929863190663,0.000435070143335971,0.648914752246513,FALSE
NAP1L4,turquoise,0.134905393682791,0.412885513205637,0.657024309658023,-0.363313965250958,0.64889411526063,FALSE
NAPA,brown,0.23157710586725,0.15604124562891,0.719016687209877,-0.304322132317908,0.866791018365701,FALSE
NARF,turquoise,0.18130170321937,0.269343275103317,0.586658313229918,-0.36888119708256,0.756036250229727,FALSE
NARS1,blue,-0.0951654163604905,0.564424433773854,-0.205082037193153,0.38666583053449,0.825460922834197,FALSE
NARS2,red,-0.396852478748592,0.0123711403747829,-0.349888287944335,0.436754186674954,0.591232898460635,FALSE
NASP,turquoise,0.11769227855441,0.47549890897995,-0.0175661025030923,0.173940196060662,0.241582343780612,FALSE
NAT1,blue,-0.252030723930677,0.12166354957453,-0.482292646561422,0.626108604194015,0.783556432825935,FALSE
NAT10,brown,0.101311310424215,0.539422595665498,0.562948372255304,-0.203090280791639,0.508903762259942,FALSE
NAT2,blue,-0.0675542670363444,0.682820259581789,-0.0963503228942782,0.477518787198364,0.519983957137002,FALSE
NAT8,grey,-0.211501255189423,0.196173370684354,-0.155297283933037,0.230471702518046,,FALSE
NAT9,turquoise,0.479801661261823,0.00199568897433246,0.626025191911768,-0.571555681981763,0.510284978059025,FALSE
NAV2,blue,-0.104397970373989,0.527069927543888,-0.097649242549186,0.143298193092527,0.517257147959672,FALSE
NAV3,black,-0.235531745710138,0.148897649304121,-0.416293790212495,0.00117219599588762,0.835000557732319,FALSE
NAXD,turquoise,0.120721888821788,0.464130095520318,0.463256641743388,-0.0856841267851822,0.68390700814483,FALSE
NBAS,brown,0.0945285497281292,0.567045483039704,0.537878805181039,-0.250778158102591,0.772150689306075,FALSE
NBN,blue,-0.351455160309313,0.0282390088394431,-0.380177434693575,0.392189441344883,0.868341980084275,FALSE
NBR1,cyan,-0.179933375151512,0.27303496643534,-0.0371836053884774,0.428382998118144,0.663682585707411,FALSE
NBR2,turquoise,0.12386839871724,0.452477960164807,0.311390038986804,-0.0561198259457751,0.534998851582264,FALSE
NCALD,lightgreen,-0.349745197727299,0.0290694006367144,-0.441655275876242,0.263756647490452,0.745256804935627,FALSE
NCAM1,lightgreen,-0.191306781767893,0.243350241123352,-0.0476176577321077,0.0436081684863424,0.458310751453065,FALSE
NCAN,black,-0.11608270352943,0.481597967336231,-0.227676022197502,-0.25955657151282,0.426383110820128,FALSE
NCAPD2,black,0.0412517009796347,0.803096897445204,-0.111123966041279,-0.224965733119242,0.463351345468338,FALSE
NCAPD3,yellow,-0.302052658931379,0.0616418258841332,-0.127518286673485,0.27814682514217,0.515082496988919,FALSE
NCAPH2,turquoise,0.233856837659765,0.151893370844229,0.537717330993567,-0.504413266503898,0.801880685693907,FALSE
NCBP2,blue,-0.0436322493289096,0.791977587909173,-0.0687935746471269,0.309023757889019,0.72560916805152,FALSE
NCDN,midnightblue,0.42824004825151,0.00653309366404598,0.560394725854556,-0.643653361666079,0.759828194171678,FALSE
NCF2,lightyellow,0.0923526115921273,0.576042568558658,0.0138430447723802,0.0224455103679395,0.766992074994764,FALSE
NCF4,lightyellow,-0.00535579203910246,0.97418584585735,0.00848349598790795,-0.212075389195822,0.554484049475326,FALSE
NCK1,blue,-0.3384839105612,0.0350553403575423,-0.324962907344292,0.35385804177777,0.829018692344579,FALSE
NCK2,salmon,0.0886192229023542,0.591628029603434,-0.075515407603597,0.096008888092427,0.596409459692177,FALSE
NCKAP1,blue,-0.16860271753493,0.304875154919249,-0.314447148488409,0.4579320002375,0.853836444444307,FALSE
NCKAP1L,greenyellow,0.0613762094207064,0.710508005659161,0.296872589733255,-0.212552822340785,0.804516178086663,FALSE
NCKIPSD,grey,-0.0843847571337744,0.609526428964575,-0.0528854378706493,0.0524064164041341,,FALSE
NCL,turquoise,0.187040377849921,0.254219539767901,0.551398289990306,-0.340143850713111,0.704538928785657,FALSE
NCLN,green,0.0606017460218032,0.714005723417876,0.318936193695103,-0.378963537970052,0.318936193695103,FALSE
NCOA1,brown,0.0108903241269035,0.947537705718149,0.455270568163953,-0.0798374541734512,0.650533638519387,FALSE
NCOA2,blue,-0.300602902051152,0.0629629952168232,-0.207096814264435,0.390633784808968,0.576979380353911,FALSE
NCOA3,blue,-0.270908519047428,0.0952885476626954,-0.392885497818912,0.257708178842025,0.497432228575182,FALSE
NCOA4,blue,0.0991980119553862,0.547959299043031,0.141640568862712,0.153961649301086,0.562634269364281,FALSE
NCOA6,yellow,-0.264121371662372,0.10421132659692,-0.182440715625926,0.118841184626007,0.461871093864646,FALSE
NCOR1,yellow,-0.228268019727308,0.162207678807122,-0.591039994528617,0.651487803010004,0.814067611294866,FALSE
NCOR2,turquoise,0.252728255798543,0.120600700706918,0.525845537128357,-0.471171587841926,0.755346371527942,FALSE
NCR1,purple,-0.20569749314595,0.209017534537416,-0.337266616250717,0.250697063787143,0.653077540457756,FALSE
NCR2,grey,0.0464411274911063,0.778909741614755,0.228593123184008,-0.370425046263065,,FALSE
NCR3,turquoise,0.066197786247468,0.68886603933851,0.29558651521308,-0.310705417865599,0.399617735029114,FALSE
NCSTN,lightyellow,-0.226949393297049,0.164713400513977,-0.260284634224986,0.364153444216359,0.698311756471748,FALSE
NDE1,black,0.296153540160679,0.0671582676972693,-0.0511308514993118,-0.319835949403982,0.623600087605303,FALSE
NDEL1,turquoise,0.0908736861185851,0.582194267827308,0.442109906154828,-0.180870489992559,0.639557449012117,FALSE
NDFIP1,pink,0.0395526433054724,0.811056604970605,0.140187785194662,0.328801738408375,0.583819522479079,FALSE
NDNF,red,-0.127411582562191,0.439548861741188,0.0562802979599312,-0.139715529464472,0.561406310510889,FALSE
NDOR1,turquoise,0.312648995149909,0.0526406346167872,0.370932948139772,-0.246408851901707,0.610444506451248,FALSE
NDRG1,turquoise,0.156601840530004,0.341071243249481,0.214074671868294,-0.108719294560083,0.433863188749477,FALSE
NDRG2,brown,-0.0845797004861205,0.608697386846511,0.350877172917726,-0.0170073826317786,0.71532671345517,FALSE
NDRG3,blue,-0.296549171325449,0.0667765232182283,-0.335283160141907,0.243439797466844,0.716553621058219,FALSE
NDRG4,grey,-0.324160654533564,0.0440886560688087,-0.288648194028908,0.190783806424446,,FALSE
NDST1,turquoise,0.191583284293736,0.242656786126948,0.579219033194309,-0.481192382406345,0.694785691608624,FALSE
NDST2,black,0.0118269802618272,0.943032590944893,-0.0218833512137775,-0.0445382371434601,0.463482120923045,FALSE
NDUFA1,blue,-0.127453180555648,0.439398288716531,-0.0797928175530499,0.250279913293839,0.246028436596961,FALSE
NDUFA10,turquoise,0.0750396948503589,0.649816626328299,0.458911462806763,0.0254455083471407,0.571773494653285,FALSE
NDUFA13,turquoise,0.2138295702008,0.191179857025803,0.437416252251541,-0.284376200927744,0.777495878725104,FALSE
NDUFA2,brown,-0.0797608113059434,0.629329913917991,0.290426806832241,0.130465497174225,0.743745191474631,FALSE
NDUFA3,turquoise,0.211712814720664,0.195715894292536,0.539130579552931,-0.332437163376273,0.687779611387638,FALSE
NDUFA5,blue,-0.251133674841763,0.123040710665321,-0.406924205058353,0.609465543774404,0.909931685100043,FALSE
NDUFA6,darkgreen,-0.242925104921605,0.136189442595358,0.17202902223794,0.231014973154935,0.752223205480988,FALSE
NDUFA7,brown,-0.0079406350971396,0.961734941775005,0.493924836331543,-0.125835127034072,0.701637335313292,FALSE
NDUFA8,brown,0.0234986805743897,0.887084645605775,0.55272050860181,-0.112435831944708,0.761910183737576,FALSE
NDUFA9,blue,-0.194373727965477,0.23573303182592,0.0511756231620489,0.337167333507771,0.569041502819448,FALSE
NDUFAB1,brown,-0.148353854344322,0.367413871644055,0.435575665591713,-0.00592134358222205,0.723056657304162,FALSE
NDUFAF1,blue,-0.144919108037916,0.378732568131938,0.167047406984116,0.277845952713991,0.550212365849642,FALSE
NDUFAF3,brown,0.0472808035073815,0.775014716317593,0.400735234300206,-0.0639372566846124,0.809949022931258,FALSE
NDUFAF4,blue,-0.136094386184183,0.408741241329444,-0.0580740731580736,0.238424872162767,0.698102020086848,FALSE
NDUFB1,blue,-0.244101772957347,0.134243336210142,-0.199159041139608,0.356952582678861,0.520499203221103,FALSE
NDUFB11,brown,0.187372030998873,0.253363181683687,0.319123229500322,-0.0626227095915087,0.735459418355831,FALSE
NDUFB2,turquoise,0.00103121974346572,0.995028866989125,0.442278959201085,-0.129021832013679,0.50673202496884,FALSE
NDUFB3,blue,-0.26195342099016,0.10719148914504,-0.341356789341256,0.51593295134738,0.765178584995385,FALSE
NDUFB4,darkgreen,-0.205003510182036,0.210591563525067,0.0425722392072651,0.411670034606586,0.792419360682028,FALSE
NDUFB5,darkgreen,-0.279577255566002,0.0847593598918761,-0.0283691310218341,0.387974281927711,0.847801001104291,FALSE
NDUFB6,pink,-0.108721045138522,0.510005203556661,0.26037848440079,0.200517339056788,0.810058527354925,FALSE
NDUFB7,turquoise,0.0914465263128491,0.579808007783758,0.486920322394328,-0.246270679669752,0.779860454337089,FALSE
NDUFB8,brown,0.151976466374877,0.355697730452169,0.627611150160975,-0.196648942601118,0.753054380990613,FALSE
NDUFC1,pink,-0.180378815032617,0.271829564388699,0.066080161444974,0.168949966937205,0.565039057284803,FALSE
NDUFS1,blue,-0.263625420919661,0.104887451840423,0.00882106110117558,0.412698544644487,0.678645988969956,FALSE
NDUFS2,brown,0.11723811107969,0.477215730476384,0.515560866877049,-0.23389143084041,0.739561228103372,FALSE
NDUFS3,pink,-0.0330397086616831,0.841735429231945,0.215774726903479,0.11786464635791,0.700056396154888,FALSE
NDUFS4,blue,-0.292524491541003,0.0707408130507808,-0.445769704125428,0.651994382954503,0.58378239624997,FALSE
NDUFS5,blue,-0.371878850232102,0.019746945852842,-0.45064052719877,0.501123404754341,0.730093199958355,FALSE
NDUFS6,turquoise,0.180873397314896,0.270495277352662,0.592576009730432,-0.350845000030757,0.76026682177315,FALSE
NDUFS7,turquoise,0.239837256652477,0.141395667840549,0.627236059724862,-0.369289949143262,0.871850954226319,FALSE
NDUFS8,brown,0.159550637740333,0.331942217135585,0.49005991443692,-0.193387449144543,0.780111986869337,FALSE
NDUFV1,turquoise,0.179033231699431,0.275481521489529,0.64785610436928,-0.274268310284307,0.846629337048693,FALSE
NDUFV2,brown,0.174129427016975,0.289061140794132,0.64909325147698,-0.219580600617586,0.779675711026913,FALSE
NEB,yellow,-0.180390785963088,0.271797218210068,-0.152198687722879,-0.0221061639468569,0.285283490961403,FALSE
NEBL,black,-0.0263962071473637,0.873268164203327,0.09268935969136,-0.3552588169258,0.369911754236703,FALSE
NECAB2,turquoise,0.073089391673968,0.658355511317999,0.0856144499677009,-0.10441056136415,0.294599580441096,FALSE
NECAB3,grey,0.0836434412737449,0.612683431841895,0.144341085979169,-0.187606422830654,,FALSE
NECAP1,yellow,-0.226202438822503,0.166145138228203,-0.437811209269384,0.27870845762338,0.771101267374342,FALSE
NECAP2,greenyellow,-0.0021738354001277,0.98952095890427,0.363094273008677,-0.248156376586804,0.668091057501461,FALSE
NECTIN1,red,0.0281806571756511,0.864777382941032,-0.13495185060801,-0.0976725634036908,0.573367348293334,FALSE
NECTIN2,turquoise,0.141315219265468,0.390827096854138,0.550072377195632,-0.381539628227451,0.594370602652369,FALSE
NEDD4,blue,-0.353187381994613,0.0274178828626383,-0.368093073399446,0.57990156311156,0.552633245661823,FALSE
NEDD4L,blue,-0.0106861059881071,0.948520169492634,-0.330731411477781,0.170914305270919,0.356263952522399,FALSE
NEDD9,lightgreen,-0.124097926122704,0.451634225439972,-0.256228388338511,0.115592056974796,0.68681858583645,FALSE
NEIL1,grey,-0.154774006531375,0.34680653880647,-0.184580929087063,0.134667520248138,,FALSE
NEK1,yellow,-0.269071855537845,0.097643047894241,-0.312732010957437,0.0951447750016794,0.605385682978344,FALSE
NEK11,black,-0.175231517093812,0.285972220448856,-0.299991933062893,-0.00416221493711437,0.535475061019041,FALSE
NEK3,yellow,-0.34015755683716,0.0341067158042548,-0.325960590114841,0.315193203219631,0.53655896246674,FALSE
NEK7,blue,-0.292926183050055,0.070337027228045,-0.479567916723544,0.554095682815977,0.857577220513973,FALSE
NEK9,royalblue,-0.165672903457519,0.313477445679903,-0.432980078178352,0.387387303432335,0.799697643457472,FALSE
NELFB,brown,0.239002757006963,0.142827502851748,0.658841712145066,-0.444574015574246,0.813024515139129,FALSE
NELFCD,brown,0.153777625838238,0.349957572847268,0.53227816160792,-0.25289544614577,0.811326058335122,FALSE
NELFE,brown,0.102150008287582,0.536052460561668,0.126860842445287,0.00791204309108717,0.464426299779005,FALSE
NELL2,yellow,-0.338523779267812,0.0350324943357829,-0.522050888779996,0.266567065981322,0.460879198397598,FALSE
NEMP1,blue,-0.410334572545458,0.00947163471367356,-0.253366827198501,0.363088323954335,0.512502275137408,FALSE
NENF,brown,0.0598839184176202,0.71725281161281,0.322878187356023,-0.120752877344765,0.46024834541065,FALSE
NEO1,black,-0.0499867067671791,0.762500105633356,-0.0175340672939422,-0.303017087959305,0.694828473057418,FALSE
NES,yellow,-0.108774807502377,0.509794743706661,-0.392718704092795,0.133068054533357,0.52639303028577,FALSE
NET1,pink,-0.0058259044315049,0.971920832060026,0.105841627865223,0.234002470388931,0.393160728559042,FALSE
NEU1,brown,0.248609925125226,0.126977798719583,0.663286725696393,-0.279000953642577,0.725719898663375,FALSE
NEU2,turquoise,0.0124550161249679,0.940012843103189,0.156022412898714,-0.207656332140892,0.599698040511563,FALSE
NEU3,yellow,-0.282157063633062,0.0818069011599664,-0.195363128063546,0.155340719333029,0.345296347889239,FALSE
NEUROG1,turquoise,0.282004421407152,0.0819793354873503,0.356605330466124,-0.209539081514194,0.678071864604795,FALSE
NF1,blue,-0.0119309597740036,0.942532577025647,0.0719933355932902,0.0765677407056919,0.558873766373243,FALSE
NF2,green,0.227307857276118,0.164029480421962,0.737636505844813,-0.503197352380791,0.737636505844813,FALSE
NFASC,midnightblue,0.180171746115455,0.272389477039363,0.000411047453921285,-0.166049550755109,0.610286636157856,FALSE
NFAT5,yellow,-0.204017676987305,0.212841646358592,-0.194453154174901,-0.016092687387299,0.52841765559942,FALSE
NFATC1,turquoise,0.0982335318442469,0.551876487884758,-0.0732313544552293,-0.222584237117382,0.336757530066567,FALSE
NFATC2IP,blue,-0.123973801856382,0.452090395931838,-0.145299348038364,0.213041775926646,0.380541857651691,FALSE
NFATC3,magenta,-0.186164114173927,0.256491413155094,-0.461380294971619,0.602199851837291,0.602199851837291,FALSE
NFATC4,turquoise,0.215987792329762,0.18663184575555,0.276368312778258,-0.428534518694154,0.621708633269189,FALSE
NFE2L1,brown,-0.155173152724707,0.345549120625611,0.203729842326502,0.171299676307862,0.429808277334818,FALSE
NFE2L2,grey,-0.016271531366856,0.921681402574225,-0.136334181631787,0.306839003187731,,FALSE
NFIB,tan,-0.202238248685482,0.216945060700847,-0.521276666195648,0.437139080278423,0.732598383080058,FALSE
NFIC,grey,0.0286550746620337,0.862522483218235,0.149713659940623,-0.0601938885688153,,FALSE
NFIL3,grey,0.00916161616371573,0.955856542392933,-0.108457460254235,0.288305682769309,,FALSE
NFIX,turquoise,0.0812706156819661,0.622834663837254,0.349964492230696,-0.348649835680943,0.53777310649789,FALSE
NFKB1,pink,0.0325376569123232,0.84411051821839,0.346705317346215,-0.196495730881566,0.443083196339152,FALSE
NFKB2,greenyellow,0.297007298096622,0.0663366189860209,0.548784220753395,-0.482564858364131,0.638394640571384,FALSE
NFKBIA,turquoise,-0.221033401008003,0.176299508461524,0.126315060481971,0.228601417297222,0.262781317095755,FALSE
NFKBIB,green,0.258406778409457,0.112205810590808,0.510155098388497,-0.441741815335097,0.510155098388497,FALSE
NFKBIE,greenyellow,0.283113191686371,0.0807332066613297,0.554902625577429,-0.551388736294697,0.806411122175135,FALSE
NFKBIL1,lightcyan,0.294590183955352,0.0686836235441642,0.361232539122379,-0.281447415167402,0.616877545335344,FALSE
NFRKB,yellow,0.124661929653794,0.449564596669878,-0.326755535078143,-0.0530541974239254,0.262396079699457,FALSE
NFS1,blue,0.167722221624361,0.307444455890381,0.229872544837052,0.0912561574080803,0.252422066206595,FALSE
NFU1,pink,-0.000336151545004285,0.998379527431372,0.0456096196331854,0.267701863700686,0.58099266342951,FALSE
NFX1,magenta,-0.260079631012607,0.109819048101198,-0.662314419806867,0.69982822368561,0.69982822368561,FALSE
NFYA,blue,-0.0644499722492196,0.696684109530385,-0.275858573441697,0.135232852167491,0.406883649391806,FALSE
NFYB,blue,-0.326224059339114,0.0426818602599561,-0.470313941228992,0.379226468370272,0.508746275193796,FALSE
NFYC,tan,-0.363887685102077,0.0227719251331842,-0.296840821676216,0.343714953998511,0.288453095188671,FALSE
NGB,lightcyan,0.18801145389487,0.251717576352513,0.248781390159554,-0.314742325194434,0.805847800553974,FALSE
NGDN,blue,-0.204295848110314,0.212205065300101,-0.197541671856015,0.282489375169879,0.665315363922844,FALSE
NGF,turquoise,0.27455559973976,0.090742675251116,0.240410914393053,-0.201713582397648,0.553512550121667,FALSE
NGFR,greenyellow,0.156989613929618,0.339862036234149,0.271967061195317,-0.293149520704814,0.817917000289634,FALSE
NGLY1,blue,-0.0882859847974403,0.593028148985744,-0.191334711167279,0.303359125434939,0.590434562600822,FALSE
NGRN,turquoise,0.424486365580314,0.00707360920683184,0.588590969783055,-0.162438152505846,0.335324427375333,FALSE
NHEJ1,lightgreen,-0.100915821009942,0.54101531075894,-0.311452577908117,0.19507250596161,0.677512177403271,FALSE
